Player,Team,O_BAPM,D_BAPM,Total_BAPM
Xaivian Lee,Princeton,-1.34,-0.26,-1.6
Mekhi Mason,Washington,-0.34,-1.26,-1.6
KC Shaw,MD Eastern,-0.53,-1.08,-1.61
Po'Boigh King,NC Central,0.02,-1.63,-1.61
AJ McGinnis,Wichita St,-1.53,-0.09,-1.62
Davon Barnes,Ole Miss,-0.85,-0.77,-1.62
Assane Diop,Colorado,-0.95,-0.67,-1.62
Jalen Rucker,Army,-1.03,-0.59,-1.62
Kole Williams,FIU,-1.27,-0.35,-1.62
Dylan Grant,Rutgers,-1.03,-0.6,-1.63
Dylan Mclean,Alabama A&M,-0.48,-1.15,-1.63
Caden Pierce,Princeton,-1.3,-0.33,-1.63
Tim Moore Jr.,NJIT,-0.94,-0.69,-1.63
CJ Luster II,Stony Brook,-0.47,-1.17,-1.64
Kyle Layton,Tennessee Tech,-1.71,0.07,-1.64
Andre Curbelo,Southern Miss,-0.69,-0.95,-1.64
Mikey Williams,UCF,-0.73,-0.92,-1.65
Daniel Umoh,Miss Valley St,-1.48,-0.18,-1.66
Obi Agbim,Wyoming,-1.13,-0.53,-1.66
Emmett Marquardt,E Washington,-0.27,-1.4,-1.67
Daeshon Shepherd,La Salle,-0.5,-1.18,-1.68
Ari Fulton,NJIT,-0.58,-1.1,-1.68
Jaylon Johnson,Tennessee Tech,-1.02,-0.66,-1.68
Sam Stockton,E Washington,-1.7,0.01,-1.69
Jordan Wood,Stetson,-0.38,-1.31,-1.69
Andrew Rohde,Virginia,-0.62,-1.07,-1.69
Petar Krivokapic,Pacific,-0.78,-0.92,-1.7
Blair Thompson,Columbia,-0.82,-0.88,-1.7
Bilal Abdur-Rahman,Alabama A&M,-0.96,-0.74,-1.7
Josh Taylor,E Texas A&M,-0.64,-1.06,-1.7
Tyler Linhardt,Idaho,-0.77,-0.93,-1.7
Julius Ellerbe III,Coppin St,-1.52,-0.19,-1.71
Dylan Godfrey,Canisius,-1.07,-0.64,-1.71
Daimion Collins,LSU,-1.45,-0.27,-1.72
R.J. Blakney,Old Dominion,-0.56,-1.16,-1.72
Blaize Sagna,Stetson,-0.7,-1.02,-1.72
Isaiah Rivera,DePaul,-0.84,-0.88,-1.72
Jamyron Keller,Oklahoma St,-2.49,0.76,-1.73
Isaiah Coleman,Seton Hall,-1.8,0.07,-1.73
Brandon Rechsteiner,Virginia Tech,-1.49,-0.25,-1.74
Tim Oboh,Buffalo,-1.27,-0.47,-1.74
Arthur Tate,Miss Valley St,-1.5,-0.24,-1.74
Justin Menard,Iona,-0.45,-1.3,-1.75
Brendan Hausen,Kansas St,-1.85,0.1,-1.75
Zaon Collins,Fresno St,-0.48,-1.27,-1.75
AJ Braun,CA Baptist,-1.0,-0.75,-1.75
Dai Dai Ames,Virginia,-0.72,-1.03,-1.75
Flory Bidunga,Kansas,-1.65,-0.11,-1.76
Collin O'Connor,Stony Brook,-0.62,-1.14,-1.76
Austin Johnson,Long Beach St,-0.98,-0.79,-1.77
Chad Moodie,Alabama A&M,-1.29,-0.48,-1.77
Arden Conyers,South Carolina,-0.6,-1.18,-1.78
Beon Riley,Utah Tech,-0.88,-0.91,-1.79
Wesley Celichowski,Air Force,-1.28,-0.51,-1.79
TY Johnson,UC Davis,-0.74,-1.05,-1.79
Donavin Young,Stanford,-0.84,-0.96,-1.8
Dominique Ford,Southern Utah,-1.59,-0.21,-1.8
Kailon Nicholls,N Illinois,-1.49,-0.31,-1.8
Cam Carter,LSU,-1.07,-0.75,-1.82
Jasai Miles,North Florida,-1.03,-0.8,-1.83
Keith Lamar,SF Austin,-1.12,-0.71,-1.83
Leeroy Odiahi,Western KY,-1.54,-0.29,-1.83
Alex Crawford,Fresno St,-0.64,-1.19,-1.83
Evan Phelps,E Texas A&M,-0.75,-1.08,-1.83
Robert Braswell IV,Charlotte,-1.38,-0.46,-1.84
Andre Snoddy,Stony Brook,-0.61,-1.24,-1.85
Nehemiah Benson,Binghamton,-1.46,-0.39,-1.85
Wesley Yates III,USC,0.06,-1.91,-1.85
Romad Dean,Fordham,-0.44,-1.41,-1.85
Braxton Bayless,Western KY,-1.0,-0.85,-1.85
Damondre McKnight,Niagara,-0.69,-1.16,-1.85
Christian Watson,Southern Miss,-0.58,-1.28,-1.86
Kyrell Shaw,MD Eastern,-0.6,-1.26,-1.86
Kenny Noland,Columbia,-0.8,-1.08,-1.88
John-Paul Ricks,Prairie View,-0.81,-1.08,-1.89
Kamrin Oriol,North Florida,-1.02,-0.88,-1.9
Jayden Ndjigue,UMass,-0.47,-1.43,-1.9
Drew McKenna,Georgetown,-0.81,-1.09,-1.9
Kendrick De Luna,Fullerton,-1.6,-0.31,-1.91
Kevin McCarthy,Army,-0.8,-1.11,-1.91
Joson Sanon,Arizona St,-0.27,-1.65,-1.92
Khaliq Abdul-Mateen,E Texas A&M,-0.94,-0.98,-1.92
Jaden Johnson,Old Dominion,-0.94,-0.98,-1.92
Pablo Tamba,UC Davis,-0.97,-0.95,-1.92
Donald Hand Jr.,Boston College,-0.65,-1.28,-1.93
LoLo Rudolph,Fullerton,-1.5,-0.44,-1.94
Hakim Byrd,Utah Tech,-0.86,-1.08,-1.94
Neftali Alvarez,Southern Miss,-0.59,-1.37,-1.96
Brandon Huntley-Hatfield,NC State,-0.49,-1.48,-1.97
Liam Murphy,North Florida,-0.55,-1.43,-1.98
Jordan Sears,LSU,-1.3,-0.69,-1.99
RJ Johnson,Charleston So,-0.81,-1.19,-2.0
Jayden Pierre,Providence,-1.27,-0.73,-2.0
Derek Fountain,LSU,-0.94,-1.07,-2.01
Dji Bailey,LSU,-1.16,-0.87,-2.03
Deuce Turner,Santa Barbara,-0.11,-1.93,-2.04
Chase Beasley,Air Force,-1.23,-0.82,-2.05
Don McHenry,Western KY,-1.41,-0.66,-2.07
Blake Peters,Princeton,-1.41,-0.7,-2.11
Kobe Newton,Wyoming,-0.64,-1.5,-2.14
Elijah Brooks,Hou Christian,-1.81,-0.34,-2.15
Kody Clouet,San Diego,-0.98,-1.2,-2.18
Mike Williams III,Unknown Team,-1.22,-0.96,-2.18
Anquan Boldin Jr,Buffalo,-1.01,-1.17,-2.18
Will Cooper,Air Force,-1.41,-0.77,-2.18
Jaeden Marshall,Niagara,-1.29,-0.9,-2.19
Luke Kearney,Air Force,-1.49,-0.73,-2.22
Jaylen Carey,Vanderbilt,-1.12,-1.11,-2.23
Jordan Pope,Texas,-0.8,-1.45,-2.25
Braelon Bush,Prairie View,-1.26,-0.99,-2.25
Brit Harris,SC Upstate,-1.13,-1.13,-2.26
Quinton Morton-Robertson,Purdue FW,-1.75,-0.53,-2.28
Isaiah Caldwell,Army,-1.66,-0.62,-2.28
Jalen Forrest,Chicago St,-0.89,-1.4,-2.29
Jamir Simpson,Southern Utah,-1.51,-0.78,-2.29
Rickey Bradley Jr.,VMI,-1.06,-1.24,-2.3
Anthony McComb III,New Hampshire,-2.13,-0.18,-2.31
Caleb Kenney,Holy Cross,-0.93,-1.43,-2.36
Monty Bowser,N Arizona,-1.26,-1.16,-2.42
Jonathan Dunn,Coppin St,-1.44,-0.99,-2.43
Cole Henry,Wyoming,-1.09,-1.35,-2.44
Anthony Benard,Canisius,-1.2,-1.25,-2.45
Dior Johnson,UCF,-0.45,-2.0,-2.45
Kobe Young,Fullerton,-1.97,-0.49,-2.46
Antonio Sisk,Miss Valley St,-1.79,-0.67,-2.46
DJ Davis,Washington,-1.16,-1.3,-2.46
Jair Horton,Miss Valley St,-1.24,-1.24,-2.48
Jeffrey Mills,Air Force,-1.54,-0.98,-2.52
Tyson Dunn,Buffalo,-1.06,-1.46,-2.52
Donovan Oday,Fullerton,-1.6,-0.93,-2.53
Patrick McCaffery,Butler,-0.57,-1.96,-2.53
Lamar Oden Jr.,Charleston So,-0.97,-1.58,-2.55
Gabe Warren,Holy Cross,-0.98,-1.59,-2.57
Chico Johnson,SC Upstate,-1.66,-0.91,-2.57
Great Osobor,Washington,-0.23,-2.36,-2.59
Denijay Harris,Southern Miss,-1.65,-0.94,-2.59
Malik Mack,Georgetown,-0.88,-1.8,-2.68
Isaac Parson,NC Central,-1.09,-1.6,-2.69
Ryan Sabol,Buffalo,-1.19,-1.52,-2.71
Scotty Middleton,Seton Hall,-1.38,-1.37,-2.75
Ethan Taylor,Air Force,-1.68,-1.15,-2.83
Antwan Robinson,Fullerton,-2.58,-0.27,-2.85
Keith Richard,Fullerton,-1.92,-0.98,-2.9
Taje' Kelly,Charleston So,-1.38,-1.65,-3.03
