Player,Team,O_BAPM,D_BAPM,Total_BAPM
Ryan Zan,La Salle,-0.44,0.38,-0.06
Paul Bizimana,Cal Poly,-0.19,0.12,-0.07
Daniel Macgregor,Stetson,0.13,-0.2,-0.07
Caleb Jones,AR-Pine Bluff,0.04,-0.11,-0.07
Thomas Sorber,Georgetown,-0.2,0.13,-0.07
Chance McMillian,Texas Tech,1.22,-1.29,-0.07
Rolyns Aligbe,S Illinois,-0.01,-0.06,-0.07
Petar Majstorovic,Syracuse,0.13,-0.2,-0.07
Nojus Indrusaitis,Iowa State,-0.07,0.0,-0.07
Jackson Skipper,Oral Roberts,-0.25,0.18,-0.07
Dante Oliver,North Florida,0.14,-0.21,-0.07
Kyle Jenkins,Fairfield,-0.66,0.59,-0.07
Esyah Pippa-White,Milwaukee,-0.02,-0.05,-0.07
Sekou Kalle,E Illinois,-0.12,0.05,-0.07
Annor Boateng,Missouri,0.14,-0.21,-0.07
Eunique Rink,Hampton,0.32,-0.39,-0.07
Leo Nordberg,Longwood,-0.03,-0.04,-0.07
Kase Wynott,Washington St,-0.46,0.39,-0.07
Nils Machowski,UCF,-0.21,0.14,-0.07
Janko Bulajic,Lamar,0.08,-0.15,-0.07
Jamai Felt,Bowling Green,-0.42,0.35,-0.07
Wesley Robinson,Manhattan,0.46,-0.53,-0.07
AJ Smith,Charleston,-0.1,0.03,-0.07
Marko Sarenac,Weber St,-0.09,0.02,-0.07
Malique Ewin,Florida St,0.34,-0.41,-0.07
Darius Hannah,Bradley,0.22,-0.29,-0.07
Randy Brady,South Alabama,-0.35,0.28,-0.07
Jordan Mizell,Tarleton St,-0.51,0.44,-0.07
Nicco DiGiulio,Canisius,-0.08,0.01,-0.07
Jaedyn Brown,Idaho St,-0.06,-0.01,-0.07
Ben Eisendrath,Harvard,-0.03,-0.04,-0.07
Jayden Dawson,Loyola Chicago,-0.6,0.53,-0.07
Kaseem Watson,Delaware St,0.7,-0.77,-0.07
Jaden Wells,UT Arlington,0.11,-0.18,-0.07
David Castillo,Kansas St,-0.2,0.12,-0.08
Atiki Ally Atiki,New Mexico,-0.55,0.47,-0.08
Max Pikaar,Saint Louis,-0.46,0.38,-0.08
Klemen Vuga,AR-Pine Bluff,-0.24,0.16,-0.08
Kristiyan Popov,Little Rock,-0.02,-0.06,-0.08
Malek Gomma,Seattle U,-0.25,0.17,-0.08
Takai Hardy,Idaho,0.17,-0.25,-0.08
Jac Mani,UC Davis,0.09,-0.17,-0.08
Tate McCubbin,Austin Peay,0.31,-0.39,-0.08
Ethan Brittain-Watts,Ball State,-0.08,0.0,-0.08
Jorge Diaz Graham,Pitt,0.12,-0.2,-0.08
AJ Levine,Penn,0.43,-0.51,-0.08
Qiant Myers,Portland St,-0.53,0.45,-0.08
Luke Anderson,Bellarmine,-0.26,0.18,-0.08
Mykolas Ivanauskas,Mercyhurst,0.15,-0.23,-0.08
Josh Odunowo,UMBC,0.35,-0.43,-0.08
Zawdie Jackson,New Mexico St,-0.94,0.86,-0.08
Ben Egbo,UC Irvine,0.15,-0.23,-0.08
Mike Bekelja,Kent State,0.19,-0.27,-0.08
Fletcher Abee,UNC Asheville,0.74,-0.82,-0.08
Jaden Karuletwa,Arkansas,-0.14,0.06,-0.08
Jason Asemota,Baylor,0.04,-0.12,-0.08
Bernie Blunt III,Mercyhurst,-0.07,-0.01,-0.08
Masen Miller,N Dakota St,0.43,-0.51,-0.08
Jaye Nash,Tulsa,-0.05,-0.03,-0.08
Josh Hill,Arkansas St,-0.05,-0.03,-0.08
Samet Yigitoglu,SMU,-0.65,0.57,-0.08
Terren Frank,Campbell,0.03,-0.12,-0.09
Sam Lewis,Toledo,1.39,-1.48,-0.09
Christian Fermin,VCU,-0.59,0.5,-0.09
Sean Newman Jr.,Louisiana Tech,-0.8,0.71,-0.09
Zaire Williams,Wagner,-0.5,0.41,-0.09
Kalen Garry,S Dakota St,0.14,-0.23,-0.09
Ray Glasgow,Tennessee Tech,-0.13,0.04,-0.09
Shawn Phillips Jr.,Arizona St,0.09,-0.18,-0.09
Tyler Ringgold,Tulane,0.44,-0.53,-0.09
Jaland Lowe,Pitt,0.07,-0.16,-0.09
Christian Cook,New Mexico St,-0.87,0.78,-0.09
Vince Iwuchukwu,St John's,-0.44,0.35,-0.09
Oakland Fort,N Arizona,-0.2,0.11,-0.09
Jayden Stevens,Idaho,0.15,-0.24,-0.09
Landon Moore,Butler,0.42,-0.51,-0.09
Emmanuel Tshimanga,New Mexico St,-1.02,0.93,-0.09
Mason So,UNC Greensboro,-0.07,-0.02,-0.09
Bryce Pope,USC,-0.08,-0.01,-0.09
Franck Kepnang,Washington,-0.19,0.1,-0.09
Caleb Surgers,Delaware St,-0.01,-0.08,-0.09
AD Diedhiou,UL Monroe,0.23,-0.33,-0.1
AJ Clayton,Ohio,0.31,-0.41,-0.1
Hamad Mousa,Dayton,-0.12,0.02,-0.1
AJ Hoggard,Vanderbilt,0.38,-0.48,-0.1
Alem Huseinovic,Rice,0.44,-0.54,-0.1
Jack Payne,Idaho,-0.05,-0.05,-0.1
Jeff Planutis,Mercyhurst,0.4,-0.5,-0.1
Daniel Hackett,Manhattan,-0.05,-0.05,-0.1
Trey Thomas,Bowling Green,-0.13,0.03,-0.1
Jesse Jones,Florida St,-0.13,0.03,-0.1
AJ Bates,Louisiana Tech,-0.62,0.52,-0.1
Michael Marcus Jr.,App State,-0.07,-0.03,-0.1
Dwon Odom,Tulsa,0.15,-0.25,-0.1
Ben Schwieger,Northern Iowa,-0.55,0.45,-0.1
Aryan Arora,Manhattan,-0.05,-0.05,-0.1
Tyler Mack,Alabama St,-0.58,0.48,-0.1
Caleb Hannah,IU Indy,-0.17,0.07,-0.1
Caleb Pennyfeather,Little Rock,-0.16,0.06,-0.1
Jacolb Fredson-Cole,Oklahoma,-0.02,-0.08,-0.1
Mikkel Tyne,Richmond,-0.57,0.47,-0.1
Kaspar Sepp,Valparaiso,0.55,-0.65,-0.1
Corey Thomas,Bradley,0.1,-0.2,-0.1
Neel Beniwal,San Diego,-0.2,0.1,-0.1
Tymu Chenery,Binghamton,-0.4,0.3,-0.1
Augustus Gerhart,Penn,-0.14,0.04,-0.1
Jason Simpson,Florida St,-0.13,0.03,-0.1
Steven Clay,Morehead St,0.07,-0.17,-0.1
Jamaine Mann,Gardner-Webb,0.07,-0.17,-0.1
Griff Lamb,Army,-0.05,-0.05,-0.1
Seifeldin Hendawy,Loyola Chicago,-0.09,-0.01,-0.1
Connor Christensen,Dartmouth,-0.24,0.14,-0.1
Joshua Streit,Omaha,-0.16,0.05,-0.11
Malcolm Noel,West Georgia,-0.04,-0.07,-0.11
Damarius Owens,Marquette,0.15,-0.26,-0.11
Brayden Reynolds,FDU,-0.54,0.43,-0.11
Je'Shawn Stevenson,Cleveland St,-0.13,0.02,-0.11
Caleb Middleton,New Hampshire,-0.13,0.02,-0.11
Ronnie DeGray III,Wichita St,-0.27,0.16,-0.11
Mike Saunders Jr.,Pepperdine,-0.06,-0.05,-0.11
Marty Silvera,Tarleton St,-0.01,-0.1,-0.11
Ryan Bolton Jr.,Prairie View,-0.14,0.03,-0.11
Ugnius Jarusevicius,C Michigan,0.0,-0.11,-0.11
Gabe Moss,Delaware,0.02,-0.13,-0.11
Fischer Brown,W Carolina,-0.26,0.15,-0.11
Kam Craft,Miami OH,-0.58,0.47,-0.11
Ben Brown,Dartmouth,0.0,-0.11,-0.11
Langdon Hatton,Indiana,-0.06,-0.05,-0.11
Lazar Grbovic,E Illinois,-0.03,-0.08,-0.11
Harrison Hornery,USC,-0.09,-0.02,-0.11
Siem Uijtendaal,Youngstown St,-0.26,0.15,-0.11
Hunter Schenck,Utah Tech,0.05,-0.16,-0.11
Tyje Kelton,Wagner,-0.44,0.33,-0.11
Tyler Brelsford,Morehead St,-0.14,0.03,-0.11
Jamille Reynolds,South Florida,-0.56,0.45,-0.11
Mustafo Vanjov,UT Rio Grande,-0.28,0.17,-0.11
Josh Dilling,N Kentucky,0.51,-0.62,-0.11
Carl Daughtery Jr.,UC Davis,0.35,-0.46,-0.11
Aidan Hadaway,Ohio,0.07,-0.18,-0.11
Xavier Nesbitt,Harvard,-0.14,0.03,-0.11
Ahamad Bynum,UTEP,-0.03,-0.08,-0.11
Zahree Harrison,Coppin St,-0.06,-0.06,-0.12
Zach Davis,South Carolina,0.49,-0.61,-0.12
Sam Wright,Colgate,-0.06,-0.06,-0.12
Declan Ryan,Holy Cross,-0.02,-0.1,-0.12
Darrion Salery,Miss Valley St,-0.21,0.09,-0.12
Horace Simmons Jr.,Drexel,-0.07,-0.05,-0.12
Cooper Noard,Cornell,0.23,-0.35,-0.12
Saint Thomas,USC,0.19,-0.31,-0.12
Cade Kelderman,Iowa State,0.06,-0.18,-0.12
Jake Heidbreder,Clemson,-0.52,0.4,-0.12
Babatunde Durodola,Temple,0.71,-0.83,-0.12
Isaiah Brown,Florida,-0.07,-0.05,-0.12
Reid Cason,East Carolina,0.06,-0.18,-0.12
KJ Tenner,West Virginia,-0.76,0.64,-0.12
Jarvis Walker,IU Indy,1.3,-1.42,-0.12
Modestas Kancleris,UIC,-0.81,0.69,-0.12
Christian Kirkland,Youngstown St,-0.2,0.08,-0.12
Javier Ezquerra,Wagner,-0.98,0.86,-0.12
Dakota Leffew,Georgia,-0.4,0.28,-0.12
Churchill Bounds,Wagner,-0.38,0.26,-0.12
Ayden Evans,Ohio,-0.09,-0.03,-0.12
Camaren Sparrow,Coppin St,-0.99,0.87,-0.12
Max Frazier,C Connecticut,-0.32,0.2,-0.12
Lajae Jones,St Bonaventure,-0.53,0.41,-0.12
Deandre Smart,Elon,0.15,-0.27,-0.12
Braeden Moore,Oral Roberts,-0.17,0.05,-0.12
Michael Rataj,Oregon St,1.14,-1.26,-0.12
Micah Octave,Alabama St,-0.44,0.32,-0.12
Andre Young,Rider,-0.1,-0.02,-0.12
Nico Nobili,Boston U,0.03,-0.16,-0.13
Brett Decker Jr.,Liberty,-0.01,-0.12,-0.13
Josh Mitchell,Alcorn St,-0.7,0.57,-0.13
Brandon Garrison,Kentucky,0.32,-0.45,-0.13
Braylhan Thomas,GA Southern,-0.58,0.45,-0.13
Aleks Szymczyk,Charlotte,-0.16,0.03,-0.13
Izaiah Pasha,Delaware,1.03,-1.16,-0.13
Tariq Francis,NJIT,-0.03,-0.1,-0.13
Noah Williams,James Madison,0.17,-0.3,-0.13
Caden Diggs,Old Dominion,-0.15,0.02,-0.13
Justice Ajogbor,Saint Joseph's,-1.11,0.98,-0.13
Alonso Faure,Pepperdine,0.06,-0.19,-0.13
Robby Carmody,Le Moyne,0.09,-0.22,-0.13
Miles Klapper,Idaho,-0.21,0.08,-0.13
Turner Buttry,E Kentucky,0.31,-0.44,-0.13
Redd Thompson Jr.,James Madison,-0.09,-0.04,-0.13
Frank Champion,Chattanooga,0.44,-0.57,-0.13
Kaia Berridge,Evansville,0.24,-0.37,-0.13
Kebba Njie,Notre Dame,0.06,-0.19,-0.13
Anthony Arrington Jr.,Unknown Team,-0.35,0.21,-0.14
Vukasin Masic,Portland,0.06,-0.2,-0.14
Robbie Stankard,Columbia,-0.25,0.11,-0.14
Viktor Rajkovic,Seattle U,-0.21,0.07,-0.14
Cam Bryant,Mercer,-0.2,0.06,-0.14
Leon Horner,Texas Tech,0.03,-0.17,-0.14
Derrin Boyd,Charleston,-0.15,0.01,-0.14
BJ Kolly,Montana St,-0.08,-0.06,-0.14
Zion Wilburn,Samford,-0.07,-0.07,-0.14
Shemar Rathan-Mayes,Mercyhurst,0.3,-0.44,-0.14
BB Washington,FGCU,-0.15,0.01,-0.14
Guillermo Diaz Graham,Pitt,-0.42,0.28,-0.14
Marvin McGhee IV,Bakersfield,0.15,-0.29,-0.14
Elijah Jones,Charleston,-0.31,0.17,-0.14
Brody Limric,C Connecticut,-0.19,0.05,-0.14
Mekhi Cooper,Miami OH,-0.63,0.49,-0.14
Reece Potter,Miami OH,0.31,-0.45,-0.14
Clinton Efinda,UNC Greensboro,0.03,-0.17,-0.14
Kaleb Banks,Tulane,-0.02,-0.12,-0.14
Sai Witt,Austin Peay,-0.09,-0.06,-0.15
Ahmed Essahaty,SE Louisiana,-0.14,-0.01,-0.15
Festus Ndumanya,CSU Northridge,0.15,-0.3,-0.15
Malachi Palmer,Maryland,-0.18,0.03,-0.15
Folabomi Fayemi,Lafayette,-0.1,-0.05,-0.15
Jackson Gaffney,San Diego,-0.1,-0.05,-0.15
Christian Winborne,Iona,-0.23,0.08,-0.15
Landin Hacker,Bellarmine,-0.35,0.2,-0.15
David Coit,Kansas,-0.3,0.15,-0.15
Luke Zimmerman,Davidson,-0.04,-0.11,-0.15
Shaqir O'Neal,Florida A&M,0.07,-0.22,-0.15
Colin Granger,Coastal,0.34,-0.49,-0.15
CJ Huntley,App State,-0.68,0.53,-0.15
Asher Boney,SE Louisiana,-0.35,0.2,-0.15
Connor Dow,Oklahoma St,-0.55,0.4,-0.15
Tyler Johnson,Virginia Tech,-0.31,0.16,-0.15
Zion Sensley,Santa Barbara,-0.06,-0.09,-0.15
Peter Fuchs Jr.,Detroit Mercy,-0.09,-0.06,-0.15
Tomislav Ivisic,Illinois,-0.15,0.0,-0.15
Redek Born,Northern Iowa,-0.07,-0.08,-0.15
TJ Gadsden,Hofstra,-0.01,-0.14,-0.15
Ryan Jolly,Winthrop,-0.03,-0.12,-0.15
Michael Katsock,Davidson,-0.04,-0.11,-0.15
Tuongthach Gatkek,Little Rock,0.22,-0.37,-0.15
KiJan Robinson,Hofstra,0.21,-0.36,-0.15
Bautista Giralt,UAlbany,0.57,-0.72,-0.15
Gioacchino Panzini,Cornell,-0.06,-0.09,-0.15
Eian Elmer,Miami OH,-0.27,0.12,-0.15
Jeannot Basima,Yale,-0.1,-0.06,-0.16
Sheldon Williams,Texas A&M-CC,0.0,-0.16,-0.16
Joe Hurlburt,Davidson,-0.1,-0.06,-0.16
Isaac Munkadi,Fairfield,-0.32,0.16,-0.16
Djahi Binet,Alcorn St,0.69,-0.85,-0.16
Jeremiah Jenkins,Brown,0.01,-0.17,-0.16
Quincy McGriff,Alabama A&M,-0.89,0.73,-0.16
Michael Houge,Jax State,0.28,-0.44,-0.16
Jamil Miller,Kennesaw St,-0.09,-0.07,-0.16
Micah Thomas,N'Western St,0.23,-0.39,-0.16
Carlos Rosario,Oral Roberts,-0.1,-0.06,-0.16
Dusty Stromer,Gonzaga,-0.44,0.28,-0.16
Robert Cowherd,Ole Miss,0.02,-0.18,-0.16
Zhuric Phelps,Texas A&M,0.4,-0.57,-0.17
Noah Barnett,Vermont,0.08,-0.25,-0.17
Berk Can Akin,UC Irvine,-0.48,0.31,-0.17
Miles Goodman,Penn State,-0.09,-0.08,-0.17
Dayon Polk,Army,-0.04,-0.13,-0.17
Sean Trumper,Merrimack,-0.83,0.66,-0.17
Alex Merkviladze,LMU,0.25,-0.42,-0.17
Shakeel Moore,Kansas,-0.26,0.09,-0.17
Andrew Ball,Monmouth,0.02,-0.19,-0.17
Julian Vaughns,Sacramento St,-0.23,0.06,-0.17
Devin Askew,Long Beach St,-0.03,-0.14,-0.17
Lou Hutchinson,Grambling,-0.1,-0.07,-0.17
Marko Ljubicic,Manhattan,-0.57,0.4,-0.17
Aidan Reichert,Mercyhurst,0.28,-0.45,-0.17
Ty Pence,Illinois St,0.55,-0.72,-0.17
Jan Vide,LMU,-0.14,-0.03,-0.17
Will Hornseth,Northern Iowa,-0.27,0.1,-0.17
Jaquan Carlos,Syracuse,0.66,-0.83,-0.17
Anthony Gause,Charleston So,0.13,-0.3,-0.17
Angel Montas Jr.,Mercer,-0.79,0.62,-0.17
Jahki Howard,Auburn,-0.08,-0.09,-0.17
Bryce Johnson,UMBC,0.74,-0.91,-0.17
Mercy Miller,Houston,-0.38,0.21,-0.17
Orlando Horton Jr.,Prairie View,-0.12,-0.06,-0.18
Yoda Oke,Air Force,-0.13,-0.05,-0.18
Scooter Williams,E Texas A&M,-0.22,0.04,-0.18
Trent Middleton Jr.,Delaware,0.36,-0.54,-0.18
Cyr Malonga,East Carolina,0.02,-0.2,-0.18
Trey Deveaux,W Illinois,-0.67,0.49,-0.18
Justice Shoats,Siena,0.61,-0.79,-0.18
Gibson Jimerson,Saint Louis,-0.35,0.17,-0.18
Amarr Knox,Alabama St,-0.51,0.33,-0.18
David Craig,Tennessee Tech,-0.16,-0.02,-0.18
Eren Banks,GA Southern,-0.78,0.6,-0.18
Geronimo Rubio De La Rosa,Columbia,0.06,-0.24,-0.18
Ryan Van Eyck,Incarnate Word,-0.23,0.05,-0.18
Kalil Camara,Bethune,-0.42,0.24,-0.18
Isaiah Adams,Toledo,0.67,-0.85,-0.18
Guzman Vasilic,Cal Poly,-0.11,-0.07,-0.18
Aa'Reyon Munir-Jones,Coppin St,-0.11,-0.07,-0.18
Jalen Foy,Montana,0.0,-0.18,-0.18
Chas Stinson,Stonehill,0.44,-0.62,-0.18
Tommy Conniff,Lehigh,0.1,-0.28,-0.18
KyKy Tandy,FAU,-0.29,0.1,-0.19
Yaniel Rivera,Abilene Chrstn,-0.35,0.16,-0.19
Jaylen Thompson,Stanford,-0.53,0.34,-0.19
Olumide Adelodun,Niagara,0.29,-0.48,-0.19
Chrishawn Christmas,SF Austin,-0.17,-0.02,-0.19
Sean Craig,IU Indy,0.98,-1.17,-0.19
Selton Miguel,Maryland,-0.31,0.12,-0.19
D.J. Wagner,Arkansas,0.01,-0.2,-0.19
Jacob Hutson,Northern Iowa,-0.21,0.02,-0.19
Roger McFarlane,Boston College,0.19,-0.38,-0.19
Kimo Ferrari,San Diego St,0.0,-0.19,-0.19
Javonte Johnson,CA Baptist,-1.05,0.86,-0.19
Anthony Blunt,UMass Lowell,0.28,-0.47,-0.19
Veniamin Abosi,San Francisco,0.43,-0.62,-0.19
Quaran McPherson,N Illinois,-0.47,0.28,-0.19
Calvin Robins Jr.,Howard,0.35,-0.54,-0.19
Camren Hunter,Wisconsin,-0.18,-0.02,-0.2
Gob Gob,Kansas City,-0.06,-0.14,-0.2
AJ George,SMU,0.2,-0.4,-0.2
Carey Booth,Illinois,-0.11,-0.09,-0.2
Zane Doughty,Ball State,-0.24,0.04,-0.2
Marcus Watson Jr.,Jackson St,0.03,-0.23,-0.2
Ian Smikle,Tulsa,0.0,-0.2,-0.2
Jeremiah Nyarko,Stony Brook,-0.19,-0.01,-0.2
Hercy Miller,Southern Utah,0.03,-0.23,-0.2
Rytis Petraitis,California,-0.23,0.03,-0.2
Haris Elezovic,West Virginia,-0.14,-0.06,-0.2
Zach Keller,Utah,-0.14,-0.06,-0.2
Austin Rapp,Portland,-0.02,-0.18,-0.2
Kam Martin,Long Beach St,-0.19,-0.01,-0.2
Michael Rogan,Fairfield,-0.03,-0.17,-0.2
DeLonnie Hunt,Richmond,-0.14,-0.06,-0.2
Izzy Miles,Tarleton St,-0.91,0.71,-0.2
Emeka Nnaji,Grambling,-0.18,-0.02,-0.2
Benny Gealer,Stanford,-0.29,0.09,-0.2
Tarik Watson,Marist,-0.64,0.44,-0.2
Spencer Elliott,Tulane,-0.12,-0.08,-0.2
Houston Jones,Presbyterian,-0.08,-0.12,-0.2
Julian Roper II,Notre Dame,-0.2,0.0,-0.2
Anthony Sellars,AR-Pine Bluff,-0.09,-0.11,-0.2
Devon Pryor,Texas,-0.1,-0.1,-0.2
Anton Bonke,Providence,-0.16,-0.04,-0.2
KJ Debrick,Cleveland St,-0.42,0.22,-0.2
Donovan Raymond,Old Dominion,0.05,-0.25,-0.2
Zander Yates,Liberty,0.05,-0.26,-0.21
Abdi Bashir Jr.,Monmouth,0.12,-0.33,-0.21
Austin Williams,Elon,-0.09,-0.12,-0.21
Kayden Carter,W Illinois,-0.02,-0.19,-0.21
Josh Rivera,Fordham,-0.51,0.3,-0.21
Treysen Eaglestaff,North Dakota,-0.07,-0.14,-0.21
Me'Kell Burries,Austin Peay,0.28,-0.49,-0.21
Javontae Campbell,Bowling Green,-0.42,0.21,-0.21
Nathan Self,Hou Christian,-0.13,-0.08,-0.21
Ryan Lafferty,St Thomas (MN),-0.19,-0.02,-0.21
Mintautas Mockus,Incarnate Word,0.01,-0.22,-0.21
Ryan Mutombo,Georgia Tech,-0.14,-0.07,-0.21
Emareyon McDonald,Grambling,-0.44,0.23,-0.21
Joshua Ola-Joseph,California,0.1,-0.31,-0.21
Juhlawnei Stone,SF Austin,0.33,-0.54,-0.21
Kyle Thomas,SIUE,-0.47,0.26,-0.21
Erik Taylor,Sam Houston,0.36,-0.57,-0.21
Jordan Ivy-Curry,UCF,1.13,-1.34,-0.21
Jo'el Emanuel,FDU,-0.53,0.31,-0.22
Aidan Noyes,Belmont,-0.16,-0.06,-0.22
Jackson Sowards,New Orleans,-0.16,-0.06,-0.22
Jack Turner,Loyola Chicago,-0.03,-0.19,-0.22
Ryan Beasley,San Francisco,-0.45,0.23,-0.22
Sean Blake,Vermont,-0.17,-0.05,-0.22
Peyton Seals,Princeton,-0.2,-0.02,-0.22
Adante' Holiman,GA Southern,-0.02,-0.2,-0.22
Marcus Williams,San Francisco,0.48,-0.7,-0.22
A.J. Patterson,Air Force,-0.07,-0.15,-0.22
Giancarlo Rosado,Charlotte,0.39,-0.61,-0.22
Noel Brown,St Bonaventure,-0.67,0.45,-0.22
Sam Hines Jr.,SE Louisiana,0.23,-0.45,-0.22
Precious Idiaru,Longwood,-0.13,-0.09,-0.22
Justin Taylor,James Madison,0.47,-0.69,-0.22
Antoine Lorick III,Tennessee St,-0.17,-0.05,-0.22
Quincy Ademokoya,South Florida,0.1,-0.32,-0.22
Cael Schmitt,Northern Iowa,-0.06,-0.16,-0.22
Jason Murphy,NC A&T,-0.22,0.0,-0.22
Alex Raiford,Chicago St,-0.21,-0.02,-0.23
Keeyan Itejere,N Kentucky,0.11,-0.34,-0.23
Logan Duncomb,Winthrop,0.05,-0.28,-0.23
Jeremiah Hernandez,Ball State,0.45,-0.68,-0.23
Chop Paljor,AR-Pine Bluff,-0.43,0.2,-0.23
Zek Tekin,Le Moyne,0.47,-0.7,-0.23
Dramane Camara,Norfolk St,-0.17,-0.06,-0.23
James Thomas,Mercyhurst,0.03,-0.26,-0.23
Jalyke Gaines-Wyatt,Alcorn St,0.22,-0.45,-0.23
Nehemiah Turner,C Arkansas,0.11,-0.34,-0.23
Jemel Jones,Bakersfield,0.08,-0.31,-0.23
Ola Ajiboye,Tennessee Tech,-0.32,0.09,-0.23
Jefferson De La Cruz Monegro,Valparaiso,-0.31,0.08,-0.23
Quan Lax,Austin Peay,0.71,-0.94,-0.23
Malachi Arrington,NJIT,0.01,-0.24,-0.23
Shey Eberwein,South Dakota,0.17,-0.4,-0.23
Jase Butler,Washington,0.07,-0.3,-0.23
Jake O'Neil,Idaho St,0.46,-0.69,-0.23
Colin White,Ohio State,-0.01,-0.22,-0.23
Landon Wolf,Illinois St,0.0,-0.23,-0.23
Tekao Carpenter,Austin Peay,-0.22,-0.01,-0.23
Deuce Jones,La Salle,-0.48,0.24,-0.24
Connor Amundsen,Dartmouth,-1.25,1.01,-0.24
Jamine Charles,Florida A&M,0.07,-0.31,-0.24
Carmelo Pacheco,Mount St Marys,0.19,-0.43,-0.24
Jalen Jackson,Western KY,-0.43,0.19,-0.24
Blake Ammons,Kansas City,-0.33,0.09,-0.24
Ryan Mela,Providence,-0.45,0.21,-0.24
Cole Anderson,Santa Barbara,-0.04,-0.2,-0.24
Johnny Kinziger,Illinois St,-0.38,0.14,-0.24
Jevon Hill,South Dakota,0.06,-0.3,-0.24
Christian Villegas,Texas A&M-CC,-0.08,-0.16,-0.24
Erik Timko,Delaware,0.81,-1.05,-0.24
Liam McNeeley,UConn,0.1,-0.34,-0.24
Oscar Berry,North Florida,-0.37,0.13,-0.24
Garrett Sundra,Notre Dame,0.33,-0.57,-0.24
Aidan Kehoe,Navy,-0.15,-0.09,-0.24
Nikita Konstantynovskyi,Notre Dame,0.11,-0.35,-0.24
Sam Klores,Brown,-0.13,-0.11,-0.24
Jizzle James,Cincinnati,-0.44,0.19,-0.25
Chase McKey,W Carolina,0.11,-0.36,-0.25
Ja'Sean Jackson,Lamar,-1.46,1.21,-0.25
Brady Muller,Bucknell,-0.05,-0.2,-0.25
Jackson Threadgill,App State,-0.38,0.13,-0.25
Jimmy Oladokun Jr.,Rice,-0.28,0.03,-0.25
Christian King,Washington,-0.08,-0.17,-0.25
Dylan Darling,Idaho St,0.48,-0.73,-0.25
Clayton Southwick,SF Austin,-0.14,-0.11,-0.25
Mitch Fischer,Navy,-0.18,-0.07,-0.25
Maki Johnson,ETSU,0.17,-0.42,-0.25
Kade Ruegsegger,Morehead St,-0.11,-0.14,-0.25
Henry Abraham,Coastal,-0.49,0.24,-0.25
Damarien Yates,Memphis,0.01,-0.26,-0.25
Connor Dubsky,UNC Asheville,-0.18,-0.07,-0.25
Mason Whittaker,American,-0.19,-0.06,-0.25
Marshal Destremau,UT Rio Grande,-0.81,0.56,-0.25
Rylan Jones,Samford,0.4,-0.65,-0.25
Shah Muhammad,UMass,-0.43,0.17,-0.26
Josiah Cunningham,Columbia,-0.23,-0.03,-0.26
Jefferson Koulibaly,Pacific,-0.37,0.11,-0.26
Jabari West Jr.,C Arkansas,-0.21,-0.05,-0.26
Sage Tolentino,UNC Asheville,-0.21,-0.05,-0.26
Kareem Watson,Delaware St,-0.19,-0.07,-0.26
Ante Brzovic,Charleston,-0.09,-0.17,-0.26
Vincent Brady II,Missouri St,-0.46,0.2,-0.26
Braxton Meah,Nebraska,-0.3,0.04,-0.26
Chase Kuiper,Detroit Mercy,-0.15,-0.11,-0.26
Trace Salton,Marist,-0.38,0.12,-0.26
Thompson Camara,Charleston So,-0.47,0.21,-0.26
C.J. Jones,Kansas St,-0.17,-0.09,-0.26
Dasear Haskins,Saint Joseph's,-0.48,0.22,-0.26
Kylen Milton,Murray St,-0.18,-0.08,-0.26
Christian Alston,Abilene Chrstn,-0.47,0.21,-0.26
Emmanuel Okorafor,Seton Hall,-0.45,0.19,-0.26
Jack Janicki,Wisconsin,0.56,-0.82,-0.26
Davion Bailey,Incarnate Word,0.02,-0.29,-0.27
Masiah Gilyard,Manhattan,0.26,-0.53,-0.27
Zack Austin,Pitt,-0.49,0.22,-0.27
Demetrius Lilley,La Salle,-0.25,-0.02,-0.27
NJ Benson,DePaul,-0.22,-0.05,-0.27
Hank Alvey,Lehigh,-1.34,1.07,-0.27
Matt Zona,Fordham,0.01,-0.28,-0.27
Henry Coleman III,Texas A&M,-0.58,0.31,-0.27
Kany Tchanda,Boston College,-0.23,-0.04,-0.27
Corey Chest,LSU,-0.05,-0.22,-0.27
Luke Kasubke,N Dakota St,0.16,-0.43,-0.27
DaeVeon Scott,SF Austin,-0.11,-0.16,-0.27
Brendan Mykalcio,Gardner-Webb,-0.19,-0.08,-0.27
Jesus Carralero Martin,Bethune,-0.34,0.07,-0.27
Thomas Ndong,Oregon St,-0.16,-0.11,-0.27
Mister Dean,SC Upstate,-0.56,0.29,-0.27
Rayvon Griffith,Cincinnati,-0.07,-0.2,-0.27
Jalen Jackson,Purdue FW,0.0,-0.27,-0.27
Kobe Johnson,UCLA,-0.04,-0.23,-0.27
LJ Thomas,Austin Peay,0.44,-0.71,-0.27
Jhamir Brickus,Villanova,0.04,-0.31,-0.27
Ahmad Nowell,UConn,-0.13,-0.14,-0.27
Johnathan Lawson,Little Rock,0.22,-0.5,-0.28
Joshua Corbin,UNC Wilmington,-0.07,-0.21,-0.28
Jay Alvarez,Rider,0.49,-0.77,-0.28
Gregg Glenn III,Tulane,0.69,-0.97,-0.28
Cam Cole,Navy,-0.32,0.04,-0.28
Pavle Misic,Utah Tech,0.26,-0.54,-0.28
Unisa Turay,Utah Tech,-0.42,0.14,-0.28
