Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_School,Overall_G,Overall_W,Overall_L,Overall_W-L%,Overall_SRS,Overall_SOS,Unnamed: 8_level_0_Unnamed: 8_level_1,Conf._W,Conf._L,Unnamed: 11_level_0_Unnamed: 11_level_1,Home_W,Home_L,Unnamed: 14_level_0_Unnamed: 14_level_1,Away_W,Away_L,Unnamed: 17_level_0_Unnamed: 17_level_1,Points_Tm.,Points_Opp.,Unnamed: 20_level_0_Unnamed: 20_level_1,School Advanced_Pace,School Advanced_ORtg,School Advanced_FTr,School Advanced_3PAr,School Advanced_TS%,School Advanced_TRB%,School Advanced_AST%,School Advanced_STL%,School Advanced_BLK%,School Advanced_eFG%,School Advanced_TOV%,School Advanced_ORB%,School Advanced_FT/FGA
246,Purdue Fort Wayne,32,17,15,.531,-7.46,-2.90,,11,9,,11,4,,6,11,,2499,2467,,70.2,111.2,.299,.444,.570,45.2,49.2,12.2,9.5,.544,12.7,23.6,.213
247,Queens (NC) NCAA,35,21,14,.600,-3.75,-4.40,,13,5,,12,2,,6,10,,2957,2924,,70.9,118.4,.365,.468,.597,48.4,55.2,8.4,7.9,.565,13.0,30.0,.270
248,Quinnipiac,32,19,13,.594,-5.58,-7.13,,12,8,,10,5,,9,7,,2411,2303,,70.0,106.8,.331,.341,.520,51.2,50.5,11.2,11.4,.488,13.1,34.4,.227
249,Radford,32,16,16,.500,-7.31,-6.38,,9,7,,12,5,,4,8,,2604,2523,,72.3,110.9,.401,.455,.561,49.3,47.7,10.7,9.4,.526,14.7,31.3,.283
250,Rhode Island,32,16,16,.500,2.28,0.60,,7,11,,10,6,,4,7,,2236,2182,,66.0,105.0,.384,.435,.541,49.2,47.9,12.6,12.0,.501,16.5,31.0,.277
251,Rice,31,13,18,.419,-4.54,0.22,,7,11,,8,8,,4,9,,2291,2311,,67.2,108.3,.340,.440,.527,50.9,48.3,9.8,10.5,.496,14.8,36.0,.233
252,Richmond,32,15,17,.469,2.11,0.15,,5,13,,11,7,,3,8,,2455,2366,,68.6,111.3,.367,.428,.565,47.7,54.7,10.2,7.4,.525,12.5,25.3,.276
253,Rider,29,4,25,.138,-19.19,-5.04,,3,17,,4,9,,0,16,,1840,2204,,65.9,96.3,.308,.275,.471,48.8,44.4,9.2,9.8,.433,14.3,32.9,.214
254,Robert Morris,33,22,11,.667,-1.48,-4.90,,13,7,,14,3,,8,7,,2555,2379,,66.4,114.5,.273,.401,.569,55.2,62.2,8.5,7.3,.549,15.6,38.6,.189
255,Rutgers,34,14,20,.412,4.40,9.20,,6,14,,10,7,,2,9,,2398,2561,,66.7,104.5,.363,.342,.517,47.6,50.1,9.0,9.6,.472,12.9,29.7,.269
256,Sacramento State,31,10,21,.323,-8.18,-0.47,,6,12,,10,4,,0,16,,2408,2542,,72.9,106.1,.407,.368,.536,46.3,50.8,10.4,9.1,.482,12.6,25.4,.316
257,Sacred Heart,33,14,19,.424,-11.38,-8.16,,9,11,,8,5,,5,13,,2482,2528,,68.4,109.6,.302,.507,.562,49.7,58.6,8.3,8.5,.525,15.3,29.5,.234
258,Saint Francis (PA),31,7,24,.226,-19.09,-6.06,,5,13,,5,8,,2,14,,2216,2510,,70.3,101.2,.305,.381,.525,47.3,52.5,10.5,6.0,.495,16.0,28.7,.212
259,Saint Joseph's,36,24,12,.667,2.97,1.71,,13,5,,13,3,,8,8,,2633,2529,,68.4,106.5,.301,.447,.532,51.9,60.0,8.1,12.6,.497,14.5,32.5,.223
260,Saint Louis NCAA,35,29,6,.829,17.64,2.76,,15,3,,19,0,,7,3,,3053,2466,,72.2,120.8,.332,.453,.624,54.8,60.2,9.9,9.8,.599,15.0,31.5,.246
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
261,Saint Mary's NCAA,33,27,6,.818,17.07,5.54,,16,2,,17,0,,8,2,,2552,2129,,66.3,116.7,.359,.365,.576,57.9,57.8,8.5,9.8,.531,14.1,37.7,.286
262,Saint Peter's,29,17,12,.586,-7.49,-7.63,,14,6,,13,1,,4,10,,2054,1984,,65.9,106.6,.350,.392,.517,50.8,53.7,13.5,11.5,.474,14.5,37.2,.256
263,Sam Houston,34,22,12,.647,2.96,-0.14,,13,7,,13,1,,6,10,,2797,2554,,71.2,115.5,.340,.362,.562,54.4,53.0,10.0,8.0,.531,13.9,37.5,.244
264,Samford,32,18,14,.563,-5.42,-6.25,,11,7,,11,3,,6,9,,2525,2409,,68.7,113.5,.409,.465,.568,50.6,56.0,6.6,7.2,.537,11.7,25.7,.282
265,San Diego,33,12,21,.364,-3.83,2.21,,5,13,,9,8,,2,11,,2458,2570,,69.3,106.2,.257,.431,.551,47.0,60.0,11.2,8.0,.521,15.6,29.1,.195
266,San Diego State,33,22,11,.667,13.58,8.08,,14,6,,14,2,,5,5,,2580,2342,,69.5,110.4,.383,.332,.568,51.0,54.2,10.8,15.2,.532,14.9,30.7,.280
267,San Francisco,33,17,16,.515,4.00,3.84,,8,10,,9,6,,4,7,,2464,2414,,67.1,110.4,.394,.459,.553,51.8,56.2,7.9,7.8,.516,13.9,31.7,.281
268,San Jose State,33,9,24,.273,-2.06,6.35,,3,17,,6,10,,1,12,,2376,2591,,66.0,108.7,.334,.382,.542,46.1,42.8,8.7,6.6,.505,13.2,30.0,.245
269,Santa Clara NCAA,35,26,9,.743,15.48,6.09,,15,3,,14,1,,8,3,,2901,2552,,69.6,118.7,.250,.451,.569,51.7,55.3,12.7,10.7,.544,12.8,36.4,.185
270,Seattle,35,21,14,.600,4.59,2.71,,8,10,,14,4,,5,8,,2525,2354,,69.2,103.9,.346,.387,.539,47.3,53.6,11.6,13.9,.505,14.7,25.5,.245
271,Seton Hall,33,21,12,.636,13.28,8.28,,10,10,,12,5,,6,5,,2321,2156,,66.5,105.8,.353,.268,.517,51.7,51.6,13.9,18.7,.476,14.0,35.6,.255
272,Siena NCAA,35,23,12,.657,-3.64,-8.18,,13,7,,9,4,,9,7,,2463,2304,,64.2,109.2,.334,.322,.546,51.8,53.2,9.0,9.1,.504,13.7,31.8,.257
273,South Alabama,33,21,12,.636,-4.29,-6.22,,11,7,,10,4,,8,7,,2454,2312,,66.1,110.3,.387,.366,.555,48.9,45.3,12.0,10.6,.529,11.4,25.4,.255
274,South Carolina,32,13,19,.406,7.28,8.81,,4,14,,11,8,,2,8,,2398,2447,,68.0,109.0,.367,.444,.550,47.6,52.9,8.0,6.2,.503,12.7,27.2,.287
275,South Carolina State,32,10,22,.313,-21.97,-8.81,,7,7,,6,5,,3,16,,2147,2522,,70.2,95.6,.410,.329,.506,47.0,52.9,9.9,11.3,.468,18.2,32.0,.274
276,South Carolina Upstate,32,13,19,.406,-10.39,-5.70,,5,11,,10,5,,3,13,,2376,2357,,70.0,104.5,.327,.363,.530,49.8,48.1,9.4,12.3,.500,15.1,29.9,.224
277,South Dakota,32,16,16,.500,-9.01,-5.29,,8,8,,12,5,,3,10,,2547,2566,,71.3,110.0,.448,.356,.557,50.0,46.3,8.6,5.8,.510,14.2,30.3,.330
278,South Dakota State,32,14,18,.438,-3.50,-3.36,,7,9,,9,4,,4,9,,2413,2331,,67.9,110.6,.300,.393,.555,53.5,52.2,8.4,7.5,.528,14.0,31.4,.213
279,South Florida NCAA,34,25,9,.735,13.42,3.17,,15,3,,13,2,,9,3,,2974,2575,,73.2,117.3,.404,.439,.553,53.0,58.9,12.5,11.1,.509,12.3,38.0,.301
280,Southeast Missouri State,33,20,13,.606,-7.19,-8.15,,14,6,,10,5,,8,7,,2460,2331,,70.5,105.3,.383,.363,.540,50.9,47.4,9.6,10.0,.505,14.6,29.7,.267
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
281,Southeastern Louisiana,31,9,22,.290,-9.56,-3.10,,6,16,,5,7,,2,15,,2016,2184,,65.8,98.4,.396,.397,.510,48.1,52.4,10.5,8.5,.470,16.3,29.1,.271
282,Southern,34,17,17,.500,-11.25,-7.22,,11,7,,8,4,,7,12,,2707,2650,,72.5,108.7,.395,.325,.546,50.2,54.0,12.7,10.6,.510,14.1,32.0,.276
283,Southern California,32,18,14,.563,10.31,10.89,,7,13,,9,7,,5,6,,2515,2494,,71.0,108.5,.441,.336,.551,51.5,57.2,8.8,15.3,.507,14.9,33.3,.319
284,Southern Illinois,32,16,16,.500,2.74,0.52,,10,10,,8,6,,7,8,,2336,2226,,69.8,103.4,.315,.296,.522,52.2,49.2,11.4,10.4,.493,14.7,31.2,.214
285,SIU Edwardsville,32,19,13,.594,-8.80,-10.59,,12,8,,10,5,,8,7,,2271,2070,,66.5,105.9,.307,.363,.534,51.2,51.1,11.3,11.3,.508,15.0,31.5,.207
286,Southern Indiana,30,7,23,.233,-16.58,-9.33,,4,16,,3,10,,4,11,,2061,2210,,68.8,99.1,.365,.405,.485,48.4,44.3,9.1,9.8,.449,14.4,32.2,.240
287,Southern Methodist NCAA,34,20,14,.588,16.08,9.96,,8,10,,15,3,,3,8,,2858,2650,,70.6,118.2,.304,.359,.585,52.4,54.9,9.8,11.0,.556,13.4,35.4,.226
288,Southern Mississippi,35,19,16,.543,-5.66,-4.79,,9,9,,10,3,,4,11,,2615,2585,,69.9,106.1,.429,.298,.543,52.3,44.6,10.5,11.0,.496,15.8,32.6,.315
289,Southern Utah,32,10,22,.313,-9.43,-0.46,,6,12,,7,6,,2,15,,2442,2544,,72.0,105.6,.334,.365,.556,49.9,51.4,7.7,9.5,.523,17.1,30.0,.241
290,St. Bonaventure,34,17,17,.500,2.26,1.53,,4,14,,9,7,,4,7,,2596,2532,,67.4,112.4,.297,.315,.558,52.4,55.9,11.2,13.7,.526,14.3,34.7,.221
291,St. John's (NY) NCAA,37,30,7,.811,22.65,11.38,,18,2,,15,2,,9,1,,2994,2577,,70.6,114.3,.402,.352,.551,52.6,57.9,10.9,12.1,.511,12.2,35.2,.290
292,St. Thomas,34,24,10,.706,2.44,-5.37,,12,4,,14,1,,8,7,,2780,2433,,70.0,116.8,.342,.459,.607,50.0,57.4,10.6,7.5,.589,12.7,22.8,.233
293,Stanford,33,20,13,.606,11.92,8.89,,9,9,,12,6,,5,5,,2508,2408,,67.9,111.6,.355,.440,.552,50.6,45.8,11.4,10.5,.515,13.3,32.5,.260
294,Stephen F. Austin,34,28,6,.824,3.92,-4.33,,20,2,,15,1,,12,4,,2604,2265,,66.8,114.3,.292,.399,.545,52.6,49.2,10.6,10.2,.521,11.7,34.7,.198
295,Stetson,33,12,21,.364,-12.95,-4.95,,7,11,,9,5,,2,14,,2431,2631,,68.5,107.2,.327,.451,.562,48.5,59.3,9.1,5.8,.538,16.1,28.2,.223
296,Stonehill,33,12,21,.364,-14.82,-9.49,,8,10,,8,5,,4,15,,2191,2263,,67.1,97.5,.285,.406,.509,51.6,52.3,7.1,9.9,.480,16.6,28.2,.196
297,Stony Brook,32,17,15,.531,-5.74,-3.98,,9,9,,12,4,,4,9,,2295,2277,,67.0,105.9,.282,.460,.535,48.1,52.8,10.0,10.7,.505,14.4,28.3,.203
298,Syracuse,32,15,17,.469,9.75,9.00,,6,12,,12,6,,2,7,,2400,2376,,67.8,108.5,.351,.372,.548,48.0,47.1,9.0,15.4,.526,13.9,29.2,.228
299,Tarleton State,32,14,18,.438,-4.99,-1.70,,5,13,,10,6,,4,11,,2385,2349,,71.4,103.2,.409,.246,.538,48.8,42.8,14.3,9.8,.490,17.2,32.0,.305
300,Temple,32,16,16,.500,0.96,-0.85,,8,10,,10,6,,5,6,,2366,2264,,65.6,112.2,.408,.360,.553,50.1,49.2,8.6,11.2,.508,11.9,29.9,.305
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
301,Tennessee NCAA,37,25,12,.676,21.97,12.70,,11,7,,14,3,,5,5,,2917,2574,,67.4,115.8,.374,.321,.547,58.7,60.4,10.7,11.6,.514,14.1,44.7,.259
302,Tennessee State NCAA,33,23,10,.697,-4.94,-7.81,,15,5,,10,2,,10,7,,2651,2455,,72.2,110.9,.337,.306,.549,52.6,45.7,12.9,10.4,.509,14.4,35.3,.257
303,Tennessee Tech,31,13,18,.419,-13.61,-8.25,,8,12,,8,6,,5,12,,2272,2308,,69.6,105.4,.359,.377,.546,51.7,47.8,8.5,7.7,.503,16.5,32.1,.273
304,Tennessee-Martin,33,22,11,.667,-6.28,-9.41,,13,7,,12,3,,8,6,,2303,2085,,66.9,103.8,.364,.465,.524,54.4,56.9,13.2,13.0,.491,17.8,38.6,.247
305,Texas NCAA,36,21,15,.583,16.82,11.22,,9,9,,12,5,,4,6,,2979,2742,,68.7,119.6,.435,.357,.588,55.1,44.1,8.1,7.6,.547,13.2,36.0,.323
306,Texas A&M NCAA,34,22,12,.647,16.17,9.02,,11,7,,14,4,,6,5,,2927,2684,,72.0,117.1,.371,.462,.574,49.5,61.2,11.0,8.5,.538,12.6,32.0,.273
307,Texas A&M-Corpus Christi,33,18,15,.545,-2.78,-1.92,,13,9,,10,5,,7,9,,2393,2234,,68.2,105.9,.387,.319,.545,53.0,52.0,11.1,8.8,.514,16.6,33.4,.262
308,Texas Christian NCAA,35,23,12,.657,15.25,9.97,,11,7,,14,5,,5,5,,2708,2523,,69.4,110.2,.375,.368,.540,51.6,57.3,11.0,12.6,.504,13.0,34.0,.264
309,Texas Southern,30,12,18,.400,-14.44,-8.37,,10,8,,9,5,,3,12,,2251,2339,,71.2,103.7,.388,.321,.542,50.0,42.8,9.4,10.1,.503,16.5,29.4,.278
310,Texas State,32,19,13,.594,-7.49,-6.92,,11,7,,16,1,,3,9,,2365,2271,,67.8,107.7,.346,.248,.550,53.6,48.4,12.2,10.5,.509,15.9,34.6,.262
311,Texas Tech NCAA,34,23,11,.676,21.03,13.86,,12,6,,14,2,,5,5,,2729,2485,,67.9,117.8,.277,.476,.583,51.8,55.0,8.8,9.7,.561,13.5,33.2,.198
312,Texas-Rio Grande Valley,33,19,14,.576,0.72,-2.41,,14,8,,10,5,,8,8,,2505,2293,,66.6,112.6,.292,.441,.586,50.5,61.4,9.0,8.0,.557,15.7,29.6,.222
313,The Citadel,33,11,22,.333,-16.68,-6.08,,7,11,,7,8,,3,12,,2322,2558,,65.1,106.1,.288,.497,.529,47.9,51.7,8.4,7.6,.505,13.5,28.8,.194
314,Toledo,34,19,15,.559,0.52,-1.83,,11,7,,11,4,,5,9,,2755,2603,,69.8,116.0,.297,.323,.579,49.3,53.9,11.0,8.2,.548,12.7,30.6,.225
315,Towson,34,19,15,.559,-1.09,-1.72,,9,9,,11,3,,3,10,,2354,2248,,64.6,106.7,.299,.353,.508,53.9,40.3,9.2,10.0,.477,13.2,36.6,.208
316,Troy NCAA,34,22,12,.647,-1.20,-3.98,,12,6,,10,3,,9,7,,2696,2488,,67.9,112.6,.357,.459,.560,52.3,58.6,11.2,9.1,.522,14.5,35.1,.265
317,Tulane,33,18,15,.545,-2.60,1.03,,8,10,,10,8,,6,4,,2389,2493,,68.2,105.3,.434,.451,.548,44.3,55.5,11.2,12.6,.495,14.0,23.2,.332
318,Tulsa,38,30,8,.789,11.45,2.01,,13,5,,16,2,,8,4,,3233,2799,,69.1,121.1,.410,.465,.599,53.8,55.3,9.2,7.1,.556,13.2,34.1,.320
319,UAB,32,20,12,.625,3.50,-0.31,,11,7,,8,9,,10,2,,2535,2361,,70.8,110.5,.363,.305,.524,52.4,50.2,11.0,9.5,.486,10.5,33.0,.256
320,UC Davis,33,19,14,.576,-1.42,-1.46,,11,9,,12,4,,6,9,,2562,2478,,71.9,107.2,.406,.431,.564,48.2,60.3,11.1,7.7,.521,15.7,26.6,.304
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
321,UC Irvine,35,23,12,.657,3.29,-1.53,,15,5,,12,5,,7,5,,2704,2402,,71.5,106.9,.353,.275,.541,52.4,56.7,11.0,15.0,.509,15.1,32.5,.245
322,UC Riverside,32,10,22,.313,-8.10,-0.63,,5,15,,7,7,,3,15,,2334,2492,,70.7,103.1,.345,.388,.536,49.4,50.2,7.6,10.2,.495,16.1,28.9,.256
323,UC San Diego,34,23,11,.676,2.00,-2.00,,12,8,,10,5,,8,5,,2573,2390,,69.8,108.4,.323,.427,.555,50.9,55.7,10.9,7.8,.528,14.4,27.3,.225
324,UC Santa Barbara,32,18,14,.563,0.83,-2.13,,11,9,,11,4,,5,8,,2483,2328,,67.5,113.2,.376,.432,.587,53.7,54.2,9.3,6.8,.549,16.3,32.2,.287
325,UCF NCAA,33,21,12,.636,12.95,10.65,,9,9,,13,5,,5,5,,2662,2586,,70.6,113.3,.305,.348,.556,52.8,53.7,7.8,8.1,.526,13.6,35.0,.223
326,UCLA NCAA,36,24,12,.667,17.64,11.61,,13,7,,17,1,,4,6,,2775,2558,,65.8,116.0,.331,.355,.571,49.1,59.2,10.0,9.8,.534,11.7,31.0,.252
327,UNC Asheville,32,15,17,.469,-6.27,-3.99,,8,8,,9,7,,4,9,,2349,2334,,67.5,107.5,.394,.352,.550,50.9,42.8,8.0,9.9,.517,15.3,31.3,.271
328,UNC Greensboro,34,15,19,.441,-11.45,-6.17,,9,9,,8,6,,4,9,,2673,2736,,69.0,112.6,.408,.396,.565,50.4,48.0,8.0,5.6,.530,12.8,28.6,.288
329,UNC Wilmington,34,27,7,.794,1.99,-4.51,,15,3,,15,4,,12,2,,2594,2313,,66.9,114.1,.406,.382,.543,54.3,51.4,8.0,7.3,.509,12.4,36.0,.277
330,UT Arlington,32,18,14,.563,-1.92,-1.88,,9,9,,9,4,,8,8,,2240,2134,,67.3,102.7,.416,.304,.527,53.9,48.1,11.2,9.9,.481,17.3,36.1,.299
331,Utah,32,10,22,.313,5.81,10.56,,2,16,,8,9,,1,10,,2379,2531,,68.0,108.8,.317,.375,.554,49.0,51.7,7.8,8.4,.520,14.6,29.3,.234
332,Utah State NCAA,36,29,7,.806,17.57,7.40,,15,5,,14,1,,7,5,,2958,2546,,68.4,119.7,.380,.412,.596,50.8,60.6,12.6,8.7,.569,13.1,32.9,.270
333,Utah Tech,34,19,15,.559,-3.77,-1.51,,11,7,,11,3,,6,10,,2612,2548,,68.9,108.8,.320,.385,.570,48.6,52.9,10.2,7.8,.540,15.5,28.6,.233
334,Utah Valley,34,25,9,.735,5.24,-1.63,,14,4,,15,1,,6,7,,2724,2338,,69.9,113.4,.363,.334,.584,53.7,63.2,13.4,14.7,.559,17.0,36.5,.252
335,UTEP,31,11,20,.355,-6.80,-0.55,,7,13,,9,7,,2,11,,2149,2244,,66.8,102.6,.351,.386,.527,47.3,48.8,11.3,10.5,.492,15.1,27.8,.245
336,UTSA,30,5,25,.167,-14.26,1.38,,1,17,,2,12,,2,12,,2084,2422,,70.2,99.0,.290,.406,.491,46.6,43.9,9.4,12.1,.459,14.5,31.0,.200
337,Valparaiso,33,18,15,.545,-0.44,0.25,,11,9,,13,4,,4,10,,2376,2358,,66.3,106.6,.383,.367,.523,50.8,49.4,8.8,9.6,.483,13.3,32.7,.270
338,Vanderbilt NCAA,36,27,9,.750,22.23,11.48,,11,7,,13,3,,8,4,,3086,2699,,70.4,120.9,.381,.442,.596,50.3,56.4,11.2,12.4,.553,11.7,31.2,.300
339,Vermont,34,22,12,.647,-7.02,-10.39,,12,4,,13,3,,8,7,,2496,2330,,64.7,112.2,.316,.449,.567,52.7,48.8,7.0,9.3,.539,12.7,27.1,.226
340,Villanova NCAA,33,24,9,.727,15.90,10.02,,15,5,,13,3,,9,3,,2545,2351,,66.5,114.7,.309,.457,.562,49.6,56.8,11.0,5.9,.538,12.8,32.2,.213
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
341,Virginia NCAA,36,30,6,.833,20.61,9.00,,15,3,,16,1,,8,2,,2896,2478,,66.4,119.0,.323,.467,.576,55.0,58.3,9.4,17.4,.546,13.4,37.9,.235
342,Virginia Commonwealth NCAA,36,28,8,.778,13.17,4.11,,15,3,,15,2,,7,3,,2910,2584,,69.2,116.4,.420,.438,.576,51.2,51.9,10.6,11.2,.536,13.0,31.6,.309
343,VMI,32,6,26,.188,-20.90,-6.21,,1,17,,5,9,,1,14,,2303,2560,,68.6,104.9,.292,.540,.523,45.1,51.9,10.2,7.2,.490,12.7,26.5,.211
344,Virginia Tech,32,19,13,.594,12.75,8.84,,8,10,,14,3,,3,7,,2521,2396,,68.0,112.8,.340,.397,.558,49.8,52.4,9.2,8.7,.522,12.9,31.9,.253
345,Wagner,31,14,17,.452,-11.99,-8.88,,8,10,,8,5,,6,12,,2210,2222,,66.2,105.5,.311,.364,.535,52.8,49.5,8.2,7.0,.501,16.1,33.8,.227
346,Wake Forest,35,18,17,.514,11.73,9.84,,7,11,,13,7,,2,7,,2759,2693,,69.4,112.4,.352,.436,.568,48.8,53.5,11.0,11.2,.527,13.6,30.1,.273
347,Washington,33,16,17,.485,13.88,10.40,,7,13,,10,6,,4,9,,2545,2430,,68.0,112.2,.301,.346,.549,53.3,49.4,8.3,11.2,.512,13.0,34.6,.230
348,Washington State,32,12,20,.375,3.09,4.70,,7,11,,9,6,,1,11,,2435,2480,,69.2,110.0,.307,.448,.579,51.5,51.8,8.1,7.7,.549,16.5,30.1,.228
349,Weber State,32,16,16,.500,-3.20,-2.96,,10,8,,11,5,,5,10,,2598,2474,,70.7,113.6,.372,.333,.564,53.0,46.8,10.1,4.4,.527,13.3,32.7,.273
350,West Georgia,32,15,17,.469,-11.31,-6.14,,8,10,,10,5,,4,11,,2450,2547,,70.5,107.4,.291,.333,.531,50.7,45.1,9.1,13.0,.503,13.5,31.9,.204
351,West Virginia,35,21,14,.600,13.19,8.31,,9,9,,15,3,,3,6,,2472,2301,,64.1,108.2,.351,.430,.545,51.0,51.9,9.7,9.0,.516,14.5,30.5,.240
352,Western Carolina,31,15,16,.484,-6.61,-3.92,,10,8,,10,3,,4,12,,2432,2397,,69.1,112.6,.298,.411,.543,54.6,45.5,8.8,8.5,.513,13.7,36.7,.214
353,Western Illinois,31,5,26,.161,-23.76,-8.48,,1,19,,4,11,,1,15,,2011,2381,,67.2,96.2,.367,.333,.492,46.7,37.2,7.7,5.2,.455,15.1,28.9,.244
354,Western Kentucky,32,18,14,.563,0.35,-0.58,,11,9,,12,4,,5,7,,2537,2436,,71.1,110.6,.418,.399,.533,50.9,52.0,10.6,7.0,.481,12.3,32.5,.317
355,Western Michigan,31,10,21,.323,-8.59,-2.42,,4,14,,7,8,,3,13,,2318,2464,,69.7,106.9,.335,.351,.540,51.2,48.1,6.5,7.9,.502,14.9,31.2,.249
356,Wichita State,36,24,12,.667,9.47,2.67,,13,5,,15,3,,8,5,,2811,2547,,67.7,113.1,.358,.341,.533,54.8,41.5,8.7,9.8,.500,12.4,38.5,.249
357,William & Mary,32,20,12,.625,-0.33,-2.97,,10,8,,11,2,,6,9,,2660,2487,,73.9,112.5,.437,.425,.591,49.4,64.0,10.8,11.7,.551,14.7,26.9,.326
358,Winthrop,34,23,11,.676,-0.82,-4.59,,13,3,,13,1,,7,9,,2844,2566,,72.1,115.6,.432,.444,.555,54.0,52.4,9.7,8.6,.512,12.6,35.5,.315
359,Wisconsin NCAA,35,24,11,.686,18.88,12.02,,14,6,,15,2,,6,4,,2904,2664,,69.0,118.6,.315,.521,.582,50.4,57.3,8.0,8.6,.545,11.2,29.1,.248
360,Wofford,32,19,13,.594,-7.53,-7.33,,11,7,,10,5,,9,7,,2520,2468,,68.1,115.2,.363,.439,.562,50.5,51.8,8.5,8.6,.531,11.8,31.0,.256
,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
361,Wright State NCAA,35,23,12,.657,0.25,-3.90,,15,5,,11,5,,9,5,,2818,2579,,68.9,116.4,.371,.339,.582,52.7,48.0,10.7,11.6,.548,13.9,33.8,.274
362,Wyoming,33,18,15,.545,7.34,4.09,,9,11,,14,4,,3,10,,2537,2409,,67.8,113.4,.356,.423,.558,52.7,53.0,9.7,7.0,.521,13.8,34.5,.263
363,Xavier,33,15,18,.455,7.75,10.02,,6,14,,12,6,,1,10,,2586,2661,,71.2,109.2,.281,.406,.547,47.6,62.2,9.0,10.3,.518,12.3,26.5,.205
364,Yale,31,24,7,.774,5.69,-2.62,,11,3,,10,3,,9,3,,2520,2197,,66.0,121.6,.343,.364,.594,53.2,56.7,8.3,10.1,.564,12.0,34.0,.255
365,Youngstown State,32,15,17,.469,-4.62,-4.82,,8,12,,10,5,,4,11,,2495,2338,,69.0,112.5,.316,.489,.577,51.0,54.2,10.4,9.4,.547,15.8,32.1,.234
