,Date,Home_Team,Score_H,Away_Team,Score_A
2762,1/1/2026,Stetson,70.0,North Alabama,67.0
2763,1/1/2026,Austin Peay,102.0,North Florida,83.0
2764,1/1/2026,Lipscomb,76.0,Jacksonville,57.0
2765,1/1/2026,Cent Arkansas,85.0,FGCU,83.0
2766,1/1/2026,Queens NC,91.0,E Kentucky,89.0
2767,1/1/2026,West Georgia,87.0,Bellarmine,85.0
2768,1/1/2026,TN Martin,67.0,W Illinois,60.0
2769,1/1/2026,SIUE,59.0,Southern Indiana,55.0
2770,1/1/2026,Ark Little Rock,77.0,Tennessee Tech,58.0
2771,1/1/2026,Lindenwood,77.0,Morehead St,64.0
2772,1/1/2026,SE Missouri St,68.0,E Illinois,59.0
2773,1/1/2026,UT Arlington,63.0,Cal Baptist,51.0
2774,1/1/2026,Utah Valley,91.0,Tarleton St,85.0
2775,1/1/2026,Utah Tech,79.0,Abilene Chr,64.0
2776,1/1/2026,UC Irvine,81.0,CS Bakersfield,77.0
2777,1/1/2026,CS Fullerton,95.0,UC Santa Barbara,84.0
2778,1/1/2026,UC Davis,89.0,CS Northridge,80.0
2779,1/1/2026,Idaho St,97.0,CS Sacramento,84.0
2780,1/1/2026,S Illinois,75.0,Valparaiso,70.0
2781,1/1/2026,Northern Iowa,75.0,Indiana St,66.0
2782,1/1/2026,Murray St,81.0,IL Chicago,77.0
2783,1/1/2026,Illinois St,73.0,Evansville,47.0
2784,1/1/2026,Belmont,88.0,Bradley,78.0
2785,1/1/2026,Dartmouth,107.0,Elms,43.0
2786,1/2/2026,Stanford,80.0,Louisville,76.0
2787,1/2/2026,California,72.0,Notre Dame,71.0
2788,1/2/2026,Robert Morris,85.0,Detroit,77.0
2789,1/2/2026,Iona,75.0,Siena,72.0
2790,1/2/2026,Merrimack,75.0,Mt St Mary's,65.0
2791,1/2/2026,Niagara,64.0,Sacred Heart,61.0
2792,1/2/2026,Canisius,85.0,Fairfield,81.0
2793,1/2/2026,St Peter's,69.0,Marist,59.0
2794,1/2/2026,Manhattan,80.0,Quinnipiac,79.0
2795,1/2/2026,Wagner,79.0,Chicago St,72.0
2796,1/2/2026,New Haven,70.0,Stonehill,55.0
2797,1/2/2026,LIU Brooklyn,84.0,Central Conn,78.0
2798,1/2/2026,Le Moyne,84.0,St Francis PA,58.0
2799,1/2/2026,Liberty,81.0,Kennesaw,73.0
2800,1/2/2026,Jacksonville St,67.0,Delaware,64.0
2801,1/2/2026,MTSU,88.0,Louisiana Tech,51.0
2802,1/2/2026,WKU,102.0,Sam Houston St,91.0
2803,1/2/2026,Missouri St,79.0,UTEP,55.0
2804,1/2/2026,Florida Intl,89.0,New Mexico St,74.0
2805,1/2/2026,F Dickinson,74.0,Mercyhurst,67.0
2806,1/2/2026,McNeese St,82.0,Lamar,70.0
2807,1/2/2026,Cornell,133.0,Alfred St,65.0
2808,1/2/2026,Iowa St,80.0,West Virginia,59.0
2809,1/2/2026,Ohio St,80.0,Rutgers,73.0
2810,1/2/2026,Nebraska,58.0,Michigan St,56.0
2811,1/2/2026,Michigan,96.0,USC,66.0
2812,1/2/2026,Oregon,64.0,Maryland,54.0
2813,1/2/2026,Gonzaga,80.0,Seattle,72.0
2814,1/2/2026,San Francisco,74.0,San Diego,64.0
2815,1/2/2026,St Mary's CA,78.0,Portland,57.0
2816,1/2/2026,Santa Clara,82.0,Pepperdine,63.0
2817,1/2/2026,Pacific,84.0,Oregon St,53.0
2818,1/2/2026,Washington St,78.0,Loy Marymount,76.0
2819,1/3/2026,DePaul,86.0,Xavier,77.0
2820,1/3/2026,Villanova,85.0,Butler,67.0
2821,1/3/2026,Providence,77.0,St John's,71.0
2822,1/3/2026,Wake Forest,81.0,Virginia Tech,78.0
2823,1/3/2026,SMU,97.0,North Carolina,83.0
2824,1/3/2026,Clemson,73.0,Pittsburgh,68.0
2825,1/3/2026,Virginia,76.0,NC State,61.0
2826,1/3/2026,Georgia Tech,65.0,Boston College,53.0
2827,1/3/2026,Duke,91.0,Florida St,87.0
2828,1/3/2026,UNLV,67.0,Air Force,39.0
2829,1/3/2026,Incarnate Word,73.0,Houston Chr,56.0
2830,1/3/2026,Navy,65.0,Holy Cross,58.0
2831,1/3/2026,Missouri KC,73.0,NE Omaha,66.0
2832,1/3/2026,N Dakota St,79.0,Oral Roberts,77.0
2833,1/3/2026,North Dakota,90.0,S Dakota St,87.0
2834,1/3/2026,Toledo,78.0,C Michigan,75.0
2835,1/3/2026,Ohio,68.0,E Michigan,67.0
2836,1/3/2026,Kent,77.0,N Illinois,73.0
2837,1/3/2026,Bowling Green,101.0,Massachusetts,100.0
2838,1/3/2026,Buffalo,85.0,Ball St,72.0
2839,1/3/2026,Miami OH,76.0,Akron,73.0
2840,1/3/2026,Vermont,80.0,New Hampshire,61.0
2841,1/3/2026,NJIT,73.0,Binghamton,65.0
2842,1/3/2026,Bryant,56.0,Maine,51.0
2843,1/3/2026,MA Lowell,83.0,SUNY Albany,71.0
2844,1/3/2026,Stony Brook,81.0,NC A&T,80.0
2845,1/3/2026,UNC Wilmington,49.0,Hampton,45.0
2846,1/3/2026,Monmouth NJ,62.0,Towson,48.0
2847,1/3/2026,Hofstra,70.0,Drexel,67.0
2848,1/3/2026,Campbell,97.0,Northeastern,82.0
2849,1/3/2026,VMI,79.0,Chattanooga,71.0
2850,1/3/2026,UNC Greensboro,89.0,Samford,82.0
2851,1/3/2026,Wofford,95.0,Citadel,86.0
2852,1/3/2026,W Carolina,80.0,Furman,77.0
2853,1/3/2026,ETSU,77.0,Mercer,71.0
2854,1/3/2026,UC Irvine,86.0,CS Fullerton,64.0
2855,1/3/2026,UC San Diego,83.0,Hawaii,73.0
2856,1/3/2026,Northwestern LA,74.0,New Orleans,68.0
2857,1/3/2026,Nicholls St,80.0,East Texas A&M,58.0
2858,1/3/2026,Texas St,84.0,ULM,79.0
2859,1/3/2026,James Madison,78.0,Arkansas St,74.0
2860,1/3/2026,Georgia St,89.0,Coastal Car,71.0
2861,1/3/2026,Ga Southern,93.0,Old Dominion,86.0
2862,1/3/2026,Marshall,88.0,Appalachian St,81.0
2863,1/3/2026,Weber St,95.0,CS Sacramento,82.0
2864,1/3/2026,Montana St,77.0,Northern Arizona,68.0
2865,1/3/2026,Idaho,84.0,E Washington,81.0
2866,1/3/2026,Alabama,89.0,Kentucky,74.0
2867,1/3/2026,Oklahoma,86.0,Mississippi,70.0
2868,1/3/2026,Texas A&M,75.0,LSU,72.0
2869,1/3/2026,Vanderbilt,83.0,South Carolina,71.0
2870,1/3/2026,Missouri,76.0,Florida,74.0
2871,1/3/2026,Georgia,104.0,Auburn,100.0
2872,1/3/2026,Arkansas,86.0,Tennessee,75.0
2873,1/3/2026,Cent Arkansas,93.0,Stetson,73.0
2874,1/3/2026,Lipscomb,82.0,North Florida,74.0
2875,1/3/2026,Austin Peay,71.0,Jacksonville,68.0
2876,1/3/2026,FGCU,72.0,North Alabama,55.0
2877,1/3/2026,West Georgia,88.0,E Kentucky,76.0
2878,1/3/2026,Queens NC,98.0,Bellarmine,76.0
2879,1/3/2026,SE Missouri St,73.0,W Illinois,50.0
2880,1/3/2026,Morehead St,73.0,SIUE,72.0
2881,1/3/2026,Tennessee St,84.0,Ark Little Rock,79.0
2882,1/3/2026,Lindenwood,83.0,Southern Indiana,80.0
2883,1/3/2026,TN Martin,65.0,E Illinois,61.0
2884,1/3/2026,UT Arlington,86.0,Southern Utah,77.0
2885,1/3/2026,Tarleton St,81.0,Cal Baptist,76.0
2886,1/3/2026,Abilene Chr,85.0,Utah Valley,68.0
2887,1/3/2026,CS Bakersfield,81.0,UC Davis,79.0
2888,1/3/2026,Coppin St,53.0,Delaware St,51.0
2889,1/3/2026,SF Austin,73.0,SE Louisiana,63.0
2890,1/3/2026,Lafayette,79.0,Loyola MD,64.0
2891,1/3/2026,TAM C. Christi,63.0,UTRGV,59.0
2892,1/3/2026,Portland St,93.0,Idaho St,87.0
2893,1/3/2026,American Univ,64.0,Boston Univ,62.0
2894,1/3/2026,Presbyterian,86.0,SC Upstate,77.0
2895,1/3/2026,Charleston So,86.0,UNC Asheville,83.0
2896,1/3/2026,High Point,80.0,Longwood,67.0
2897,1/3/2026,Winthrop,88.0,Gardner Webb,77.0
2898,1/3/2026,Colorado St,70.0,Grand Canyon,60.0
2899,1/3/2026,San Diego St,110.0,Boise St,107.0
2900,1/3/2026,Alabama St,89.0,MS Valley St,69.0
2901,1/3/2026,Grambling,76.0,Prairie View,72.0
2902,1/3/2026,MD E Shore,66.0,Morgan St,49.0
2903,1/3/2026,Nevada,66.0,Fresno St,65.0
2904,1/3/2026,NC Central,69.0,Norfolk St,67.0
2905,1/3/2026,Bethune-Cookman,87.0,Florida A&M,83.0
2906,1/3/2026,Southern Univ,84.0,TX Southern,73.0
2907,1/3/2026,Ark Pine Bluff,95.0,Alabama A&M,83.0
2908,1/3/2026,Utah St,96.0,San Jose St,78.0
2909,1/3/2026,G Washington,77.0,La Salle,55.0
2910,1/3/2026,George Mason,61.0,Rhode Island,50.0
2911,1/3/2026,VCU,93.0,Duquesne,80.0
2912,1/3/2026,Dayton,70.0,Loyola-Chicago,68.0
2913,1/3/2026,Davidson,62.0,St Joseph's PA,56.0
2914,1/3/2026,Temple,76.0,UT San Antonio,57.0
2915,1/3/2026,Memphis,76.0,Rice,70.0
2916,1/3/2026,Charlotte,104.0,Wichita St,100.0
2917,1/3/2026,Arizona,97.0,Utah,78.0
2918,1/3/2026,Texas Tech,102.0,Oklahoma St,80.0
2919,1/3/2026,TCU,69.0,Baylor,63.0
2920,1/3/2026,BYU,83.0,Kansas St,73.0
2921,1/3/2026,Houston,67.0,Cincinnati,60.0
2922,1/3/2026,UCF,81.0,Kansas,75.0
2923,1/3/2026,Colorado,95.0,Arizona St,89.0
2924,1/3/2026,Colgate,76.0,Army,69.0
2925,1/3/2026,Purdue,89.0,Wisconsin,73.0
2926,1/3/2026,Minnesota,84.0,Northwestern,78.0
2927,1/3/2026,S Carolina St,58.0,Howard,57.0
2928,1/3/2026,New Mexico,78.0,Wyoming,58.0
2929,1/3/2026,Jackson St,89.0,Alcorn St,86.0
2930,1/3/2026,Troy,59.0,South Alabama,49.0
2931,1/3/2026,Southern Miss,74.0,Louisiana,67.0
2932,1/3/2026,Mississippi St,101.0,Texas,98.0
2933,1/3/2026,Long Beach St,74.0,Cal Poly,66.0
2934,1/3/2026,Illinois,73.0,Penn St,65.0
2935,1/3/2026,Iowa,74.0,UCLA,61.0
2936,1/3/2026,Bucknell,72.0,Lehigh,65.0
2937,1/3/2026,CS Northridge,74.0,UC Santa Barbara,65.0
2938,1/3/2026,Montana,88.0,N Colorado,79.0
2939,1/4/2026,St Thomas MN,92.0,Denver,88.0
2940,1/4/2026,Seton Hall,56.0,Creighton,54.0
2941,1/4/2026,Connecticut,73.0,Marquette,57.0
2942,1/4/2026,Oakland,96.0,Robert Morris,73.0
2943,1/4/2026,N Kentucky,94.0,Youngstown St,79.0
2944,1/4/2026,PFW,74.0,Cleveland St,71.0
2945,1/4/2026,Siena,74.0,Rider,65.0
2946,1/4/2026,Fairfield,83.0,Niagara,75.0
2947,1/4/2026,Canisius,82.0,Sacred Heart,78.0
2948,1/4/2026,Marist,83.0,Iona,38.0
2949,1/4/2026,Merrimack,73.0,Manhattan,66.0
2950,1/4/2026,Stonehill,69.0,Wagner,60.0
2951,1/4/2026,LIU Brooklyn,74.0,Chicago St,55.0
2952,1/4/2026,Mercyhurst,74.0,Le Moyne,60.0
2953,1/4/2026,St Francis PA,85.0,F Dickinson,82.0
2954,1/4/2026,Delaware,67.0,Kennesaw,52.0
2955,1/4/2026,Liberty,78.0,Jacksonville St,69.0
2956,1/4/2026,WKU,66.0,Louisiana Tech,61.0
2957,1/4/2026,MTSU,68.0,Sam Houston St,67.0
2958,1/4/2026,Florida Intl,76.0,UTEP,64.0
2959,1/4/2026,Missouri St,89.0,New Mexico St,82.0
2960,1/4/2026,Central Conn,72.0,New Haven,61.0
2961,1/4/2026,Wright St,81.0,IUPUI,77.0
2962,1/4/2026,Quinnipiac,80.0,Mt St Mary's,69.0
2963,1/4/2026,Richmond,83.0,Fordham,75.0
2964,1/4/2026,North Texas,72.0,Tulsa,67.0
2965,1/4/2026,Tulane,69.0,FL Atlantic,66.0
2966,1/4/2026,UAB,109.0,South Florida,106.0
2967,1/4/2026,Indiana,90.0,Washington,80.0
2968,1/4/2026,St Mary's CA,93.0,Seattle,76.0
2969,1/4/2026,Santa Clara,98.0,San Diego,70.0
2970,1/4/2026,San Francisco,73.0,Portland,68.0
2971,1/4/2026,Pacific,74.0,Pepperdine,69.0
2972,1/4/2026,Washington St,81.0,Oregon St,67.0
2973,1/4/2026,Gonzaga,82.0,Loy Marymount,47.0
2974,1/4/2026,Valparaiso,66.0,IL Chicago,59.0
2975,1/4/2026,Northern Iowa,62.0,Evansville,48.0
2976,1/4/2026,Drake,74.0,Indiana St,72.0
2977,1/4/2026,Murray St,86.0,Bradley,66.0
2978,1/4/2026,S Illinois,68.0,Belmont,67.0
2979,1/5/2026,WI Green Bay,79.0,WI Milwaukee,76.0
2980,1/5/2026,Dartmouth,76.0,Harvard,68.0
2981,1/5/2026,Princeton,78.0,Penn,76.0
2982,1/5/2026,Nicholls St,74.0,Northwestern LA,72.0
2983,1/5/2026,McNeese St,66.0,SF Austin,64.0
2984,1/5/2026,New Orleans,83.0,East Texas A&M,73.0
2985,1/5/2026,Columbia,104.0,Cornell,99.0
2986,1/5/2026,Yale,70.0,Brown,53.0
2987,1/5/2026,SE Louisiana,60.0,Lamar,52.0
2988,1/5/2026,UTRGV,80.0,Incarnate Word,67.0
2989,1/5/2026,TAM C. Christi,81.0,Houston Chr,65.0
2990,1/5/2026,Ark Pine Bluff,90.0,Alabama St,79.0
2991,1/5/2026,Grambling,84.0,TX Southern,67.0
2992,1/5/2026,Prairie View,89.0,Southern Univ,85.0
2993,1/5/2026,Alabama A&M,71.0,MS Valley St,51.0
2994,1/5/2026,Rutgers,88.0,Oregon,85.0
2995,1/5/2026,Nebraska,72.0,Ohio St,69.0
2996,1/5/2026,Michigan St,80.0,USC,51.0
2997,1/5/2026,Col Charleston,88.0,William & Mary,79.0
2998,1/6/2026,St John's,84.0,Butler,70.0
2999,1/6/2026,DePaul,56.0,Georgetown,50.0
3000,1/6/2026,Syracuse,82.0,Georgia Tech,72.0
3001,1/6/2026,NC State,79.0,Boston College,71.0
3002,1/6/2026,Duke,84.0,Louisville,73.0
3003,1/6/2026,Utah St,99.0,Air Force,62.0
3004,1/6/2026,Miami OH,87.0,W Michigan,76.0
3005,1/6/2026,Toledo,75.0,N Illinois,61.0
3006,1/6/2026,Ohio,86.0,Massachusetts,83.0
3007,1/6/2026,E Michigan,74.0,Ball St,52.0
3008,1/6/2026,Akron,82.0,C Michigan,69.0
3009,1/6/2026,Kent,96.0,Bowling Green,93.0
3010,1/6/2026,Tennessee,85.0,Texas,71.0
3011,1/6/2026,South Carolina,78.0,LSU,68.0
3012,1/6/2026,Texas A&M,90.0,Auburn,88.0
3013,1/6/2026,Florida,92.0,Georgia,77.0
3014,1/6/2026,SIUE,66.0,Lindenwood,62.0
3015,1/6/2026,San Diego St,73.0,Nevada,68.0
3016,1/6/2026,Dayton,79.0,G Washington,72.0
3017,1/6/2026,West Virginia,62.0,Cincinnati,60.0
3018,1/6/2026,Oklahoma St,87.0,UCF,76.0
3019,1/6/2026,Kansas,104.0,TCU,100.0
3020,1/6/2026,Houston,69.0,Texas Tech,65.0
3021,1/6/2026,Wisconsin,80.0,UCLA,72.0
3022,1/6/2026,Michigan,74.0,Penn St,72.0
3023,1/6/2026,Minnesota,70.0,Iowa,67.0
3024,1/6/2026,Fresno St,70.0,San Jose St,55.0
3025,1/6/2026,Wyoming,98.0,UNLV,66.0
3026,1/6/2026,New Mexico,80.0,Colorado St,70.0
3027,1/7/2026,Grand Canyon,75.0,Boise St,58.0
3028,1/7/2026,Vanderbilt,96.0,Alabama,90.0
3029,1/7/2026,Creighton,76.0,Villanova,72.0
3030,1/7/2026,Marquette,66.0,Xavier,65.0
3031,1/7/2026,Connecticut,103.0,Providence,98.0
3032,1/7/2026,Loyola MD,84.0,Army,76.0
3033,1/7/2026,Navy,76.0,Bucknell,55.0
3034,1/7/2026,St Thomas MN,99.0,South Dakota,86.0
3035,1/7/2026,PFW,71.0,Youngstown St,69.0
3036,1/7/2026,Wofford,97.0,UNC Greensboro,85.0
3037,1/7/2026,Samford,82.0,W Carolina,77.0
3038,1/7/2026,Mercer,101.0,Citadel,63.0
3039,1/7/2026,ETSU,81.0,VMI,67.0
3040,1/7/2026,Furman,78.0,Chattanooga,67.0
3041,1/7/2026,Arkansas St,86.0,Troy,74.0
3042,1/7/2026,Marshall,66.0,James Madison,64.0
3043,1/7/2026,Kennesaw,90.0,Missouri St,80.0
3044,1/7/2026,Jacksonville St,71.0,Florida Intl,64.0
3045,1/7/2026,Lehigh,66.0,Holy Cross,58.0
3046,1/7/2026,Boston Univ,83.0,Lafayette,67.0
3047,1/7/2026,Radford,80.0,Presbyterian,61.0
3048,1/7/2026,UNC Asheville,72.0,Longwood,61.0
3049,1/7/2026,High Point,104.0,Gardner Webb,49.0
3050,1/7/2026,Winthrop,81.0,Charleston So,77.0
3051,1/7/2026,Colgate,64.0,American Univ,62.0
3052,1/7/2026,St Louis,71.0,VCU,62.0
3053,1/7/2026,Richmond,89.0,St Bonaventure,80.0
3054,1/7/2026,La Salle,79.0,Rhode Island,72.0
3055,1/7/2026,George Mason,67.0,Fordham,58.0
3056,1/7/2026,St Joseph's PA,97.0,Duquesne,90.0
3057,1/7/2026,Davidson,79.0,Loyola-Chicago,64.0
3058,1/7/2026,South Florida,74.0,North Texas,70.0
3059,1/7/2026,Rice,66.0,Wichita St,64.0
3060,1/7/2026,Temple,75.0,East Carolina,67.0
3061,1/7/2026,Charlotte,74.0,UT San Antonio,58.0
3062,1/7/2026,FL Atlantic,76.0,UAB,71.0
3063,1/7/2026,Colorado,85.0,Utah,73.0
3064,1/7/2026,BYU,104.0,Arizona St,76.0
3065,1/7/2026,Iowa St,70.0,Baylor,60.0
3066,1/7/2026,Arizona,101.0,Kansas St,76.0
3067,1/7/2026,Purdue,81.0,Washington,73.0
3068,1/7/2026,Indiana,84.0,Maryland,66.0
3069,1/7/2026,Valparaiso,77.0,Illinois St,71.0
3070,1/7/2026,IL Chicago,70.0,S Illinois,57.0
3071,1/7/2026,Murray St,79.0,Evansville,69.0
3072,1/7/2026,Bradley,93.0,Drake,66.0
3073,1/7/2026,Belmont,78.0,Northern Iowa,65.0
3074,1/7/2026,Virginia,84.0,California,60.0
3075,1/7/2026,Miami FL,81.0,Wake Forest,77.0
3076,1/7/2026,Stanford,69.0,Virginia Tech,68.0
3077,1/7/2026,Missouri,73.0,Kentucky,68.0
3078,1/7/2026,Mississippi St,72.0,Oklahoma,53.0
3079,1/7/2026,Arkansas,94.0,Mississippi,87.0
3080,1/7/2026,Clemson,74.0,SMU,70.0
3081,1/8/2026,S Dakota St,87.0,Denver,79.0
3082,1/8/2026,N Dakota St,97.0,Missouri KC,73.0
3083,1/8/2026,NE Omaha,90.0,North Dakota,79.0
3084,1/8/2026,St Francis PA,71.0,Wagner,69.0
3085,1/8/2026,LIU Brooklyn,60.0,Mercyhurst,58.0
3086,1/8/2026,Le Moyne,73.0,New Haven,47.0
3087,1/8/2026,F Dickinson,70.0,Chicago St,63.0
3088,1/8/2026,NJIT,80.0,New Hampshire,76.0
3089,1/8/2026,MA Lowell,77.0,Bryant,63.0
3090,1/8/2026,UMBC,69.0,Maine,62.0
3091,1/8/2026,Vermont,60.0,Binghamton,59.0
3092,1/8/2026,UNC Wilmington,87.0,Northeastern,78.0
3093,1/8/2026,Elon,69.0,NC A&T,64.0
3094,1/8/2026,Campbell,86.0,Hampton,72.0
3095,1/8/2026,Monmouth NJ,81.0,William & Mary,70.0
3096,1/8/2026,Hofstra,78.0,Towson,67.0
3097,1/8/2026,Drexel,56.0,Stony Brook,37.0
3098,1/8/2026,UC Davis,93.0,UC Santa Barbara,86.0
3099,1/8/2026,UC Irvine,74.0,Long Beach St,64.0
3100,1/8/2026,CS Fullerton,88.0,UC San Diego,71.0
3101,1/8/2026,Southern Miss,80.0,Texas St,70.0
3102,1/8/2026,Louisiana,85.0,ULM,79.0
3103,1/8/2026,Appalachian St,52.0,Georgia St,50.0
3104,1/8/2026,Old Dominion,70.0,Coastal Car,66.0
3105,1/8/2026,Weber St,78.0,Northern Arizona,65.0
3106,1/8/2026,Montana,79.0,Idaho,73.0
3107,1/8/2026,Montana St,68.0,E Washington,64.0
3108,1/8/2026,West Georgia,85.0,North Florida,73.0
3109,1/8/2026,Queens NC,77.0,Jacksonville,51.0
3110,1/8/2026,E Kentucky,88.0,North Alabama,80.0
3111,1/8/2026,Stetson,91.0,Lipscomb,83.0
3112,1/8/2026,Bellarmine,84.0,Cent Arkansas,78.0
3113,1/8/2026,Austin Peay,82.0,FGCU,71.0
3114,1/8/2026,Tennessee St,90.0,W Illinois,68.0
3115,1/8/2026,SE Missouri St,84.0,Southern Indiana,76.0
3116,1/8/2026,TN Martin,76.0,Morehead St,68.0
3117,1/8/2026,Ark Little Rock,73.0,SIUE,70.0
3118,1/8/2026,E Illinois,71.0,Tennessee Tech,61.0
3119,1/8/2026,Utah Valley,89.0,Southern Utah,72.0
3120,1/8/2026,Cal Baptist,84.0,Utah Tech,72.0
3121,1/8/2026,Abilene Chr,84.0,Tarleton St,80.0
3122,1/8/2026,Sam Houston St,72.0,Delaware,60.0
3123,1/8/2026,Liberty,72.0,Louisiana Tech,56.0
3124,1/8/2026,UTEP,83.0,MTSU,80.0
3125,1/8/2026,New Mexico St,80.0,WKU,64.0
3126,1/8/2026,CS Bakersfield,67.0,UC Riverside,66.0
3127,1/8/2026,Central Conn,76.0,Stonehill,69.0
3128,1/8/2026,CS Northridge,95.0,Cal Poly,90.0
3129,1/8/2026,N Colorado,85.0,Idaho St,72.0
3130,1/8/2026,Ohio St,72.0,Oregon,62.0
3131,1/8/2026,Michigan St,76.0,Northwestern,66.0
3132,1/8/2026,Illinois,81.0,Rutgers,55.0
3133,1/8/2026,Oregon St,68.0,Seattle,55.0
3134,1/8/2026,Gonzaga,89.0,Santa Clara,77.0
3135,1/8/2026,Loy Marymount,84.0,San Francisco,82.0
3136,1/8/2026,San Diego,83.0,Pepperdine,63.0
3137,1/8/2026,Portland,90.0,Pacific,89.0
3138,1/9/2026,Miami OH,87.0,Toledo,73.0
3139,1/9/2026,Oakland,97.0,Cleveland St,74.0
3140,1/9/2026,Wright St,84.0,Detroit,82.0
3141,1/9/2026,N Kentucky,85.0,WI Milwaukee,67.0
3142,1/9/2026,WI Green Bay,75.0,IUPUI,59.0
3143,1/9/2026,Merrimack,63.0,Siena,59.0
3144,1/9/2026,Iona,71.0,Niagara,53.0
3145,1/9/2026,Canisius,70.0,Manhattan,64.0
3146,1/9/2026,Fairfield,68.0,Rider,62.0
3147,1/9/2026,Mt St Mary's,70.0,St Peter's,65.0
3148,1/9/2026,Marist,76.0,Sacred Heart,72.0
3149,1/9/2026,USC,70.0,Minnesota,69.0
3150,1/9/2026,Colorado St,70.0,UNLV,62.0
3151,1/9/2026,Akron,77.0,Bowling Green,67.0
3152,1/9/2026,Youngstown St,99.0,B&S OH USCAA,61.0
3153,1/10/2026,Xavier,97.0,Providence,84.0
3154,1/10/2026,Villanova,76.0,Marquette,73.0
3155,1/10/2026,Seton Hall,76.0,Georgetown,67.0
3156,1/10/2026,Connecticut,72.0,DePaul,60.0
3157,1/10/2026,St John's,90.0,Creighton,73.0
3158,1/10/2026,Virginia Tech,78.0,California,75.0
3159,1/10/2026,Virginia,70.0,Stanford,55.0
3160,1/10/2026,Louisville,75.0,Boston College,62.0
3161,1/10/2026,NC State,113.0,Florida St,69.0
3162,1/10/2026,Duke,82.0,SMU,75.0
3163,1/10/2026,New Mexico,91.0,Air Force,49.0
3164,1/10/2026,Lamar,63.0,Incarnate Word,51.0
3165,1/10/2026,Bucknell,70.0,Loyola MD,67.0
3166,1/10/2026,Navy,76.0,Lafayette,50.0
3167,1/10/2026,St Thomas MN,82.0,Oral Roberts,71.0
3168,1/10/2026,South Dakota,82.0,Denver,72.0
3169,1/10/2026,N Dakota St,78.0,NE Omaha,76.0
3170,1/10/2026,North Dakota,81.0,Missouri KC,79.0
3171,1/10/2026,Princeton,76.0,Yale,60.0
3172,1/10/2026,C Michigan,87.0,Kent,85.0
3173,1/10/2026,W Michigan,79.0,E Michigan,62.0
3174,1/10/2026,Ohio,91.0,Buffalo,80.0
3175,1/10/2026,Massachusetts,79.0,Ball St,71.0
3176,1/10/2026,Penn,81.0,Brown,73.0
3177,1/10/2026,Mercyhurst,70.0,Wagner,69.0
3178,1/10/2026,Stonehill,85.0,Chicago St,82.0
3179,1/10/2026,LIU Brooklyn,67.0,St Francis PA,63.0
3180,1/10/2026,Central Conn,69.0,Le Moyne,59.0
3181,1/10/2026,New Haven,65.0,F Dickinson,55.0
3182,1/10/2026,UMBC,75.0,New Hampshire,74.0
3183,1/10/2026,MA Lowell,73.0,Binghamton,68.0
3184,1/10/2026,Maine,74.0,NJIT,70.0
3185,1/10/2026,SUNY Albany,71.0,Bryant,46.0
3186,1/10/2026,UNC Wilmington,75.0,Stony Brook,71.0
3187,1/10/2026,Elon,83.0,Campbell,82.0
3188,1/10/2026,Col Charleston,74.0,Hampton,70.0
3189,1/10/2026,Drexel,64.0,William & Mary,58.0
3190,1/10/2026,Towson,87.0,Northeastern,78.0
3191,1/10/2026,Hofstra,67.0,Monmouth NJ,64.0
3192,1/10/2026,Citadel,79.0,W Carolina,77.0
3193,1/10/2026,Mercer,109.0,Wofford,97.0
3194,1/10/2026,Furman,69.0,VMI,48.0
3195,1/10/2026,ETSU,86.0,UNC Greensboro,60.0
3196,1/10/2026,Chattanooga,88.0,Samford,79.0
3197,1/10/2026,Cal Poly,84.0,UC Davis,78.0
3198,1/10/2026,Hawaii,67.0,UC Irvine,66.0
3199,1/10/2026,UC San Diego,69.0,UC Riverside,66.0
3200,1/10/2026,SF Austin,85.0,Houston Chr,67.0
3201,1/10/2026,Northwestern LA,79.0,TAM C. Christi,78.0
3202,1/10/2026,Nicholls St,90.0,New Orleans,77.0
3203,1/10/2026,McNeese St,73.0,SE Louisiana,61.0
3204,1/10/2026,East Texas A&M,77.0,UTRGV,69.0
3205,1/10/2026,Troy,90.0,Louisiana,70.0
3206,1/10/2026,Southern Miss,70.0,ULM,60.0
3207,1/10/2026,Arkansas St,83.0,Texas St,82.0
3208,1/10/2026,South Alabama,87.0,Ga Southern,71.0
3209,1/10/2026,James Madison,70.0,Old Dominion,69.0
3210,1/10/2026,Georgia St,81.0,Marshall,73.0
3211,1/10/2026,Coastal Car,67.0,Appalachian St,62.0
3212,1/10/2026,Weber St,76.0,N Colorado,71.0
3213,1/10/2026,Idaho,92.0,Montana St,89.0
3214,1/10/2026,E Washington,66.0,Montana,65.0
3215,1/10/2026,Vanderbilt,84.0,LSU,73.0
3216,1/10/2026,Florida,91.0,Tennessee,67.0
3217,1/10/2026,Auburn,95.0,Arkansas,73.0
3218,1/10/2026,Queens NC,89.0,North Florida,82.0
3219,1/10/2026,North Alabama,82.0,Bellarmine,73.0
3220,1/10/2026,Lipscomb,84.0,FGCU,77.0
3221,1/10/2026,E Kentucky,79.0,Cent Arkansas,75.0
3222,1/10/2026,Austin Peay,81.0,Stetson,69.0
3223,1/10/2026,Tennessee Tech,59.0,W Illinois,54.0
3224,1/10/2026,TN Martin,73.0,Southern Indiana,56.0
3225,1/10/2026,Morehead St,71.0,SE Missouri St,69.0
