,Date,Home_Team,Score_H,Away_Team,Score_A
2062,12/13/2025,Dayton,84.0,North Florida,61.0
2063,12/13/2025,Mt St Mary's,81.0,Loyola MD,73.0
2064,12/13/2025,Canisius,70.0,Maine,43.0
2065,12/13/2025,Marist,82.0,Bryant,74.0
2066,12/13/2025,Oklahoma,85.0,Oklahoma St,76.0
2067,12/13/2025,Morgan St,81.0,Niagara,73.0
2068,12/13/2025,Utah St,83.0,Illinois St,78.0
2069,12/13/2025,Clemson,70.0,Mercer,63.0
2070,12/13/2025,Central Conn,84.0,Binghamton,67.0
2071,12/13/2025,LIU Brooklyn,70.0,La Salle,60.0
2072,12/13/2025,Arizona,96.0,Alabama,75.0
2073,12/13/2025,South Dakota,97.0,Prairie View,85.0
2074,12/13/2025,Miami FL,104.0,ULM,79.0
2075,12/13/2025,Houston,99.0,New Orleans,57.0
2076,12/13/2025,CS Fullerton,105.0,Denver,86.0
2077,12/13/2025,Sacred Heart,65.0,NJIT,49.0
2078,12/13/2025,Fordham,82.0,Manhattan,53.0
2079,12/13/2025,Quinnipiac,75.0,MA Lowell,71.0
2080,12/13/2025,UNC Wilmington,73.0,Valparaiso,70.0
2081,12/13/2025,Murray St,115.0,Akron,100.0
2082,12/13/2025,SE Louisiana,74.0,Houston Chr,71.0
2083,12/13/2025,Pepperdine,70.0,CS Bakersfield,62.0
2084,12/13/2025,Tennessee St,63.0,UNLV,60.0
2085,12/13/2025,Vanderbilt,83.0,Cent Arkansas,72.0
2086,12/13/2025,Hawaii,66.0,UTEP,61.0
2087,12/13/2025,Dartmouth,77.0,Boston Univ,64.0
2088,12/13/2025,St John's,91.0,Iona,64.0
2089,12/13/2025,Seattle,115.0,Warner Pacific,60.0
2090,12/13/2025,Oregon St,67.0,Montana St,57.0
2091,12/13/2025,San Diego,78.0,Northern Arizona,69.0
2092,12/13/2025,Pacific,104.0,Simpson CA,50.0
2093,12/13/2025,Grand Canyon,82.0,Coastal Car,61.0
2094,12/13/2025,Utah Tech,89.0,Justice,48.0
2095,12/13/2025,N Dakota St,99.0,Drake,94.0
2096,12/13/2025,George Mason,73.0,Old Dominion,61.0
2097,12/13/2025,Ga Southern,91.0,West Georgia,85.0
2098,12/13/2025,Howard,61.0,Hampton,57.0
2099,12/13/2025,Georgia St,77.0,Jacksonville St,73.0
2100,12/13/2025,Delaware St,81.0,Longwood,76.0
2101,12/13/2025,Louisiana Tech,65.0,Louisiana,44.0
2102,12/13/2025,W Illinois,69.0,North Dakota,66.0
2103,12/13/2025,Oral Roberts,97.0,Ecclesia,52.0
2104,12/13/2025,Portland St,94.0,George Fox,50.0
2105,12/13/2025,Oregon,104.0,UC Davis,62.0
2106,12/13/2025,UC San Diego,93.0,Tulane,67.0
2107,12/13/2025,Alabama A&M,67.0,Ark Baptist,59.0
2108,12/13/2025,DePaul,61.0,Wichita St,58.0
2109,12/13/2025,Winthrop,101.0,Bob Jones,55.0
2110,12/13/2025,Miami OH,79.0,E Kentucky,69.0
2111,12/13/2025,Tulsa,83.0,New Mexico St,70.0
2112,12/13/2025,Kentucky,72.0,Indiana,60.0
2113,12/13/2025,Utah Valley,68.0,UC Santa Barbara,53.0
2114,12/13/2025,Northwestern,93.0,Jackson St,53.0
2115,12/13/2025,Seton Hall,81.0,Rutgers,59.0
2116,12/13/2025,Tennessee Tech,101.0,Bethel TN,69.0
2117,12/13/2025,Rice,77.0,Arkansas St,76.0
2118,12/13/2025,FL Atlantic,105.0,SUNY Albany,79.0
2119,12/13/2025,Arkansas,93.0,Texas Tech,86.0
2120,12/13/2025,Massachusetts,103.0,Florida St,95.0
2121,12/13/2025,Michigan St,76.0,Penn St,72.0
2122,12/13/2025,Michigan,101.0,Maryland,83.0
2123,12/13/2025,Nebraska,83.0,Illinois,80.0
2124,12/13/2025,Mississippi,71.0,Southern Miss,67.0
2125,12/13/2025,St Thomas MN,80.0,UNC Asheville,59.0
2126,12/13/2025,South Carolina,71.0,Citadel,55.0
2127,12/13/2025,Missouri KC,102.0,Spurgeon,75.0
2128,12/13/2025,CS Northridge,88.0,Delaware,66.0
2129,12/13/2025,Belmont,87.0,IL Chicago,84.0
2130,12/14/2025,Iowa,91.0,W Michigan,51.0
2131,12/14/2025,Texas A&M,112.0,Jacksonville,75.0
2132,12/14/2025,New Mexico,75.0,FGCU,59.0
2133,12/14/2025,Radford,107.0,Coppin St,77.0
2134,12/14/2025,Campbell,69.0,Ball St,64.0
2135,12/14/2025,Indiana St,70.0,WI Milwaukee,68.0
2136,12/14/2025,East Carolina,73.0,Buffalo,70.0
2137,12/14/2025,Col Charleston,74.0,Charlotte,67.0
2138,12/14/2025,Iowa St,78.0,E Illinois,53.0
2139,12/14/2025,Wake Forest,111.0,Queens NC,73.0
2140,12/14/2025,Virginia Tech,82.0,MD E Shore,53.0
2141,12/14/2025,PFW,81.0,Detroit,77.0
2142,12/14/2025,Chicago St,84.0,Loyola-Chicago,75.0
2143,12/14/2025,Temple,95.0,St Francis PA,67.0
2144,12/14/2025,Fairfield,73.0,Monmouth NJ,65.0
2145,12/14/2025,Youngstown St,103.0,Thiel,52.0
2146,12/14/2025,Idaho,109.0,Evergreen St,55.0
2147,12/14/2025,Portland,88.0,Kent,78.0
2148,12/14/2025,USC,68.0,Washington St,61.0
2149,12/14/2025,Boise St,68.0,St Mary's CA,67.0
2150,12/14/2025,Colorado St,104.0,N New Mexico,54.0
2151,12/14/2025,Cleveland St,96.0,Oakland City,52.0
2152,12/14/2025,Appalachian St,86.0,High Point,78.0
2153,12/14/2025,Missouri,82.0,Bethune-Cookman,60.0
2154,12/14/2025,SIUE,97.0,Eureka,54.0
2155,12/14/2025,Minnesota,89.0,TX Southern,53.0
2156,12/14/2025,Vermont,66.0,Merrimack,59.0
2157,12/14/2025,North Texas,58.0,South Alabama,57.0
2158,12/14/2025,Troy,86.0,UAB,85.0
2159,12/14/2025,SE Missouri St,88.0,St Xavier IL,65.0
2160,12/14/2025,TN Martin,96.0,Champion Bap,52.0
2161,12/14/2025,Bradley,86.0,N Central IL,53.0
2162,12/15/2025,Samford,106.0,Bryan,51.0
2163,12/15/2025,Florida A&M,93.0,Albany GA,77.0
2164,12/15/2025,WKU,102.0,Campbellsville,59.0
2165,12/15/2025,VCU,84.0,Niagara,58.0
2166,12/15/2025,TCU,69.0,Incarnate Word,65.0
2167,12/15/2025,East Texas A&M,70.0,SE Louisiana,69.0
2168,12/15/2025,Alabama A&M,68.0,North Alabama,60.0
2169,12/15/2025,McNeese St,78.0,Houston Chr,68.0
2170,12/15/2025,Wyoming,87.0,S Dakota St,72.0
2171,12/15/2025,Wofford,83.0,Gardner Webb,57.0
2172,12/15/2025,N Dakota St,101.0,MN Crookston,67.0
2173,12/15/2025,Stetson,95.0,Rhodes,76.0
2174,12/15/2025,Ark Pine Bluff,114.0,Ecclesia,64.0
2175,12/16/2025,Arizona,96.0,Abilene Chr,62.0
2176,12/16/2025,Arkansas,108.0,Queens NC,80.0
2177,12/16/2025,Bowling Green,76.0,Chicago St,55.0
2178,12/16/2025,BYU,93.0,Pacific,57.0
2179,12/16/2025,Clemson,68.0,South Carolina,61.0
2180,12/16/2025,Dayton,97.0,Florida St,69.0
2181,12/16/2025,Duke,97.0,Lipscomb,73.0
2182,12/16/2025,Georgia Tech,87.0,Marist,76.0
2183,12/16/2025,Dartmouth,89.0,Holy Cross,64.0
2184,12/16/2025,Kansas,73.0,Towson,49.0
2185,12/16/2025,UTRGV,83.0,Lamar,72.0
2186,12/16/2025,Miami FL,98.0,Florida Intl,81.0
2187,12/16/2025,Michigan St,92.0,Toledo,69.0
2188,12/16/2025,Mississippi St,87.0,LIU Brooklyn,83.0
2189,12/16/2025,Missouri St,63.0,Oral Roberts,62.0
2190,12/16/2025,Morehead St,78.0,Ark Little Rock,64.0
2191,12/16/2025,North Carolina,77.0,ETSU,58.0
2192,12/16/2025,Northwestern,86.0,Valparaiso,70.0
2193,12/16/2025,Rhode Island,62.0,Canisius,45.0
2194,12/16/2025,St John's,79.0,DePaul,66.0
