Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced
Iker Garmendia,Elon Phoenix,9,57.7,79.8,59.4,100.9,-21.1,-12.2
Yohan Traore,Butler Bulldogs,32,1028.9,98.9,1012.7,100.1,-1.2,-12.2
Tim Okojie,South Carolina State Bulldogs,30,461.8,86.4,478.3,89.1,-2.7,-12.3
Christian Gamble,Mercyhurst Lakers,32,1054.0,91.1,1099.2,92.2,-1.2,-12.3
Josiah Moseley,Texas Tech Red Raiders,14,285.7,98.0,300.1,102.3,-4.3,-12.3
Omer Hamama,Kent State Golden Flashes,19,231.5,97.2,234.2,102.5,-5.3,-12.3
Jayden Kelsey,Binghamton Bearcats,1,21.4,60.7,22.9,117.9,-57.2,-12.3
Luca Ace-Nasteski,Harvard Crimson,18,137.2,86.7,152.5,95.8,-9.1,-12.4
Tuburu Naivalurua,Oakland Golden Grizzlies,31,1679.6,101.6,1670.3,102.3,-0.7,-12.5
Christ Essandoko,South Carolina Gamecocks,21,247.0,85.4,233.1,90.5,-5.1,-12.6
Kayden Nation,Central Michigan Chippewas,7,70.6,86.4,72.9,104.3,-17.9,-12.6
Piotr Winkowski,San Diego Toreros,12,89.4,83.9,93.9,98.0,-14.1,-12.6
Tristan Beckford,South Florida Bulls,19,211.2,87.6,217.0,93.6,-6.0,-12.6
Will Harper III,Richmond Spiders,13,192.0,92.7,191.3,99.3,-6.6,-12.7
Nehikhare Igiehon,Houston Christian Huskies,17,258.1,91.5,269.7,96.4,-4.9,-12.7
Henri Adiassa,Lehigh Mountain Hawks,21,140.8,86.0,151.6,95.0,-9.0,-12.7
Anthony Arrington,Mount St. Mary'S Mountaineers,21,630.5,85.2,629.6,87.2,-2.0,-12.7
Ethan Brown,Colgate Raiders,14,162.3,99.8,167.1,107.7,-7.9,-12.8
Chane Bynum,Unc Greensboro Spartans,10,53.2,84.5,52.5,108.7,-24.1,-12.8
Taylor Thompson,North Florida Ospreys,11,51.2,86.0,55.0,111.0,-25.0,-12.8
Cyr Malonga,New Mexico State Aggies,20,307.3,84.3,322.1,88.5,-4.2,-12.9
Dylan Saunders,New Hampshire Wildcats,5,27.4,47.4,28.5,94.6,-47.2,-12.9
Kevin Kearney,Saint Joseph'S Hawks,9,58.0,93.1,58.1,115.4,-22.3,-12.9
Aidan Hadaway,Ohio Bobcats,30,1643.6,98.2,1622.4,99.0,-0.8,-13.0
Malik Rasul,Lafayette Leopards,6,34.2,87.7,32.6,125.8,-38.1,-13.0
Charles Bediako,Alabama Crimson Tide,5,192.6,101.8,196.3,108.5,-6.8,-13.0
DaJohn Craig,Coastal Carolina Chanticleers,31,601.0,93.0,603.0,95.2,-2.2,-13.0
Tyler Byrd,Alabama State Hornets,30,1170.4,90.7,1163.9,91.8,-1.1,-13.0
Quentin Heady,Bethune-Cookman Wildcats,31,1310.0,95.6,1321.4,96.6,-1.0,-13.0
Adetokunbo Bakare,Saint Peter'S Peacocks,24,414.4,90.5,434.7,93.6,-3.1,-13.0
Patrick Haigh,Mount St. Mary'S Mountaineers,18,278.9,77.5,293.4,82.1,-4.7,-13.0
Corbin Zentner,Cornell Big Red,22,444.5,99.9,449.2,102.8,-2.9,-13.1
Ian Imegwu,Cornell Big Red,12,91.0,103.3,88.4,117.7,-14.4,-13.1
RJ Greer,Davidson Wildcats,14,81.1,92.5,81.0,108.6,-16.1,-13.1
Dylan Veillette,Merrimack Warriors,33,397.3,86.1,393.8,89.4,-3.3,-13.1
Yaphet Moundi,San José State Spartans,12,530.9,97.0,529.8,99.5,-2.5,-13.1
Malek Robinson,Chicago State Cougars,31,640.7,87.6,773.4,89.6,-2.0,-13.1
Khaafiq Myers,Saint Joseph'S Hawks,32,783.1,90.5,785.1,92.2,-1.7,-13.1
Brayden Young,Loyola Chicago Ramblers,9,58.2,82.5,62.8,105.1,-22.5,-13.1
Jamyron Keller,Louisiana Ragin' Cajuns,2,90.2,82.1,90.0,96.7,-14.6,-13.2
Taj Glover,Sacramento State Hornets,26,569.2,99.4,588.6,101.8,-2.3,-13.2
Brenden Moss,Kent State Golden Flashes,12,105.2,84.6,99.8,97.2,-12.6,-13.3
Godswill Erheriene,Seton Hall Pirates,10,75.6,70.1,70.7,87.7,-17.6,-13.3
Josiah Shackleford,North Texas Mean Green,23,432.5,83.5,437.9,86.5,-3.1,-13.3
Gabe Hernandez,The Citadel Bulldogs,14,152.0,89.5,154.7,98.3,-8.8,-13.3
Lase Olalere,Charleston Southern Buccaneers,29,797.4,90.8,790.6,92.5,-1.7,-13.3
Kade Douglas,Tarleton State Texans,28,741.1,92.8,724.8,94.6,-1.8,-13.4
Montana Wheeler,Bradley Braves,33,1192.0,95.0,1175.0,96.2,-1.1,-13.4
JJ Kelly,Ohio Bobcats,29,1291.0,98.8,1294.5,99.8,-1.0,-13.4
Tarik Watson,Marist Red Foxes,10,189.1,85.2,182.1,92.2,-7.1,-13.4
Will Felton,North Carolina A&T Aggies,28,746.8,99.8,753.2,101.6,-1.8,-13.5
Ahmad Henderson II,Uic Flames,31,1091.0,91.1,1043.9,92.3,-1.2,-13.5
Javen Colbert,Troy Trojans,13,79.8,90.2,87.8,107.1,-16.9,-13.5
Parker Gerrits,Washington State Cougars,30,432.5,94.1,441.2,97.2,-3.1,-13.5
Shah Muhammad,Florida State Seminoles,10,134.1,82.8,135.6,92.9,-10.2,-13.6
Niko Bundalo,Ole Miss Rebels,6,25.2,79.4,25.4,134.0,-54.5,-13.7
Deshawn Jean-Charles,Chicago State Cougars,4,58.0,93.1,60.0,116.6,-23.6,-13.7
Saba Gigiberia,San Francisco Dons,26,242.4,89.5,254.3,95.2,-5.7,-13.7
Alec Squires,South Dakota State Jackrabbits,29,668.9,88.9,661.4,91.0,-2.1,-13.8
Jaden Henderson,Cal State Fullerton Titans,30,948.6,94.2,956.1,95.7,-1.5,-13.8
Baye Fall,Rutgers Scarlet Knights,9,73.5,76.1,77.7,95.2,-19.1,-14.0
Isaiah Campbell-Finch,Samford Bulldogs,27,1050.2,95.0,1036.8,96.4,-1.3,-14.0
Ryan Bolton Jr.,Prairie View A&M Panthers,11,80.3,83.4,78.3,100.9,-17.5,-14.0
Corleone Dandridge,Denver Pioneers,5,52.5,74.4,45.6,101.0,-26.6,-14.0
Jojo Anderson,Eastern Washington Eagles,32,1189.1,100.8,1182.2,102.0,-1.2,-14.0
Parker Robison,Chattanooga Mocs,23,338.6,91.5,359.4,95.7,-4.2,-14.1
Tayeshaun Smith,Western Carolina Catamounts,28,405.2,94.8,417.2,98.3,-3.5,-14.2
Latif Diouf,Chattanooga Mocs,4,81.7,79.6,78.3,97.0,-17.4,-14.2
Josiah Parker,Florida Atlantic Owls,30,1091.6,94.1,1118.6,95.4,-1.3,-14.2
Ethan Simmon,Stony Brook Seawolves,24,639.2,91.1,644.3,93.3,-2.2,-14.2
Jeremiah Nyarko,Sacramento State Hornets,4,25.4,55.1,28.7,111.5,-56.4,-14.3
Ryan Jones Jr.,Liberty Flames,22,131.0,90.9,137.6,101.8,-10.9,-14.3
Peter Kramer,Lehigh Mountain Hawks,33,1031.0,94.4,1048.5,95.8,-1.4,-14.3
Timoty van der Knaap,Bradley Braves,33,1199.7,94.8,1193.2,96.0,-1.2,-14.3
Luka Damjanac,Massachusetts Minutemen,29,487.7,97.8,505.1,100.8,-3.0,-14.4
Andrin Njock,App State Mountaineers,17,302.6,87.6,306.5,92.3,-4.8,-14.4
IJ Ezuma,Southern Miss Golden Eagles,7,89.2,82.9,91.7,99.2,-16.3,-14.5
Landon Seaman,Cal State Fullerton Titans,32,1224.8,94.7,1215.0,95.9,-1.2,-14.5
Afan Trnka,Ut Martin Skyhawks,25,828.1,86.7,958.7,88.5,-1.7,-14.5
Chase Cormier,Iona Gaels,32,454.6,88.0,463.9,91.2,-3.2,-14.5
Todd Brogna,Merrimack Warriors,34,1486.3,90.7,1473.8,91.7,-1.0,-14.5
Kanye Jones,South Carolina Upstate Spartans,20,238.3,86.8,249.7,92.9,-6.1,-14.5
Grady Lewis,Cal State Northridge Matadors,31,510.0,97.6,510.5,100.5,-2.9,-14.5
Mathok Majok,New Orleans Privateers,15,99.1,91.8,100.4,106.5,-14.8,-14.6
Maximus Gizzi,Minnesota Golden Gophers,4,25.9,53.9,25.4,110.3,-56.4,-14.6
Isaiah Washington,Northern Illinois Huskies,8,80.7,73.1,83.2,91.3,-18.2,-14.6
Manny Hill,Cleveland State Vikings,10,118.2,96.4,124.1,108.8,-12.4,-14.6
Jaylen Cross,Wake Forest Demon Deacons,9,73.6,84.2,75.0,104.0,-19.8,-14.6
Dominykas Butka,Campbell Fighting Camels,20,166.0,92.1,167.5,100.9,-8.8,-14.6
Al Amadou,Saint Joseph'S Hawks,6,44.8,73.7,43.3,106.2,-32.5,-14.6
Paddy D'Arcy,East Carolina Pirates,19,197.4,85.1,200.0,92.5,-7.4,-14.7
Demitri Gardner,East Carolina Pirates,18,822.3,95.8,818.5,97.6,-1.8,-14.7
Josh Ibukunoluwa,High Point Panthers,7,89.6,100.4,88.2,116.8,-16.4,-14.7
Fredy-Salam Sylla,Arkansas State Red Wolves,13,231.3,95.5,227.7,101.9,-6.4,-14.7
Cam Wallace,Temple Owls,17,160.5,96.6,173.1,105.7,-9.2,-14.7
JJ White,Baylor Bears,4,50.1,87.9,46.8,117.4,-29.5,-14.8
Veniamin Abosi,San Francisco Dons,23,639.3,94.9,663.2,97.3,-2.3,-14.8
Trey Thomas,Southern Indiana Screaming Eagles,3,124.8,83.4,125.0,95.2,-11.9,-14.8
Xavier Shegog,West Georgia Wolves,29,347.6,88.6,376.8,92.9,-4.3,-14.9
Julen Iturbe,American University Eagles,30,1271.0,94.1,1238.5,95.3,-1.2,-14.9
Yuval Levin,Purdue Fort Wayne Mastodons,29,432.0,91.2,428.8,94.7,-3.5,-15.0
Ryder Elisaldez,Uc San Diego Tritons,6,36.9,81.4,33.6,122.0,-40.6,-15.0
Pasha Goodarzi,San José State Spartans,19,766.9,107.8,774.1,109.8,-2.0,-15.1
Terren Frank,Campbell Fighting Camels,6,80.8,95.3,80.7,114.0,-18.7,-15.1
Owen Freeman,Creighton Bluejays,26,489.6,90.3,509.8,93.4,-3.1,-15.1
Josh Akpovwa,Texas Southern Tigers,20,278.2,82.0,275.7,87.4,-5.4,-15.1
Josh Dix,Creighton Bluejays,34,1809.6,93.8,1841.3,94.6,-0.8,-15.1
Cameron Johnson,Mercyhurst Lakers,31,569.7,87.8,572.8,90.4,-2.7,-15.2
B.J. Davis-Ray,Smu Mustangs,31,334.0,98.2,339.6,102.8,-4.6,-15.2
Isaiah Henry,Queens University Royals,23,269.0,92.6,270.8,98.2,-5.7,-15.2
Dimitri Clerc,Massachusetts Minutemen,25,399.6,88.3,392.8,92.2,-3.8,-15.2
Mazi Mosley,Lsu Tigers,14,148.8,88.7,153.8,98.9,-10.2,-15.2
Cahmai Crosby,North Texas Mean Green,31,426.4,84.9,431.7,88.5,-3.6,-15.3
Dominick Harris,Loyola Chicago Ramblers,7,76.1,82.8,67.1,102.9,-20.1,-15.3
Valentino Simon,Omaha Mavericks,25,515.1,96.9,540.8,99.8,-3.0,-15.3
Folabomi Fayemi,Lafayette Leopards,12,112.1,91.9,111.7,105.7,-13.8,-15.4
Aidan Losiewicz,New Haven Chargers,17,199.0,85.4,200.8,93.2,-7.7,-15.4
Walter Brown,Unlv Rebels,33,1028.8,99.2,1066.0,100.7,-1.5,-15.5
Alex Crawford,Rhode Island Rams,32,974.8,88.3,978.6,89.9,-1.6,-15.5
Brock Vice,Murray State Racers,27,216.9,92.7,228.4,99.8,-7.2,-15.5
Chase Rawlins,Uc Davis Aggies,12,88.5,71.2,98.1,88.7,-17.5,-15.5
Christian Brown,James Madison Dukes,32,681.6,94.0,698.8,96.3,-2.3,-15.5
Chid Ekwommadu,Fairleigh Dickinson Knights,2,22.4,62.6,21.9,132.4,-69.9,-15.6
Edwin Daniel,La Salle Explorers,30,697.1,88.2,685.5,90.5,-2.2,-15.6
Anthony Martinez,Monmouth Hawks,24,250.8,86.9,256.6,93.2,-6.2,-15.6
Jaden Brownell,Usc Trojans,29,546.0,94.9,552.5,97.7,-2.9,-15.6
Lucius Gibson-Savadel,Sacred Heart Pioneers,12,150.6,81.0,153.2,91.4,-10.3,-15.6
Brewer Carruth,Southern Miss Golden Eagles,27,494.9,90.1,514.5,93.3,-3.2,-15.7
Grant Polk,South Carolina Gamecocks,29,590.8,95.3,588.0,98.0,-2.7,-15.7
Devean Williams,Rider Broncs,7,113.8,77.3,111.9,91.1,-13.8,-15.7
Jackson Mayo,Army Black Knights,11,85.7,70.1,77.9,88.5,-18.5,-15.8
Alex Huguet Carrasco,Ul Monroe Warhawks,11,116.2,80.9,121.7,94.5,-13.6,-15.8
Max Majerle,North Dakota State Bison,11,88.5,85.8,89.7,103.7,-17.8,-15.8
Cavin Holden,Montana State Bobcats,6,280.6,92.7,288.9,98.3,-5.6,-15.8
Dontrell Hewlett,Green Bay Phoenix,3,41.7,83.9,43.5,121.8,-37.9,-15.8
Michael Eley,Hampton Pirates,22,694.5,98.3,698.6,100.6,-2.3,-15.9
Robert Cowherd,Southern Miss Golden Eagles,6,51.3,74.1,55.2,105.1,-31.0,-15.9
Damion Porter Jr.,Tarleton State Texans,9,121.2,80.9,133.0,94.0,-13.1,-15.9
Olavi Suutela,Oregon State Beavers,33,944.4,92.4,916.8,94.1,-1.7,-16.0
Brett Rumpel,Manhattan Jaspers,3,29.2,72.0,32.3,126.8,-54.9,-16.0
Chandler Jackson,Milwaukee Panthers,22,882.5,99.8,871.7,101.6,-1.8,-16.0
Anthony Doppler,North Dakota Fighting Hawks,2,24.9,56.2,27.4,120.3,-64.1,-16.0
Emmanuel Callas,San Diego Toreros,15,172.2,84.8,173.2,94.1,-9.3,-16.1
Caleb Hollenbeck,Marshall Thundering Herd,31,914.1,97.9,926.0,99.7,-1.8,-16.1
Cooper Schwieger,Wake Forest Demon Deacons,34,1150.9,94.8,1167.5,96.2,-1.4,-16.1
Bryce Ford,Arizona State Sun Devils,27,943.7,94.4,990.4,96.1,-1.7,-16.1
Moustapha Loum,Northwestern State Demons,18,298.4,90.5,318.2,95.9,-5.4,-16.1
Ibrahima Traore,Utah Utes,9,87.1,106.8,83.8,125.3,-18.5,-16.1
Melo Baines,Norfolk State Spartans,25,365.3,101.0,396.6,105.4,-4.4,-16.1
Emmitt Byther,Maine Black Bears,6,18.0,33.3,20.4,122.7,-89.4,-16.1
Chance Gladden,Boston University Terriers,32,1678.2,97.8,1685.2,98.8,-1.0,-16.2
Torey Alston,Middle Tennessee Blue Raiders,29,1382.6,93.4,1373.9,94.5,-1.2,-16.2
Max Ndlovu-Fraser,Long Island University Sharks,5,80.2,91.0,84.5,111.2,-20.2,-16.2
Kristupas Kepežinskas,Rider Broncs,17,219.0,84.0,214.5,91.4,-7.4,-16.2
Elijah Strong,South Carolina Gamecocks,32,860.9,98.5,856.6,100.4,-1.9,-16.3
Kael Robinson,Northern Kentucky Norse,28,1271.7,95.4,1252.7,96.7,-1.3,-16.3
Dutch Dowdell,Harvard Crimson,10,57.8,83.1,61.0,111.4,-28.3,-16.4
Simeon Murchison,Milwaukee Panthers,12,101.8,93.3,106.0,109.4,-16.1,-16.4
Josh Reed,Drexel Dragons,32,912.0,90.5,936.5,92.3,-1.8,-16.4
Tyler Simon,Incarnate Word Cardinals,3,30.8,45.5,29.3,99.1,-53.6,-16.5
Noah Batchelor,Buffalo Bulls,30,1498.2,99.7,1504.6,100.8,-1.1,-16.5
Aidan Haskins,Hampton Pirates,28,416.0,87.3,412.2,91.2,-4.0,-16.5
EJ Spillman,Uc Riverside Highlanders,8,26.3,68.4,23.6,131.1,-62.7,-16.5
Kye Dickson,Ut Rio Grande Valley Vaqueros,5,161.2,89.4,163.7,99.6,-10.2,-16.5
JT Elder,Eastern Illinois Panthers,1,24.9,48.1,25.3,114.5,-66.4,-16.6
Quin Berger,Bucknell Bison,30,780.2,89.2,795.9,91.3,-2.1,-16.7
Makhan Diouf,Fresno State Bulldogs,14,83.0,71.1,84.4,91.2,-20.2,-16.7
Kernan Bundy,Kansas City Roos,6,137.6,74.1,133.2,86.3,-12.2,-16.8
Justin Johnson,Western Carolina Catamounts,28,667.4,97.4,674.7,99.9,-2.5,-16.8
Daniel James,Central Connecticut Blue Devils,26,508.7,93.8,517.1,97.1,-3.3,-16.8
Kany Tchanda,Boston College Eagles,4,21.9,54.7,21.3,131.3,-76.6,-16.8
Trevor Best,Arizona State Sun Devils,16,172.9,89.6,183.2,99.4,-9.7,-16.8
Landon Vanderwarker,Kent State Golden Flashes,8,48.1,81.1,48.2,116.2,-35.1,-16.9
Ned Hull,Elon Phoenix,30,850.7,94.4,860.2,96.4,-2.0,-16.9
AC Bryant,Jacksonville State Gamecocks,28,1295.7,91.3,1300.2,92.6,-1.3,-16.9
Huascar Cuevas,Wagner Seahawks,3,112.4,91.7,128.3,106.8,-15.1,-16.9
Trey Weiand,Saint Francis Red Wolves,8,49.2,75.2,52.1,109.5,-34.3,-16.9
Chase Dawson,Morehead State Eagles,30,1263.1,96.7,1248.9,98.0,-1.3,-17.0
Abdulai Fanta Kabba,Western Carolina Catamounts,27,755.1,91.6,758.3,93.9,-2.3,-17.0
Jeremy Dent-Smith,Stanford Cardinal,33,1092.0,95.2,1105.4,96.8,-1.6,-17.0
Mihailo Boškovic,Byu Cougars,11,287.2,98.2,319.9,104.1,-5.9,-17.0
Kevin Alabi,Alabama State Hornets,4,42.6,79.7,40.1,119.6,-39.9,-17.0
Logan Imes,Notre Dame Fighting Irish,31,1008.7,94.3,1035.7,96.0,-1.7,-17.1
Seth Joba,Idaho Vandals,33,911.0,91.7,917.3,93.5,-1.9,-17.1
Joe Manning,Southern Jaguars,27,505.1,93.8,499.9,97.2,-3.4,-17.1
James Dent Jr.,Middle Tennessee Blue Raiders,18,261.4,87.2,273.0,93.8,-6.6,-17.1
Andrew Alia,Drake Bulldogs,31,1623.4,93.9,1602.1,95.0,-1.1,-17.2
Jaylon McDaniel,Lindenwood Lions,2,26.8,52.2,29.2,116.3,-64.1,-17.2
Ryan Sullivan,Harvard Crimson,18,186.0,80.1,186.9,89.4,-9.3,-17.2
Karson Ouse,North Dakota Fighting Hawks,9,73.2,73.7,73.0,97.3,-23.5,-17.2
William Batchelder,Stonehill Skyhawks,2,108.4,74.7,108.1,90.7,-16.0,-17.3
Eric Morgan Jr.,Saint Peter'S Peacocks,25,427.7,93.8,431.5,97.8,-4.0,-17.3
Donovan Brown,Massachusetts Minutemen,14,130.8,82.6,134.7,95.8,-13.2,-17.3
Luke Paragon,Brown Bears,24,642.0,93.9,605.3,96.7,-2.7,-17.4
Rob Lee Jr.,Lamar Cardinals,29,1295.6,91.9,1315.6,93.3,-1.3,-17.4
Yacine Toumi,Hawai'I Rainbow Warriors,28,409.2,86.0,432.0,90.3,-4.3,-17.5
Chase McKey,Western Carolina Catamounts,3,38.9,51.5,41.4,96.6,-45.1,-17.5
Gevonte Ware,Rutgers Scarlet Knights,6,43.6,68.7,43.2,108.7,-40.0,-17.5
Bencao Vungo,Jacksonville State Gamecocks,5,103.5,67.6,105.3,84.5,-16.9,-17.5
Kyle Edison,Se Louisiana Lions,24,383.1,87.2,417.5,91.7,-4.6,-17.5
Khalil Arnold,North Carolina Central Eagles,7,66.9,82.2,72.7,108.6,-26.4,-17.6
BJ Ward,Southeast Missouri State Redhawks,30,1526.1,93.7,1505.4,94.9,-1.2,-17.6
Wyatt DeGraaf,Brown Bears,11,135.8,78.0,144.9,91.1,-13.0,-17.7
Emanuel Richards,Longwood Lancers,29,1279.6,94.8,1289.3,96.2,-1.4,-17.7
Ryan Mela,Providence Friars,33,1434.3,97.7,1468.9,99.0,-1.2,-17.7
Lionel Bell,Southern Jaguars,14,82.9,66.4,79.8,87.7,-21.3,-17.7
Arden Conyers,Charlotte 49Ers,30,940.0,96.5,951.3,98.4,-1.9,-17.8
Sam Walters,Smu Mustangs,24,372.0,91.9,376.2,96.7,-4.8,-17.9
Jae Slack,North Carolina Central Eagles,23,884.0,97.3,881.1,99.3,-2.0,-17.9
Churchill Abass,New Orleans Privateers,33,1084.7,93.1,1114.4,94.8,-1.6,-17.9
Dayon Polk,Army Black Knights,9,92.4,85.5,100.9,105.0,-19.5,-18.0
Tobi Lawal,Virginia Tech Hokies,23,1081.8,95.9,1084.8,97.5,-1.7,-18.0
Leland Coleman,Columbia Lions,8,47.2,67.8,51.0,105.9,-38.2,-18.0
Tyler Powell,Eastern Washington Eagles,32,872.5,98.8,861.4,100.9,-2.1,-18.1
Alex Engro,Army Black Knights,23,195.8,81.7,191.3,91.0,-9.3,-18.1
Angok Anyang,Alabama A&M Bulldogs,22,254.0,90.9,250.8,98.1,-7.1,-18.1
Sean Pouedet,Dayton Flyers,12,109.9,81.0,111.9,97.4,-16.4,-18.1
Vladimir Sudar,Pepperdine Waves,11,43.3,71.6,53.6,113.8,-42.2,-18.2
Jao Ituka,Northern Illinois Huskies,13,303.5,87.3,290.5,93.3,-6.0,-18.2
Ben Ezeagu,Southern Indiana Screaming Eagles,11,167.9,84.6,172.9,95.4,-10.9,-18.2
Blake Harper,Creighton Bluejays,34,1000.5,94.7,1004.4,96.5,-1.8,-18.2
Keitenn Bristow,Alabama Crimson Tide,10,237.1,89.0,241.1,96.7,-7.7,-18.2
Jimel Lane,Grambling Tigers,25,887.9,90.2,887.6,92.3,-2.1,-18.3
Drew McKenna,Old Dominion Monarchs,24,439.2,90.8,458.9,95.0,-4.2,-18.3
Taylor Bol Bowen,Alabama Crimson Tide,30,1030.1,98.0,1047.8,99.8,-1.8,-18.3
Carmelo Pacheco,Ucf Knights,31,791.6,96.5,779.1,98.8,-2.3,-18.3
Seryee Lewis,Prairie View A&M Panthers,3,16.9,29.5,17.4,137.7,-108.2,-18.3
Kaden Fuhrmann,Mercyhurst Lakers,31,557.6,89.7,563.7,93.0,-3.3,-18.3
Elijah Elliott,Ohio Bobcats,11,408.1,92.1,420.0,96.7,-4.5,-18.5
Anthony Roy,Oklahoma State Cowboys,31,1569.4,95.7,1540.0,96.9,-1.2,-18.5
Denzel Hines,Uc Riverside Highlanders,5,78.1,79.4,80.5,103.1,-23.7,-18.6
Trae Taylor,Montana Grizzlies,26,345.8,83.3,347.4,88.7,-5.4,-18.6
Maruan Cicic,Green Bay Phoenix,18,312.6,98.2,319.7,104.2,-5.9,-18.6
Javon Jackson,Murray State Racers,32,1429.8,98.1,1428.2,99.4,-1.3,-18.6
Gio Sanford,Bryant Bulldogs,16,263.8,88.3,271.5,95.4,-7.1,-18.7
Dailon Minor,Bethune-Cookman Wildcats,3,34.1,87.9,31.4,143.1,-55.2,-18.8
Gabe Spinelli,Central Connecticut Blue Devils,9,211.9,85.4,216.2,94.3,-8.9,-18.9
Eric Chatfield Jr.,Georgia Tech Yellow Jackets,13,273.8,92.8,265.9,99.7,-6.9,-18.9
Angelo Brizzi,Buffalo Bulls,30,1484.2,98.8,1481.3,100.0,-1.3,-18.9
Isaiah Carr,Drake Bulldogs,30,569.3,91.0,564.1,94.3,-3.3,-18.9
Braylan Ritvo,Quinnipiac Bobcats,8,74.5,67.2,68.1,92.5,-25.4,-18.9
Kevin Anthony,Lindenwood Lions,15,129.7,77.9,137.3,92.5,-14.6,-19.0
Dellquan Warren,Mississippi State Bulldogs,16,194.7,85.8,190.5,95.6,-9.8,-19.1
Solomon Callaghan,Wright State Raiders,32,1484.9,99.3,1473.8,100.6,-1.3,-19.1
B.B. Knight,Lamar Cardinals,19,244.8,83.7,264.3,91.6,-7.8,-19.2
Brady Loughlin,Brown Bears,11,313.8,85.7,319.0,91.9,-6.1,-19.2
Monty Bowser,California Baptist Lancers,11,128.2,74.9,135.8,89.8,-15.0,-19.2
Money Williams,Montana Grizzlies,30,1657.5,94.8,1632.3,96.0,-1.2,-19.2
Achille Lonati,St. Bonaventure Bonnies,28,338.3,99.9,357.0,105.6,-5.7,-19.2
NaVaughn Long,Portland Pilots,10,170.0,90.0,172.8,101.3,-11.3,-19.2
Dietrich Richardson,Bradley Braves,15,169.6,88.4,164.3,99.8,-11.4,-19.3
Tristan Burth,New Haven Chargers,17,144.2,85.3,149.0,98.7,-13.4,-19.3
Ashton Reynolds,Central Connecticut Blue Devils,20,312.6,101.7,310.5,107.9,-6.2,-19.3
Paul Lewis,James Madison Dukes,13,245.9,89.1,240.5,96.9,-7.8,-19.3
KJ Swain Jr.,Saint Francis Red Wolves,9,70.2,89.7,68.3,117.1,-27.4,-19.3
Jess Esso Essis,Cal Poly Mustangs,7,233.7,89.9,234.3,98.2,-8.3,-19.4
Devan Cambridge,Ucf Knights,33,945.4,96.8,938.9,98.8,-2.1,-19.4
Ethan Croley,Nevada Wolf Pack,14,121.9,91.1,119.6,107.0,-15.9,-19.4
James O'Donnell,Portland Pilots,32,1161.1,90.9,1192.0,92.6,-1.7,-19.4
Raevon Thomas,Jackson State Tigers,25,741.4,92.0,747.2,94.6,-2.6,-19.5
Omar Adegbola,Northwestern State Demons,18,364.6,89.4,371.5,94.8,-5.3,-19.5
Jaxon Ellingsworth,Arkansas State Red Wolves,30,1179.8,97.5,1165.2,99.1,-1.7,-19.5
Legend Smiley,San Francisco Dons,32,1094.5,94.5,1107.5,96.3,-1.8,-19.5
Andrija Jelavic,Kentucky Wildcats,20,637.7,95.2,628.0,98.2,-3.1,-19.5
Steven Solano,Saint Joseph'S Hawks,7,48.3,76.6,46.2,116.9,-40.4,-19.5
Davion Bradford,Tulane Green Wave,10,64.5,76.0,63.9,106.4,-30.3,-19.6
Max Langenfeld,Florida Atlantic Owls,14,127.7,83.8,126.1,99.1,-15.4,-19.6
Kaleb Smith,Grand Canyon Lopes,22,249.8,88.9,253.3,96.7,-7.9,-19.6
Quincy Ballard,Mississippi State Bulldogs,31,1050.9,95.7,1048.2,97.6,-1.9,-19.7
Eli DeLaurier,East Carolina Pirates,22,583.3,88.6,565.0,92.0,-3.4,-19.8
KJ Cochran,Santa Clara Broncos,34,648.8,95.3,643.9,98.3,-3.0,-19.8
Ty Price,Ut Martin Skyhawks,11,56.7,61.7,70.4,96.7,-34.9,-19.8
Gregory Lawson II,Eastern Michigan Eagles,25,740.0,90.0,742.4,92.7,-2.7,-19.8
Learic Davis,South Carolina Upstate Spartans,25,916.6,90.1,898.3,92.3,-2.2,-19.9
Chris Jones,Georgia State Panthers,17,182.4,86.1,184.5,97.0,-10.9,-19.9
Madiba Owona,Utah Tech Trailblazers,12,526.3,95.9,526.3,99.7,-3.8,-20.0
Tye Dorset,Merrimack Warriors,34,1886.8,92.3,1866.4,93.3,-1.1,-20.0
Nic Codie,Texas Longhorns,23,563.4,104.5,562.4,108.1,-3.6,-20.0
Adrien Stevens,Marquette Golden Eagles,32,1392.6,92.5,1380.9,93.9,-1.4,-20.0
Johnny Radford,Eastern Washington Eagles,32,1043.0,98.5,1005.1,100.4,-1.9,-20.0
Etienne Strothers,Hampton Pirates,30,907.4,94.1,909.4,96.3,-2.2,-20.1
J.R. Konieczny,Florida Gulf Coast Eagles,28,1581.9,93.6,1559.6,94.9,-1.3,-20.2
Win Miller,Belmont Bruins,25,392.4,90.7,370.4,95.8,-5.1,-20.2
EJ Paymon,Southern Miss Golden Eagles,10,45.9,82.9,41.8,126.9,-44.0,-20.2
Andrew Austin,Eastern Illinois Panthers,21,308.6,84.9,330.3,91.4,-6.5,-20.2
Rieco Hellams,Old Dominion Monarchs,11,33.3,72.1,31.6,132.7,-60.6,-20.2
Aaron Jacob,Oral Roberts Golden Eagles,11,59.7,88.8,57.1,122.5,-33.8,-20.2
