Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced
Joey Hart,Ball State Cardinals,4,133.7,90.5,128.0,94.5,-4.0,-5.4
Michael Rataj,Baylor Bears,33,1186.8,99.8,1185.3,100.2,-0.5,-5.5
Iaroslav Niagu,Jacksonville State Gamecocks,29,923.4,88.2,943.1,88.7,-0.6,-5.5
Michael Sulaka,Western Michigan Broncos,21,383.4,97.0,385.8,98.5,-1.5,-5.6
Joey Chammaa,Arkansas State Red Wolves,20,600.5,92.9,602.0,93.9,-0.9,-5.6
Nevin Ibroci,Binghamton Bearcats,5,24.3,111.0,26.1,134.0,-23.0,-5.6
Steven Tipton,Western Illinois Leathernecks,4,14.0,71.4,13.4,111.7,-40.3,-5.6
Breon Barnett,Morgan State Bears,7,9.9,71.1,9.4,128.0,-56.9,-5.6
Mambourou Mara,Houston Christian Huskies,29,853.7,88.0,916.2,88.6,-0.7,-5.6
Daniel Marcellinus,Campbell Fighting Camels,2,11.4,61.5,9.9,111.1,-49.6,-5.6
Amire Robinson,Nevada Wolf Pack,36,514.1,89.5,515.6,90.6,-1.1,-5.6
Justin Pippen,California Golden Bears,31,1609.0,93.4,1599.8,93.8,-0.3,-5.6
Boston Harker,Utah Tech Trailblazers,4,28.4,73.9,27.7,93.9,-20.0,-5.7
Marcus Hall,Green Bay Phoenix,29,1536.3,102.4,1559.9,102.8,-0.4,-5.7
Roman Domon,Murray State Racers,32,1350.9,99.4,1362.2,99.8,-0.4,-5.7
Caleb McCarty,Cal State Bakersfield Roadrunners,5,75.8,91.1,82.0,98.7,-7.7,-5.8
TJ Grant,Mercer Bears,2,13.3,97.6,14.9,141.4,-43.9,-5.8
Ricky McKenzie,Marist Red Foxes,7,67.8,81.2,68.0,89.7,-8.5,-5.8
Kamryn Thomas,Omaha Mavericks,25,868.9,95.6,881.6,96.3,-0.7,-5.8
Ryder Cheesman,Missouri State Bears,1,3.0,0.0,3.5,201.4,-201.4,-5.9
Jason Fontenet II,Uc Santa Barbara Gauchos,4,185.6,96.4,179.7,99.6,-3.2,-5.9
Sam Imade,Air Force Falcons,3,14.5,76.0,15.4,117.1,-41.1,-5.9
Jordan Hamilton,Texas Southern Tigers,1,12.8,62.3,13.9,107.9,-45.7,-5.9
KJ Garris,Cal State Fullerton Titans,28,753.7,94.5,755.9,95.2,-0.8,-5.9
Nico Ashley,Central Connecticut Blue Devils,16,250.6,90.2,259.4,92.5,-2.4,-5.9
Mookie Cook,San Francisco Dons,24,801.5,94.7,811.0,95.4,-0.7,-5.9
Iwo Baganc,Siu Edwardsville Cougars,2,3.0,0.0,2.0,200.0,-200.0,-6.0
Tallis Toure,Stanford Cardinal,2,9.9,60.3,9.9,120.6,-60.3,-6.0
Tank Washington,North Alabama Lions,7,111.0,86.5,113.2,91.9,-5.4,-6.0
Efe Vatan,Oregon Ducks,3,11.9,59.1,10.9,110.1,-51.0,-6.0
Jayce Depron,Southern Jaguars,3,13.9,100.4,15.3,143.6,-43.2,-6.0
Kelson Gebbers,Portland Pilots,9,77.3,81.5,77.3,89.3,-7.8,-6.0
Jeremiah Johnson,Howard Bison,11,134.8,86.1,139.0,90.6,-4.6,-6.1
Eddrin Bronson,Furman Paladins,31,959.7,93.1,973.4,93.7,-0.6,-6.1
Rick Issanza,Loyola Marymount Lions,29,750.7,87.1,771.1,87.9,-0.8,-6.1
Nate Deer,Oakland Golden Grizzlies,9,31.1,77.1,37.3,96.6,-19.5,-6.1
Roderick Coffee III,Grambling Tigers,29,1680.6,88.8,1672.6,89.2,-0.4,-6.1
William Whorton,Memphis Tigers,19,286.4,86.9,280.7,89.1,-2.1,-6.1
Ewan Steele,Idaho Vandals,8,60.8,90.5,59.7,100.5,-10.0,-6.1
Peter Oduro,Hampton Pirates,21,158.8,85.0,158.6,88.9,-3.9,-6.2
Cooper Jackson,Navy Midshipmen,6,27.4,87.7,27.2,110.4,-22.7,-6.2
Jaden Alexander,Cal State Bakersfield Roadrunners,18,592.1,96.9,574.6,98.0,-1.1,-6.2
Toyaz Solomon,Unc Asheville Bulldogs,29,1596.4,95.1,1614.0,95.5,-0.4,-6.2
Ivan Njegovan,Ohio State Buckeyes,29,488.1,93.0,503.7,94.3,-1.3,-6.3
Brandon Hall,Duquesne Dukes,26,752.1,94.1,743.4,95.0,-0.8,-6.3
Michael Rogan,Fairfield Stags,10,162.2,92.4,165.0,96.4,-3.9,-6.4
Trey Simpson,Kennesaw State Owls,32,1442.2,96.4,1452.2,96.8,-0.4,-6.4
Ahjany Lee,Houston Christian Huskies,15,98.2,85.6,104.2,92.1,-6.5,-6.4
Kirill Elatontsev,Oklahoma Sooners,23,514.0,101.8,518.4,103.0,-1.3,-6.4
Jacob Wilson,Morehead State Eagles,2,20.9,47.8,21.7,78.3,-30.5,-6.4
Tyler Betsey,Syracuse Orange,31,851.3,96.7,849.8,97.4,-0.8,-6.5
Drew Kania,Brown Bears,5,45.6,72.4,42.8,86.5,-14.2,-6.5
Jace Whiting,Weber State Wildcats,18,942.6,97.5,991.0,98.2,-0.7,-6.5
Jac Mani,Fresno State Bulldogs,25,476.8,90.2,461.0,91.5,-1.4,-6.5
Jhei-R Jones,William & Mary Tribe,22,723.7,93.8,731.6,94.7,-0.9,-6.5
Kam Clark,Queens University Royals,22,252.3,93.2,263.2,95.8,-2.6,-6.6
Isaac Munkadi,Fairfield Stags,33,450.5,88.6,455.5,90.0,-1.5,-6.6
Jordi Rodriguez,Cincinnati Bearcats,12,170.5,73.3,161.8,77.3,-3.9,-6.7
Pasha Shemirani,Pepperdine Waves,7,20.4,58.8,20.8,91.6,-32.8,-6.7
Matt McCarthy,Florida Gulf Coast Eagles,6,24.4,86.2,27.3,113.7,-27.5,-6.7
Max Green,Northwestern Wildcats,22,508.3,98.0,497.5,99.3,-1.3,-6.7
BJ Powell,Howard Bison,9,26.5,79.1,30.7,104.2,-25.1,-6.7
Jeremiah Talton,Lindenwood Lions,8,152.3,81.4,160.7,85.8,-4.4,-6.7
Mujahiid Burton,North Carolina A&T Aggies,18,490.5,101.9,492.8,103.3,-1.4,-6.7
Mobi Ikegwuruka,Kansas State Wildcats,10,220.9,93.7,223.1,96.8,-3.1,-6.8
Demarion Burch,Bradley Braves,25,954.4,93.0,946.0,93.8,-0.7,-6.8
ND Okafor,Washington State Cougars,31,1180.6,94.8,1171.4,95.4,-0.6,-6.8
Mekai Johnson,Saint Joseph'S Hawks,10,59.2,70.9,55.8,82.4,-11.5,-6.8
Ayden Evans,Ohio Bobcats,8,91.3,94.2,89.6,101.6,-7.4,-6.8
Tyler McKinley,Cincinnati Bearcats,25,514.1,87.7,519.8,89.1,-1.4,-6.9
Nasir Meyer,Wyoming Cowboys,30,1315.1,99.3,1319.3,99.8,-0.5,-6.9
Isaac Carr,Wake Forest Demon Deacons,20,411.0,95.6,421.3,97.3,-1.7,-6.9
Ron Zipper,Lsu Tigers,4,27.3,62.2,29.8,87.4,-25.2,-6.9
Vladimir Pavlovic,Mercyhurst Lakers,3,15.8,25.2,17.4,69.1,-43.8,-6.9
Eric Holland,Kennesaw State Owls,2,4.0,25.3,4.0,202.5,-177.2,-7.0
Fawaz Ifaola,Colorado Buffaloes,19,236.9,94.1,241.0,97.1,-3.0,-7.0
Will Jeffress,Louisiana Tech Bulldogs,8,165.2,77.5,166.4,81.7,-4.2,-7.0
Mason Shrout,Purdue Fort Wayne Mastodons,9,31.3,79.9,29.3,102.3,-22.4,-7.0
Zane Nelson,Denver Pioneers,29,1232.0,103.2,1242.7,103.7,-0.6,-7.0
Mason Matthews,Memphis Tigers,2,9.5,73.9,9.4,148.5,-74.7,-7.1
Emmanuel Clarton,Troy Trojans,7,10.3,67.8,16.1,136.4,-68.6,-7.1
Jason Nelson,Youngstown State Penguins,29,1225.1,95.3,1220.8,95.8,-0.6,-7.1
Tajae Jones,Siena Saints,3,23.3,77.3,22.2,108.0,-30.7,-7.1
Kyle Carlesimo,Colgate Raiders,31,1228.4,97.4,1233.3,97.9,-0.6,-7.2
Kase Wynott,Washington State Cougars,4,64.1,84.2,65.0,95.4,-11.2,-7.2
Dragos Lungu,Ut Martin Skyhawks,5,209.7,90.6,224.3,94.1,-3.4,-7.2
Hank Alvey,Lehigh Mountain Hawks,33,1660.0,96.4,1633.0,96.9,-0.4,-7.2
Melakih Cunningham,Missouri State Bears,21,398.2,95.9,393.9,97.7,-1.8,-7.2
Courtney Anderson Jr.,Montana Grizzlies,8,140.1,92.8,139.9,97.9,-5.2,-7.2
Wilson Jacques,Fresno State Bulldogs,31,1417.8,93.7,1415.4,94.3,-0.5,-7.3
Ashton Smith,South Dakota Coyotes,6,43.1,97.5,43.6,114.5,-17.0,-7.3
Isaiah Elohim,Florida Atlantic Owls,30,1460.4,92.5,1461.1,93.0,-0.5,-7.3
Cyril Franklin Jr.,Uc Davis Aggies,16,165.4,99.7,173.7,104.2,-4.5,-7.4
Jaylen Stinson,Merrimack Warriors,22,172.3,85.3,171.9,89.6,-4.3,-7.4
Zachiah Clark,Uc Santa Barbara Gauchos,14,162.4,94.2,172.1,98.8,-4.6,-7.5
Cash McSweeney,Princeton Tigers,9,61.6,81.2,60.0,93.4,-12.2,-7.5
Matija Žužic,West Georgia Wolves,6,258.0,100.4,271.9,103.3,-2.9,-7.6
Bautista Giralt,Ualbany Great Danes,5,15.0,53.3,15.4,104.1,-50.7,-7.6
Garrett Brennan,Loyola Maryland Greyhounds,7,34.8,77.6,36.2,99.5,-21.9,-7.6
Justin Archer,La Salle Explorers,11,351.9,94.3,331.6,96.5,-2.1,-7.6
Tyeree Bryan,Texas Tech Red Raiders,33,919.4,95.7,923.0,96.5,-0.8,-7.6
Matas Buteliauskas,Buffalo Bulls,6,48.4,84.8,53.8,100.5,-15.7,-7.6
Corentin Efono,Siu Edwardsville Cougars,15,200.5,82.3,204.3,86.1,-3.8,-7.7
Deangelo Elisee,Purdue Fort Wayne Mastodons,29,644.1,92.4,639.1,93.6,-1.2,-7.7
Tyler Garrett,Dartmouth Big Green,3,20.4,93.3,17.5,131.6,-38.4,-7.8
Titas Sargiunas,Lipscomb Bisons,30,1163.1,93.2,1160.1,93.9,-0.7,-7.8
Collins Onyejiaka,Alabama Crimson Tide,2,8.0,50.3,10.8,148.1,-97.8,-7.8
Xander Alarie,Northeastern Huskies,11,516.8,95.8,515.0,97.3,-1.5,-7.8
Jordan Pickett,Siu Edwardsville Cougars,28,877.1,89.2,874.0,90.1,-0.9,-7.8
Jafeth Martinez,South Carolina Upstate Spartans,28,879.7,89.0,864.4,89.9,-0.9,-7.8
Chancellor White,Northern Colorado Bears,2,13.9,78.9,13.4,134.6,-55.7,-7.8
Kyle Pulliam,William & Mary Tribe,28,1233.3,95.0,1197.9,95.6,-0.6,-7.9
Tibor Mirtic,Penn State Nittany Lions,15,320.1,98.1,315.3,100.5,-2.5,-7.9
Christian Fermin,Vcu Rams,4,74.8,90.9,71.0,101.4,-10.5,-7.9
Rubén Dominguez,Texas A&M Aggies,33,1289.6,97.2,1234.5,97.9,-0.6,-7.9
Miles Ndalama,Florida A&M Rattlers,22,845.7,88.0,858.0,88.9,-0.9,-8.0
Trevor Hennig,Weber State Wildcats,24,964.9,98.9,984.9,99.7,-0.8,-8.0
Tsvet Sotirov,Georgia Southern Eagles,33,618.2,94.8,624.4,96.1,-1.3,-8.1
Stanley Borden,Utsa Roadrunners,2,14.9,47.0,15.8,101.6,-54.6,-8.1
Bryce Eaton,Saint Peter'S Peacocks,28,1202.3,93.7,1190.5,94.3,-0.7,-8.1
Sir Issac Herron,Louisiana Tech Bulldogs,24,473.4,94.6,473.3,96.3,-1.7,-8.1
Tidiane d'Almeida,Lindenwood Lions,1,11.4,52.5,11.4,123.1,-70.6,-8.1
Phoenix Gill,Northwestern Wildcats,5,15.9,50.3,13.8,101.1,-50.8,-8.1
Spencer Ezewiro,Lamar Cardinals,18,142.6,83.4,151.4,89.1,-5.7,-8.1
Addison Patterson,Eastern Michigan Eagles,30,1475.7,92.8,1492.7,93.4,-0.6,-8.1
Avery Brown,Columbia Lions,3,63.7,69.1,64.8,81.7,-12.7,-8.1
Braden Appelhans,Drake Bulldogs,25,492.8,93.5,494.8,95.2,-1.7,-8.2
Obi Agbim,Baylor Bears,33,1731.3,97.0,1727.9,97.5,-0.5,-8.3
Denis Badalau,Rutgers Scarlet Knights,23,449.7,87.0,457.3,88.8,-1.8,-8.3
Keshawn Fisher,Detroit Mercy Titans,18,340.1,92.3,327.1,94.8,-2.4,-8.3
Evan Boisdur,Grand Canyon Lopes,11,70.0,75.7,67.4,87.5,-11.8,-8.3
Trey Buchanan,South Dakota State Jackrabbits,7,142.8,86.1,137.1,91.9,-5.8,-8.3
Liam Murphy,Purdue Boilermakers,5,69.2,81.0,62.3,93.1,-12.2,-8.4
DeJuan Campbell,California Golden Bears,22,533.0,91.2,556.3,92.8,-1.6,-8.4
Keegan Van Kauwenberg,Green Bay Phoenix,17,259.1,98.0,269.6,101.3,-3.2,-8.4
Isaiah Sealy,Arkansas Razorbacks,14,120.5,84.7,119.9,91.7,-7.1,-8.5
Malick Diallo,Tcu Horned Frogs,1,14.5,41.5,12.0,100.0,-58.5,-8.5
Amar'e Marshall,St. Bonaventure Bonnies,11,253.2,92.4,245.4,95.8,-3.3,-8.5
Max Lipacis,La Salle Explorers,3,16.4,61.1,17.7,113.0,-51.9,-8.5
Cameron Grant,Stanford Cardinal,19,351.2,96.0,350.6,98.4,-2.4,-8.5
Darren Williams,Florida Gulf Coast Eagles,32,1002.4,96.4,1009.1,97.2,-0.8,-8.5
Spencer Mahoney,Temple Owls,9,76.2,94.5,72.8,105.8,-11.3,-8.6
Tidjiane Dioumassi,Western Carolina Catamounts,28,1107.6,97.5,1088.7,98.3,-0.8,-8.6
Khalil Badru,Iona Gaels,31,460.4,88.4,471.9,90.3,-1.9,-8.6
Joshua Wyche,Lafayette Leopards,11,104.1,84.5,111.0,92.8,-8.3,-8.6
Lav Cvetkovic,Iu Indianapolis Jaguars,5,24.9,60.1,24.3,94.6,-34.4,-8.6
Brandin Cummings,Pittsburgh Panthers,19,751.0,97.1,753.4,98.2,-1.2,-8.7
Xander Wedlow,St. Bonaventure Bonnies,2,11.0,36.4,11.3,115.3,-78.9,-8.7
Xavier Istomin-Monroe,Detroit Mercy Titans,17,213.8,86.1,205.2,90.1,-4.1,-8.7
Jamal Ambrose,Texas A&M-Corpus Christi Islanders,9,74.8,84.2,77.2,95.9,-11.7,-8.7
Kenny Noland,Columbia Lions,26,1451.2,95.1,1423.2,95.7,-0.6,-8.8
Leeroy Odiahi,Western Kentucky Hilltoppers,28,457.5,94.6,468.1,96.6,-1.9,-8.8
Andres Burney,Georgia Southern Eagles,33,911.1,99.2,918.2,100.2,-1.0,-8.8
Jaiden Cole,Towson Tigers,6,39.3,73.7,34.3,96.1,-22.4,-8.8
Niklas Polonowski,Pennsylvania Quakers,20,181.7,89.2,194.7,94.0,-4.8,-8.8
Simon Hildebrandt,Washington State Cougars,31,752.1,95.3,736.8,96.5,-1.2,-8.8
Jaylen Robinson,Richmond Spiders,30,451.3,94.2,454.6,96.1,-2.0,-8.8
Carson Smith,North Dakota State Bison,16,291.5,84.7,292.9,87.8,-3.0,-8.8
Caleb Kizer,South Dakota Coyotes,3,10.4,38.4,12.9,124.0,-85.7,-8.9
Isaiah Stewart,Northern Illinois Huskies,3,10.4,38.6,10.4,124.7,-86.1,-8.9
Cavan Reilly,Delaware Blue Hens,1,39.8,78.0,37.8,100.4,-22.4,-8.9
Carson McDonald,American University Eagles,3,93.0,74.2,91.8,83.9,-9.7,-9.0
Ryan Cornish,Usc Trojans,22,369.5,95.3,377.7,97.7,-2.4,-9.0
Reid Celestin,Queens University Royals,5,14.8,40.4,14.8,101.0,-60.6,-9.0
Oleg Kojenets,Stony Brook Seawolves,30,496.1,87.7,501.6,89.5,-1.8,-9.1
Ama Sow,Ut Martin Skyhawks,3,14.9,60.4,18.9,121.7,-61.3,-9.1
Marial Akuentok,Texas Tech Red Raiders,14,130.8,104.0,138.7,111.1,-7.1,-9.2
Kayden Edwards,Tcu Horned Frogs,12,104.4,79.5,107.4,88.4,-8.9,-9.3
Ras Elijah Godbolt,Fairleigh Dickinson Knights,26,481.7,90.9,477.0,92.9,-1.9,-9.3
Zachary Royster,Loyola Chicago Ramblers,3,13.9,43.0,17.2,110.3,-67.3,-9.4
Wylee Delorme,North Dakota Fighting Hawks,17,212.0,101.9,218.2,106.3,-4.4,-9.4
Gabriel Ferreira,Radford Highlanders,6,33.9,85.7,38.8,113.5,-27.9,-9.4
Bryan Etumnu,Wright State Raiders,14,245.4,90.0,250.4,93.9,-3.8,-9.4
Jaxson Ford,Sam Houston Bearkats,15,257.9,85.7,266.3,89.4,-3.7,-9.5
Ralph Akuta,Drexel Dragons,26,192.8,78.3,204.2,83.2,-4.9,-9.5
James Brown,North Carolina Tar Heels,7,50.7,77.0,54.3,95.8,-18.8,-9.5
Damarco Minor,Pittsburgh Panthers,33,1621.9,94.2,1606.6,94.7,-0.6,-9.5
Domanic Betancourt,Nicholls Colonels,4,25.9,73.4,20.9,110.0,-36.7,-9.5
Benjamin Ahmed,Oklahoma State Cowboys,21,424.0,100.7,429.3,103.0,-2.3,-9.6
Tyler Ode,Toledo Rockets,8,48.2,89.3,51.3,109.2,-20.0,-9.6
Cedric Horton,Texas A&M-Corpus Christi Islanders,9,63.7,95.7,61.4,110.8,-15.1,-9.6
Gasper Kocevar,Fresno State Bulldogs,24,520.2,90.3,513.1,92.2,-1.9,-9.6
Fabián Flores,Depaul Blue Demons,28,460.5,82.3,479.8,84.4,-2.1,-9.7
Nick Dorn,Indiana Hoosiers,30,1055.8,96.2,1064.3,97.2,-0.9,-9.7
Isaac Williams IV,Baylor Bears,33,1255.9,101.8,1257.1,102.5,-0.8,-9.8
Jameel Brown,Delaware Blue Hens,3,114.1,89.4,115.4,97.9,-8.5,-9.8
Matthew MacLellan,Notre Dame Fighting Irish,5,35.6,92.7,37.5,120.2,-27.5,-9.8
Jacoby Hill,Jacksonville State Gamecocks,29,1421.2,92.4,1431.0,93.1,-0.7,-9.8
Jayden Quaintance,Kentucky Wildcats,4,113.5,88.1,110.6,96.7,-8.6,-9.8
Aleksa Ristic,Indiana Hoosiers,4,17.4,57.4,18.5,113.7,-56.3,-9.8
Drew Fuquay,Marshall Thundering Herd,19,243.4,103.1,251.1,107.1,-4.0,-9.8
Matthew Zobrist,Bradley Braves,9,63.0,84.1,66.1,99.8,-15.7,-9.9
Andreo Ash,Canisius Golden Griffins,3,16.5,66.8,17.4,126.6,-59.9,-9.9
Jefferson Koulibaly,Georgia Southern Eagles,24,846.5,94.5,871.7,95.7,-1.2,-9.9
Weilun Zhao,San Francisco Dons,11,71.2,101.2,73.8,115.1,-13.9,-9.9
AJ Dent Jr.,Tarleton State Texans,2,23.4,93.9,24.2,136.5,-42.6,-10.0
Trejon Ware,Arkansas-Pine Bluff Golden Lions,1,17.0,47.1,18.9,106.1,-59.0,-10.0
David Gomez,Charlotte 49Ers,2,64.4,85.4,63.4,100.9,-15.5,-10.0
Logan Stephens,Southern Utah Thunderbirds,15,241.0,90.0,235.6,94.2,-4.2,-10.1
Killian Gribben,Maine Black Bears,1,6.5,46.3,5.9,201.7,-155.3,-10.1
Kahmare Holmes,Wofford Terriers,25,1309.1,98.6,1313.0,99.4,-0.8,-10.1
JaVaughn Hannah,San José State Spartans,2,79.6,89.3,72.6,102.0,-12.7,-10.1
Tuongthach Gatkek,Little Rock Trojans,27,1339.4,93.0,1316.9,93.8,-0.8,-10.1
Parker Applegate,Central Arkansas Bears,26,203.6,85.9,201.2,91.0,-5.0,-10.2
Davian Brown,Montana State Bobcats,18,760.2,95.6,743.5,97.0,-1.3,-10.2
EJ Horton,North Texas Mean Green,28,414.6,91.4,426.2,93.9,-2.5,-10.2
Chase Williams,The Citadel Bulldogs,3,21.9,45.6,22.9,91.9,-46.3,-10.2
Jayden Williams,Incarnate Word Cardinals,21,291.4,94.7,281.9,98.3,-3.5,-10.3
DeMarco Johnson,Elon Phoenix,28,650.5,98.7,674.1,100.3,-1.6,-10.3
Cole Certa,Notre Dame Fighting Irish,31,1336.7,96.1,1349.9,96.8,-0.8,-10.3
Blake Daberkow,Idaho State Bengals,27,344.5,93.5,352.5,96.5,-3.0,-10.3
Dai Dai Ames,California Golden Bears,33,1727.2,93.3,1730.0,93.9,-0.6,-10.3
Antonio Munoz,Grambling Tigers,25,1046.2,87.7,1038.0,88.7,-1.0,-10.3
Alex Vargo,North Florida Ospreys,1,8.0,0.0,7.0,129.5,-129.5,-10.4
William Patterson,New Orleans Privateers,7,51.6,75.6,55.4,95.7,-20.1,-10.4
Patrick McMahon,Montana State Bobcats,27,1351.2,97.0,1358.9,97.8,-0.8,-10.4
Sam Wright,Colgate Raiders,31,1334.2,99.7,1305.9,100.5,-0.8,-10.4
JC Brooks,Tennessee State Tigers,13,235.0,92.4,229.3,96.8,-4.5,-10.5
Ed Nnamoko,Winthrop Eagles,31,559.5,88.5,587.7,90.4,-1.9,-10.5
Puoch Dobuol,Southern Jaguars,19,267.4,96.8,280.7,100.8,-4.0,-10.6
Bradley Land,Radford Highlanders,2,6.0,0.0,7.9,177.2,-177.2,-10.6
Marcus Wilson,Uc Davis Aggies,31,1422.1,93.7,1418.3,94.5,-0.7,-10.6
Jalen Ricks,Ut Rio Grande Valley Vaqueros,20,259.6,84.7,284.8,88.8,-4.1,-10.6
Chas Kelley III,Georgia Tech Yellow Jackets,29,817.7,90.4,818.1,91.7,-1.3,-10.6
AJ Economou,Hawai'I Rainbow Warriors,10,88.1,87.4,92.5,99.5,-12.1,-10.6
Jordan Leaks,Norfolk State Spartans,28,971.7,93.3,999.6,94.4,-1.1,-10.7
K'Jei Parker,Massachusetts Minutemen,32,1213.2,95.5,1199.0,96.4,-0.9,-10.7
Jonas Sirtautas,Loyola Maryland Greyhounds,17,528.9,93.0,552.4,95.0,-2.0,-10.7
Jude Haigh,Holy Cross Crusaders,8,66.6,87.0,65.0,103.0,-16.0,-10.7
Jaden Kirkwood,Holy Cross Crusaders,14,78.0,80.7,84.7,94.5,-13.7,-10.7
Jae'Coby Osborne,New Mexico State Aggies,20,902.4,96.0,909.9,97.2,-1.2,-10.7
Ja'Sean Glover,Omaha Mavericks,27,1123.3,94.8,1150.6,95.8,-1.0,-10.8
Hunter Caldwell,Northern Colorado Bears,11,65.7,88.3,72.5,104.9,-16.6,-10.9
Jayden Barrs,Lamar Cardinals,5,75.7,70.1,79.3,84.5,-14.4,-10.9
Evan Stinson,Stanford Cardinal,4,42.7,72.7,39.7,98.2,-25.6,-10.9
Kellan Boylan,Lipscomb Bisons,30,577.8,94.3,590.3,96.2,-1.9,-10.9
Britton Berrett,Utah Tech Trailblazers,31,1163.9,98.4,1169.0,99.3,-0.9,-10.9
Simon Walker,Auburn Tigers,10,66.0,95.4,75.9,112.0,-16.6,-11.0
Tyler Lee,Central Arkansas Bears,32,395.3,92.1,400.5,94.9,-2.8,-11.1
Micah Thomas,Northwestern State Demons,29,1427.2,93.5,1460.0,94.2,-0.8,-11.1
Enoch Kalambay,Campbell Fighting Camels,9,91.3,95.3,90.2,107.5,-12.2,-11.1
Collin O'Neal,Furman Paladins,15,236.7,93.0,251.9,97.7,-4.7,-11.1
Chandler Cuthrell,Elon Phoenix,30,1437.5,98.2,1435.3,98.9,-0.8,-11.1
Bobby Montgomery Jr.,Utep Miners,11,80.7,71.9,83.9,85.8,-13.9,-11.2
Adam Hinton,Cornell Big Red,26,1149.4,102.1,1141.4,103.1,-1.0,-11.2
Camian Shell,Delaware State Hornets,5,210.8,80.6,216.4,86.0,-5.3,-11.2
Jalen Myers,Hawai'I Rainbow Warriors,5,62.5,89.6,63.2,107.5,-17.9,-11.2
Kerem Konan,Creighton Bluejays,28,348.9,94.6,347.6,97.8,-3.3,-11.3
Jeremiah Cherry,Sacramento State Hornets,4,210.5,90.7,208.1,96.1,-5.4,-11.3
Zach Day,Ole Miss Rebels,18,223.1,90.5,223.8,95.6,-5.1,-11.4
Rashaan Mbemba,Colorado State Rams,21,565.6,100.3,576.0,102.3,-2.0,-11.4
Declan Cutler,Weber State Wildcats,25,235.3,97.3,249.6,102.2,-4.9,-11.4
Alden Applewhite,Georgia Southern Eagles,35,1894.5,97.0,1913.6,97.6,-0.6,-11.4
Anton Strelnikov,Dartmouth Big Green,13,151.6,86.4,154.4,93.9,-7.5,-11.4
Kyle Counts,St. Thomas-Minnesota Tommies,2,19.5,66.8,19.9,125.6,-58.9,-11.5
Louie Semona,Western Kentucky Hilltoppers,7,68.9,79.8,72.6,96.4,-16.6,-11.5
Kennedy Brown,Florida International Panthers,16,107.9,90.8,125.1,101.5,-10.6,-11.5
JaVar Daniel,West Georgia Wolves,29,875.7,97.5,896.3,98.8,-1.3,-11.6
Zion Stanford,Villanova Wildcats,10,65.9,91.1,72.7,108.7,-17.7,-11.6
King Walker,North Alabama Lions,8,61.9,109.9,63.8,128.6,-18.7,-11.6
Guillermo Del Pino,Maryland Terrapins,24,311.8,89.5,315.5,93.2,-3.7,-11.6
Jonah Pierce,Presbyterian Blue Hose,30,1558.7,95.1,1553.9,95.8,-0.7,-11.6
Major Freeman,Charlotte 49Ers,28,738.8,96.4,735.1,97.9,-1.6,-11.6
Noah Otshudi,Marshall Thundering Herd,30,1641.0,98.3,1644.4,99.0,-0.7,-11.6
Alex Massung,Pennsylvania Quakers,5,49.1,93.6,47.8,117.2,-23.5,-11.6
Jaeden Roberts,Hofstra Pride,18,224.3,98.1,225.7,103.3,-5.2,-11.6
Rylan Griffen,Texas A&M Aggies,31,1403.6,97.2,1347.8,98.1,-0.8,-11.7
Micah Curtis,North Dakota Fighting Hawks,2,32.3,65.0,33.7,101.0,-36.1,-11.7
Jermaine Ballisager Webb,Portland Pilots,32,1093.5,91.9,1087.4,93.0,-1.1,-11.7
Rob Stroud,Green Bay Phoenix,9,65.3,97.9,65.6,115.8,-17.9,-11.7
Hudson Ward,Western Michigan Broncos,11,327.7,92.2,320.7,95.7,-3.6,-11.8
Rodney Johnson Jr.,Central Michigan Chippewas,7,180.2,92.7,180.4,99.2,-6.5,-11.8
Christian King,Montana State Bobcats,25,1180.6,96.6,1199.2,97.6,-1.0,-11.8
Deng Garang,Le Moyne Dolphins,31,1532.6,92.5,1546.6,93.2,-0.8,-11.9
TJ Power,Pennsylvania Quakers,29,1697.1,93.6,1720.5,94.3,-0.7,-11.9
A.J. Neal Jr.,Long Island University Sharks,14,158.4,84.0,162.9,91.5,-7.5,-11.9
Jacobe Whitted,Tennessee Tech Golden Eagles,22,519.5,93.4,517.6,95.6,-2.3,-11.9
Romad Dean,Tulsa Golden Hurricane,35,838.3,98.5,835.3,100.0,-1.4,-12.0
Ibrahim Olajuwon,Florida International Panthers,27,594.6,95.5,620.2,97.5,-2.0,-12.1
Kendall Blue,Nebraska Cornhuskers,9,21.0,47.6,21.9,105.0,-57.4,-12.1
Isaiah Walter,Umass Lowell River Hawks,7,94.2,78.6,94.1,91.4,-12.8,-12.1
Kanye Clary,Oklahoma State Cowboys,34,1664.6,97.2,1648.2,97.9,-0.7,-12.1
Grant Whitaker,Bellarmine Knights,25,240.8,111.3,253.5,116.4,-5.1,-12.2
Trace Sadler,Southeast Missouri State Redhawks,5,16.9,76.7,18.2,148.6,-71.9,-12.2
Brayden Fagbemi,Uc Davis Aggies,30,1315.3,91.8,1320.5,92.7,-0.9,-12.2
Jacob Beccles,Cornell Big Red,26,1070.7,99.9,1075.4,101.1,-1.1,-12.2
