Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating
Ben Vander Wal,Furman Paladins,24,1144.8,96.9,1151.3,91.8,5.1
Dimp Pernell,Texas State Bobcats,9,302.5,95.2,297.3,90.1,5.1
Lane Sparks,Oral Roberts Golden Eagles,1,28.3,109.6,30.6,104.6,5.1
Aly Tounkara,Arkansas State Red Wolves,24,637.7,93.5,637.0,88.4,5.1
Terri Miller Jr.,Portland State Vikings,20,1109.3,96.4,1069.1,91.3,5.1
Ahmet Jonovic,Bradley Braves,25,984.5,97.0,981.7,91.9,5.1
Veljko Ilic,Sam Houston Bearkats,21,915.2,96.7,888.2,91.6,5.1
Duce Paschal,Weber State Wildcats,23,406.8,101.8,423.2,96.6,5.1
Ante Beljan,Uic Flames,16,164.7,94.1,168.4,89.1,5.1
Creighton Morisch,Austin Peay Governors,22,304.3,92.4,313.0,87.2,5.1
Dontrez Williams,Lindenwood Lions,21,1209.6,95.1,1169.7,90.1,5.0
Bryce Harris,Howard Bison,21,1121.8,92.0,1120.6,87.0,5.0
Isaiah Stafford,Southern Illinois Salukis,15,473.3,97.0,493.6,92.0,5.0
Jake West,Northwestern Wildcats,26,770.1,97.1,759.4,92.2,5.0
Jalen Pitre,Tennessee State Tigers,22,891.3,97.5,871.0,92.5,5.0
Naithan George,Syracuse Orange,26,1307.2,98.1,1290.5,93.1,5.0
Jason Rivera-Torres,Monmouth Hawks,24,1379.2,94.3,1380.9,89.4,5.0
Donnie Freeman,Syracuse Orange,17,843.9,98.1,835.4,93.1,5.0
Eduardo Klafke,Ole Miss Rebels,23,443.0,98.4,466.6,93.4,5.0
Khoi Thurmon,Oakland Golden Grizzlies,25,453.2,101.3,457.2,96.2,5.0
Sincere Parker,Memphis Tigers,23,731.3,93.8,729.3,88.9,5.0
Jalen Celestine,Cincinnati Bearcats,24,792.5,90.1,780.4,85.2,4.9
Cameron Carr,Baylor Bears,24,1275.9,100.7,1269.6,95.8,4.9
Trey Autry,George Washington Revolutionaries,24,1146.2,97.4,1109.4,92.6,4.9
Dan Skillings Jr.,Baylor Bears,19,822.3,100.9,813.5,96.0,4.9
Zawdie Jackson,Florida International Panthers,21,966.8,95.7,992.2,90.8,4.9
Jaden Zimmerman,Quinnipiac Bobcats,20,1059.2,93.7,1075.5,88.8,4.9
Eli Shetlar,Drake Bulldogs,25,1058.4,99.5,1055.0,94.6,4.9
Tylik Weeks,Southern Miss Golden Eagles,25,1371.4,96.2,1357.2,91.3,4.9
Joe Grahovac,St. Bonaventure Bonnies,23,687.9,102.2,707.2,97.3,4.9
Tyler King,Siu Edwardsville Cougars,21,617.1,92.0,600.0,87.2,4.9
Elijah Perkins,Saint Peter'S Peacocks,15,601.4,94.4,599.7,89.6,4.9
Travelle Bryson,Howard Bison,18,578.2,91.7,574.6,86.8,4.8
Tyrell Ward,Vcu Rams,18,429.3,95.3,410.9,90.5,4.8
Tay Smith,North Dakota State Bison,24,719.7,93.5,710.4,88.7,4.8
Sam Alamutu,Wright State Raiders,23,495.9,100.0,513.5,95.2,4.8
Tyler Rolison,Nevada Wolf Pack,21,608.0,97.7,598.4,92.9,4.8
Chandler Pigge,Harvard Crimson,22,1118.7,96.0,1125.7,91.2,4.8
Christian Harmon,Arkansas State Red Wolves,24,1151.9,99.6,1122.0,94.7,4.8
Aginaldo Neto,Boise State Broncos,23,758.7,95.7,751.8,90.9,4.8
Isaiah Coleman,Oklahoma State Cowboys,24,797.7,96.8,798.0,92.1,4.7
Pharrel Payne,Maryland Terrapins,10,479.8,94.6,454.7,89.9,4.7
Jaylin Henderson,Portland State Vikings,20,1273.8,95.1,1252.2,90.5,4.7
Donte Tisinger Jr.,Boston University Terriers,20,560.8,102.7,576.6,98.0,4.7
Kenyon Aguino,Montana Grizzlies,21,841.8,95.9,837.8,91.2,4.7
Guillermo Diaz Graham,San Francisco Dons,26,718.2,93.8,710.1,89.1,4.7
Tyrone Marshall Jr.,George Washington Revolutionaries,23,873.3,97.0,853.6,92.3,4.7
Kennedy Okpara,Lipscomb Bisons,23,524.1,92.7,530.4,88.1,4.7
Kyle Cuffe Jr.,Mercer Bears,23,694.9,101.9,685.2,97.2,4.7
Sam Brown,Davidson Wildcats,20,749.1,96.1,750.6,91.4,4.7
Elijah Kelly,Longwood Lancers,23,392.1,99.0,408.2,94.3,4.7
Mouhamed Sylla,Georgia Tech Yellow Jackets,16,579.5,87.7,572.7,82.9,4.7
Josh Scovens,Davidson Wildcats,22,839.0,97.6,840.8,92.9,4.7
Malek Gomma,Weber State Wildcats,24,990.1,101.2,1019.4,96.5,4.7
Hayden Assemian,South Carolina Gamecocks,23,324.7,103.2,328.9,98.5,4.7
Alijah Arenas,Usc Trojans,7,349.7,96.1,348.1,91.4,4.7
Michael Phillips II,Marquette Golden Eagles,20,244.7,88.3,246.2,83.7,4.6
Miles Goodman,Ut Arlington Mavericks,20,373.6,96.6,380.2,92.1,4.6
Tre Dinkins,George Washington Revolutionaries,25,889.7,101.9,875.4,97.3,4.6
Nick Shogbonyo,Texas A&M-Corpus Christi Islanders,18,836.6,92.2,846.3,87.6,4.6
Jaylen Crocker-Johnson,Minnesota Golden Gophers,24,1147.2,95.0,1154.4,90.4,4.6
Gus Yalden,Vermont Catamounts,24,952.3,100.0,906.2,95.3,4.6
Mor Seck,Towson Tigers,24,497.5,91.9,522.6,87.2,4.6
Quel'Ron House,Southern Illinois Salukis,23,1170.1,93.2,1168.5,88.6,4.6
Chas Kelley III,Georgia Tech Yellow Jackets,24,674.6,94.9,676.8,90.3,4.6
Devon Malcolm,California Baptist Lancers,23,554.8,93.2,567.7,88.6,4.6
Julius Halaifonua,Georgetown Hoyas,23,729.0,100.7,718.7,96.1,4.6
Terrance Williams II,Usc Trojans,23,494.8,99.0,493.4,94.4,4.6
Max Weisbrod,Northern Iowa Panthers,21,876.7,89.0,863.3,84.3,4.6
Mynor Strong,Toledo Rockets,22,570.6,99.7,564.4,95.1,4.6
Kevin Overton,Auburn Tigers,25,1171.1,101.7,1206.9,97.1,4.6
Mark Drone,Texas State Bobcats,24,1167.5,94.2,1179.7,89.6,4.6
Wesley Yates III,Washington Huskies,19,960.0,100.3,945.3,95.8,4.5
Jalil Bethea,Alabama Crimson Tide,14,235.6,104.0,233.1,99.5,4.5
Ryan Pettis,Fordham Rams,4,60.0,86.6,60.9,82.2,4.5
Gus Larson,Queens University Royals,25,527.1,100.7,538.1,96.3,4.5
Tom Beattie,Uc San Diego Tritons,24,1255.2,90.3,1245.8,85.9,4.5
Alex Chaikin,Uc San Diego Tritons,24,997.6,93.7,989.5,89.2,4.5
Ben Hammond,Virginia Tech Hokies,26,1256.4,97.4,1266.1,92.9,4.5
LA Pratt,Northeastern Huskies,3,165.7,92.4,161.5,87.9,4.4
Nilavan Daniels,Providence Friars,11,158.2,109.4,163.9,104.9,4.4
Ben Tweedy,Colgate Raiders,25,1162.0,100.1,1171.3,95.7,4.4
Andrea Holden,Wright State Raiders,24,616.5,94.9,613.5,90.5,4.4
Jack Daugherty,Illinois State Redbirds,21,285.8,84.3,284.0,79.9,4.4
Tre Holloman,Nc State Wolfpack,22,911.2,98.6,901.5,94.2,4.4
Dawson Baker,Byu Cougars,6,179.3,99.3,183.3,94.9,4.4
Angelo Ciaravino,Northwestern Wildcats,25,844.6,99.8,865.9,95.4,4.4
Noah Collier,La Salle Explorers,3,69.1,91.2,73.7,86.8,4.4
Lefteris Mantzoukas,Oklahoma State Cowboys,12,327.0,92.4,330.9,87.9,4.4
Riley Jacobs,Umbc Retrievers,21,507.2,94.8,542.2,90.5,4.3
Butta Johnson,Clemson Tigers,26,755.6,96.9,758.6,92.5,4.3
Jadis Jones,Lindenwood Lions,18,1103.0,95.4,1075.2,91.1,4.3
Gavin Griffiths,Temple Owls,21,1033.7,95.1,1020.7,90.8,4.3
Themus Fulks,Ucf Knights,23,1220.2,102.3,1196.0,98.0,4.3
Jael Martin,Loyola Marymount Lions,13,129.7,96.4,135.8,92.0,4.3
Javan Buchanan,Boise State Broncos,22,987.2,99.0,979.1,94.7,4.3
Cam Gillus,Howard Bison,21,1135.2,91.4,1132.6,87.1,4.3
Waka Mbatch,Montana State Bobcats,9,183.4,93.8,186.6,89.5,4.3
Garrett Sundra,Notre Dame Fighting Irish,26,773.8,92.1,796.8,87.9,4.3
Ahmad Nowell,Vcu Rams,22,400.2,97.2,401.2,93.0,4.2
Mason Miller,Murray State Racers,26,1053.9,102.9,1078.9,98.6,4.2
Eli Rice,Penn State Nittany Lions,23,728.9,99.6,746.1,95.4,4.2
Triston Wilson,Presbyterian Blue Hose,24,1119.3,96.8,1111.2,92.7,4.2
Grant Randall,Quinnipiac Bobcats,26,1312.4,93.3,1378.2,89.2,4.2
Honor Huff,West Virginia Mountaineers,24,1321.1,92.0,1302.4,87.8,4.2
Jalen Hampton,Arkansas State Red Wolves,23,1014.9,99.9,1014.3,95.7,4.2
Dylan Brumfield,Southern Miss Golden Eagles,25,1277.4,96.6,1265.1,92.4,4.2
Derrick Talton Jr.,Buffalo Bulls,23,833.0,98.0,823.5,93.7,4.2
CJ Shaw,Uc Santa Barbara Gauchos,23,1017.4,103.1,1030.9,98.9,4.2
Caden Powell,Baylor Bears,24,866.0,98.3,859.9,94.1,4.2
Ty Robinson,Central Arkansas Bears,25,1103.7,95.1,1073.1,91.0,4.2
Josiah Hammons,Uic Flames,24,633.7,99.7,617.4,95.6,4.2
Greg Gordon,Long Island University Sharks,26,1425.7,97.1,1425.9,92.9,4.2
Richard Nweke,Columbia Lions,13,180.8,96.2,184.8,92.0,4.2
Jaxon Prunty,Charleston Cougars,25,699.1,98.3,715.2,94.1,4.2
Damari Wheeler-Thomas,North Dakota State Bison,21,1109.2,97.5,1101.0,93.3,4.2
Jaret Valencia,Wichita State Shockers,10,206.1,87.8,222.4,83.6,4.2
Neoklis Avdalas,Virginia Tech Hokies,25,1334.8,96.6,1311.9,92.5,4.1
Tay Mosher,East Texas A&M Lions,19,443.7,91.1,452.8,87.0,4.1
Marshal Destremau,Ut Rio Grande Valley Vaqueros,19,194.6,95.1,211.2,90.9,4.1
Myles Parker,Marist Red Foxes,24,539.0,90.2,516.1,86.0,4.1
Donovan Oday,Northern Kentucky Norse,24,1191.7,103.2,1174.0,99.1,4.1
Tey Barbour,Harvard Crimson,22,1149.3,97.0,1168.2,92.9,4.1
Eian Lowe,Lamar Cardinals,23,603.7,93.8,595.4,89.7,4.1
Leroy Blyden Jr.,Toledo Rockets,23,1306.1,101.8,1288.4,97.7,4.1
Cam Crawford,Duquesne Dukes,22,820.6,98.8,814.3,94.7,4.1
NJ Benson,Depaul Blue Demons,25,964.9,95.7,968.3,91.6,4.1
Brayden Maldonado,Seattle U Redhawks,24,1318.3,92.4,1329.4,88.3,4.1
Cole Bowser,Furman Paladins,12,486.3,96.6,477.6,92.5,4.1
Alliou Fall,Iona Gaels,25,731.4,87.8,745.5,83.7,4.1
Cole McCormick,Central Arkansas Bears,25,925.1,96.9,886.4,92.9,4.0
Jackson McAndrew,Creighton Bluejays,4,138.7,96.6,138.1,92.7,4.0
Andy Sigiscar,Tarleton State Texans,15,356.7,90.3,368.8,86.2,4.0
Nick Davidson,Clemson Tigers,26,886.4,95.2,890.3,91.2,4.0
Austin Goode,Cal Poly Mustangs,23,540.6,102.5,548.2,98.5,4.0
Tai Walters-Whitaker,Uic Flames,6,61.0,93.5,62.6,89.5,4.0
Jalen Cox,Colgate Raiders,24,1348.0,99.5,1351.7,95.5,4.0
Melian Martinez,Louisiana Tech Bulldogs,18,417.9,92.1,408.5,88.1,4.0
Jaquan Johnson,Bradley Braves,25,1208.8,97.4,1190.3,93.3,4.0
Colt Ness,Portland State Vikings,2,28.9,69.2,30.6,65.3,4.0
Riley Kugel,Ucf Knights,23,1116.4,100.5,1090.0,96.6,3.9
Nolan Dorsey,California Golden Bears,22,419.4,95.1,431.9,91.2,3.9
Baraka Okojie,Mercer Bears,24,1404.4,98.4,1401.6,94.5,3.9
Spencer Ezewiro,Lamar Cardinals,14,113.8,87.0,120.4,83.0,3.9
Thiago Sucatzky,Florida International Panthers,21,444.6,102.1,453.2,98.2,3.9
Ashton Williamson,Florida International Panthers,21,818.6,91.7,834.9,87.8,3.9
Simeon Cottle,Kennesaw State Owls,14,843.8,98.1,849.3,94.2,3.9
Qadir Martin,Mercyhurst Lakers,25,1221.1,95.6,1253.9,91.8,3.9
Caleb Sanders,South Florida Bulls,9,112.2,100.7,120.9,96.8,3.9
Connor Hickman,Charleston Cougars,20,1088.3,95.5,1085.4,91.6,3.9
Andrija Bukumirovic,Ut Martin Skyhawks,22,1049.8,91.5,1343.7,87.6,3.9
Dezayne Mingo,Charlotte 49Ers,23,962.2,100.8,964.7,97.0,3.8
Ilia Ermakov,St. Bonaventure Bonnies,8,136.9,84.7,137.2,80.9,3.8
Antwan Burnett,Missouri State Bears,14,581.4,96.8,576.2,93.0,3.8
Juke Harris,Wake Forest Demon Deacons,24,1367.0,95.6,1379.3,91.9,3.8
Jan Vide,Loyola Marymount Lions,21,945.7,92.7,959.4,88.9,3.8
Thomas Batties III,Harvard Crimson,22,1114.6,97.2,1119.2,93.4,3.8
Hayden Welling,Utah Valley Wolverines,22,676.9,97.7,693.6,93.9,3.8
LJ Wells,Northern Kentucky Norse,23,1231.9,101.6,1209.5,97.8,3.8
Rashaun Agee,Texas A&M Aggies,24,1063.7,100.4,1006.1,96.6,3.8
Rubén Dominguez,Texas A&M Aggies,24,1003.7,98.9,963.6,95.2,3.8
Ben Defty,Boston University Terriers,26,1194.7,99.7,1172.5,95.9,3.8
Carlos Hart,Eastern Michigan Eagles,17,911.1,94.1,923.5,90.4,3.7
Jordan Mizell,Tarleton State Texans,20,883.0,90.9,866.7,87.2,3.7
Jayden Smoot,Ut Arlington Mavericks,18,302.2,98.3,311.0,94.5,3.7
Darin Smith Jr.,Central Connecticut Blue Devils,23,1193.3,98.6,1200.1,94.9,3.7
Leroy Kelly IV,Tarleton State Texans,16,593.8,95.2,586.2,91.4,3.7
Michael Osei-Bonsu,Missouri State Bears,18,813.4,94.2,778.1,90.5,3.7
Victor Valdes,Troy Trojans,24,1207.5,97.9,1195.0,94.2,3.7
Marcus Banks Jr.,Massachusetts Minutemen,25,1460.7,98.2,1430.7,94.5,3.7
Miles Newton,Northeastern Huskies,9,256.3,94.8,250.3,91.1,3.7
Tyler Andrews,Bethune-Cookman Wildcats,17,595.2,93.9,604.4,90.2,3.7
Momo Nkugwa,Vermont Catamounts,21,357.7,99.0,367.4,95.3,3.7
Kyle Thomas,Siu Edwardsville Cougars,20,640.3,93.1,650.1,89.4,3.7
Ryan Soulis,Columbia Lions,21,697.9,97.4,673.4,93.7,3.7
Prince Aligbe,Southern Illinois Salukis,23,890.4,94.1,886.7,90.5,3.7
Logan Duncomb,Winthrop Eagles,24,1092.1,102.8,1051.0,99.1,3.7
Nick Dorn,Indiana Hoosiers,23,800.1,98.6,806.8,94.9,3.7
Efe Demirel,Grand Canyon Lopes,24,889.6,93.2,890.3,89.5,3.7
Josiah Sanders,Colorado Buffaloes,26,679.7,100.5,693.6,96.7,3.7
Elijah Malone,Colorado Buffaloes,25,579.8,100.9,584.6,97.2,3.7
Jaden Brownell,Usc Trojans,22,429.8,97.7,433.3,94.2,3.6
Will Felton,North Carolina A&T Aggies,22,505.2,99.2,518.3,95.5,3.6
Quan Lax,Austin Peay Governors,8,199.5,89.7,207.8,86.1,3.6
Matt Enright,Austin Peay Governors,20,562.5,96.0,567.2,92.4,3.6
Saba Gigiberia,San Francisco Dons,22,197.2,93.8,208.5,90.2,3.6
Malchiah Marable,Central Arkansas Bears,24,816.1,92.0,788.5,88.4,3.6
Jacari Brim,App State Mountaineers,13,101.7,97.4,115.2,93.8,3.6
Marqueas Bell,Southeast Missouri State Redhawks,23,824.6,100.0,820.3,96.4,3.6
Christian Reeves,Charleston Cougars,24,768.4,95.4,771.0,91.8,3.6
Preston Edmead,Hofstra Pride,24,1294.0,93.9,1302.4,90.4,3.5
Martin Somerville,Florida State Seminoles,25,1088.0,92.6,1074.4,89.1,3.5
Elijah Strong,South Carolina Gamecocks,24,663.1,102.2,655.5,98.7,3.5
Ryan Kalambay,Detroit Mercy Titans,22,630.5,98.8,638.2,95.3,3.5
Chol Machot,Charleston Cougars,25,876.1,95.9,866.3,92.3,3.5
Ubong Okon,Robert Morris Colonials,8,45.3,108.1,44.0,104.6,3.5
Jacob Conner,Dayton Flyers,24,735.4,93.1,728.2,89.7,3.5
Jaquel Morris,Norfolk State Spartans,21,410.1,91.7,419.4,88.2,3.5
Aiden Tobiason,Temple Owls,23,1308.2,98.2,1301.5,94.8,3.4
Will Heimbrodt,Seattle U Redhawks,23,1249.7,89.4,1251.6,86.0,3.4
Logan Woods,Wright State Raiders,24,777.3,102.1,790.8,98.8,3.4
Sebastian Tidor,Portland State Vikings,17,401.7,89.4,397.9,86.0,3.4
Miles Franklin,Columbia Lions,19,722.4,94.8,699.0,91.4,3.4
David Burnett,Navy Midshipmen,9,126.4,98.9,126.8,95.5,3.4
Jake Davis,Cal Poly Mustangs,48,1633.3,97.1,1611.5,93.7,3.4
Jase Butler,Colorado State Rams,23,769.3,100.2,774.6,96.8,3.4
Maurice Odum,Arizona State Sun Devils,25,1320.5,100.8,1388.5,97.4,3.4
Bernie Blunt III,Mercyhurst Lakers,25,1190.7,96.4,1210.8,93.2,3.3
Matthew Mors,South Dakota State Jackrabbits,23,991.1,96.1,989.6,92.8,3.3
Keyshawn Hall,Auburn Tigers,23,1205.9,102.2,1216.7,98.9,3.3
DJ Thomas,West Virginia Mountaineers,24,572.5,94.5,567.1,91.2,3.3
Luke Jungers,Iona Gaels,24,548.5,92.6,553.9,89.4,3.3
Kruz McClure,Depaul Blue Demons,21,548.4,92.1,575.5,88.8,3.3
Tyrone Riley IV,San Francisco Dons,25,1273.4,96.1,1282.0,92.8,3.3
Cruz Davis,Hofstra Pride,24,1491.2,94.6,1509.6,91.4,3.3
Aleksas Bieliauskas,Wisconsin Badgers,25,727.7,96.2,722.6,92.9,3.3
Rylan Griffen,Texas A&M Aggies,22,970.5,100.3,930.0,97.0,3.3
Edwin Suarez Jr.,Weber State Wildcats,24,910.1,100.3,931.0,97.0,3.3
Jacoi Hutchinson,Longwood Lancers,24,1134.0,97.3,1140.8,94.0,3.3
Zion Sensley,Uc Santa Barbara Gauchos,23,919.5,101.3,939.9,98.0,3.3
Elijah Tucker,Longwood Lancers,24,1079.3,97.0,1075.3,93.8,3.2
Luke Almodovar,Southeast Missouri State Redhawks,23,1060.8,100.3,1043.2,97.1,3.2
Harry Beauchamp,Central Arkansas Bears,24,506.9,92.7,509.2,89.6,3.2
Langston Reynolds,Minnesota Golden Gophers,24,1138.4,95.0,1155.9,91.9,3.2
Josiah Moore,Tulane Green Wave,23,547.8,90.5,572.4,87.4,3.2
Tom House,Furman Paladins,22,932.0,93.7,920.9,90.5,3.2
Jevin Muniz,Colorado State Rams,23,1024.6,101.8,1019.8,98.6,3.2
Myles Thompson,Siu Edwardsville Cougars,8,381.5,89.9,379.5,86.7,3.2
Kyle Pock,Northern Iowa Panthers,25,546.0,86.8,547.8,83.6,3.2
Rakim Chaney,Valparaiso Beacons,25,1109.5,93.6,1123.8,90.3,3.2
Tafara Gapare,Villanova Wildcats,9,190.9,95.3,191.0,92.2,3.2
Daniel Thomas,Unc Asheville Bulldogs,21,621.0,95.6,636.0,92.5,3.2
Layne Taylor,Murray State Racers,27,1180.5,102.3,1186.3,99.1,3.2
Carey Booth,Colorado State Rams,23,824.9,102.4,833.3,99.4,3.1
Thomas Bassong,Florida State Seminoles,25,683.1,93.0,705.7,89.8,3.1
Maxim Logue,Florida Atlantic Owls,19,326.7,94.9,329.1,91.8,3.1
Pedro Santos,Ut Martin Skyhawks,20,425.0,88.7,538.8,85.6,3.1
Ned Hull,Elon Phoenix,25,669.3,97.4,674.7,94.3,3.1
Ivan Njegovan,Ohio State Buckeyes,20,339.8,92.4,347.0,89.3,3.1
Jacob Dar,Seton Hall Pirates,23,304.9,94.5,305.3,91.4,3.1
Jordan Watford,Queens University Royals,25,861.9,108.4,850.9,105.3,3.1
Roman Domon,Murray State Racers,27,1076.3,102.4,1091.1,99.3,3.1
Dug McDaniel,Memphis Tigers,24,1399.5,92.3,1402.2,89.1,3.1
Ryan Dufault,St. Thomas-Minnesota Tommies,24,723.3,101.2,731.0,98.1,3.1
John Christofilis,Seattle U Redhawks,24,607.8,90.5,617.9,87.4,3.1
Chadlyn Traylor,Charleston Cougars,25,649.5,91.3,670.0,88.2,3.1
Mike Walz,Richmond Spiders,24,784.4,96.1,795.3,93.0,3.1
Robert Hinton,Harvard Crimson,22,1124.8,94.1,1128.8,91.1,3.1
Scottie Hubbard,Old Dominion Monarchs,24,573.9,96.5,565.4,93.4,3.1
Demarion Watson,North Texas Mean Green,23,566.6,88.4,589.3,85.4,3.1
Davion Cunningham,Morehead State Eagles,22,1001.1,98.0,991.4,94.9,3.1
Hosana Kitenge,Uc Santa Barbara Gauchos,23,757.5,100.1,735.3,97.1,3.0
Martin Kalu,Charleston Cougars,25,1155.9,94.8,1151.8,91.8,3.0
Thierno Sylla,Memphis Tigers,14,311.4,87.4,310.5,84.4,3.0
Mathis Courbon,Murray State Racers,27,719.6,103.7,750.2,100.6,3.0
Eli Ellis,South Carolina Gamecocks,20,807.6,102.7,811.0,99.6,3.0
Cooper Campbell,Troy Trojans,24,1377.4,98.9,1359.1,95.9,3.0
Ose Okojie,Howard Bison,21,851.0,89.8,870.5,86.7,3.0
Noah Feddersen,North Dakota State Bison,24,824.0,96.6,809.4,93.6,3.0
Will Hornseth,Northern Iowa Panthers,24,991.6,89.5,987.4,86.5,3.0
Dylan Faulkner,Samford Bulldogs,23,1012.3,101.3,996.6,98.2,3.0
Jlynn Counter,Charleston Cougars,24,1255.8,96.9,1241.9,93.9,3.0
James Jones,Central Connecticut Blue Devils,19,861.5,96.0,898.1,93.0,3.0
Mahmoud Fofana,Cal State Northridge Matadors,23,1254.4,94.8,1218.8,91.9,2.9
Trey Perry,Miami (Oh) Redhawks,20,356.4,96.8,362.0,93.9,2.9
Malik Dia,Ole Miss Rebels,24,921.7,94.4,923.0,91.4,2.9
CJ Hall,Siu Edwardsville Cougars,19,381.1,84.8,367.9,81.8,2.9
Patton Pinkins,Ole Miss Rebels,24,867.3,97.1,873.5,94.2,2.9
Rolyns Aligbe,Southern Illinois Salukis,25,1047.0,94.1,1032.4,91.2,2.9
Isaac Harrell,Elon Phoenix,25,1113.6,101.3,1119.1,98.4,2.9
AJ Bates,Louisiana Tech Bulldogs,21,1027.3,94.1,1008.9,91.2,2.9
Jakobi Heady,Bethune-Cookman Wildcats,23,1278.6,96.7,1299.6,93.7,2.9
Wilguens Jr. Exacte,Drake Bulldogs,12,472.1,99.6,451.3,96.6,2.9
Javon Jackson,Murray State Racers,27,1186.2,100.7,1184.7,97.8,2.9
Kowacie Reeves Jr.,Georgia Tech Yellow Jackets,24,1212.1,91.2,1206.4,88.4,2.9
Anthony Johnson,Arizona State Sun Devils,25,1000.5,99.0,1037.6,96.2,2.9
Miles Klapper,Idaho Vandals,15,211.9,94.4,220.8,91.5,2.9
KeShawn Murphy,Auburn Tigers,23,856.3,101.6,886.9,98.7,2.9
Myles Watkins,Bellarmine Knights,21,326.6,106.9,330.8,104.0,2.9
Avery Thomas II,Louisiana Tech Bulldogs,21,788.4,91.6,759.0,88.7,2.9
Jaden Jackson,South Dakota State Jackrabbits,23,1204.7,94.8,1203.0,92.0,2.8
Thomas Dowd,Troy Trojans,24,1447.7,97.7,1436.0,94.9,2.8
Reggie Hill,Coastal Carolina Chanticleers,25,1022.2,91.4,1014.5,88.6,2.8
Damon Wilkinson,South Dakota State Jackrabbits,23,908.6,97.6,913.2,94.8,2.8
Dasear Haskins,Saint Joseph'S Hawks,23,1088.9,92.2,1085.6,89.4,2.8
Quante Berry,Memphis Tigers,23,657.3,85.5,652.8,82.7,2.8
Xavier Booker,Ucla Bruins,25,794.3,97.7,783.3,94.9,2.8
Damon Friery,Dayton Flyers,7,62.9,93.8,60.4,91.1,2.8
Dani Pounds,Tennessee Tech Golden Eagles,21,628.0,99.2,610.7,96.5,2.8
Niko Rocak,Uc Davis Aggies,22,935.1,96.1,907.7,93.3,2.8
Daimion Collins,South Florida Bulls,24,628.9,95.6,633.8,92.8,2.8
Jared Harris,Wyoming Cowboys,11,167.0,95.2,160.2,92.4,2.8
Devin Brown,Davidson Wildcats,22,757.5,94.4,750.1,91.6,2.8
Ben Roseborough,San José State Spartans,10,438.9,96.4,434.9,93.6,2.8
Dillon Battie,Wichita State Shockers,18,496.6,91.0,513.6,88.2,2.8
Ognjen Stankovic,Akron Zips,10,94.7,103.5,102.2,100.8,2.7
Isaiah Watts,Maryland Terrapins,23,719.4,95.5,705.9,92.8,2.7
Jermaurhiyun Anderson,Louisiana Tech Bulldogs,4,79.7,74.1,77.1,71.4,2.7
Justin Begg,Sam Houston Bearkats,20,918.7,96.2,905.4,93.5,2.7
Kaia Isaac,Tarleton State Texans,20,842.5,94.5,815.3,91.7,2.7
James Scott,Ole Miss Rebels,24,655.9,95.4,670.6,92.8,2.7
Sebastian Rancik,Colorado Buffaloes,26,1220.1,100.8,1227.6,98.2,2.7
Tyrique Brooks,Missouri State Bears,11,148.1,102.6,145.2,99.9,2.7
Breylin Garcia,South Carolina Upstate Spartans,14,332.9,96.1,329.5,93.5,2.7
Xander Pintelon,Florida Atlantic Owls,23,782.9,93.6,772.0,90.9,2.7
Alphonzo Billups III,Longwood Lancers,24,870.2,95.5,887.0,92.8,2.7
Brandon Maclin,Depaul Blue Demons,22,860.5,92.5,854.0,89.8,2.7
Tre Singleton,Northwestern Wildcats,26,1027.8,97.2,1028.1,94.5,2.7
Pape N'Diaye,Xavier Musketeers,21,321.6,92.7,348.0,89.9,2.7
PJ Eason,Alabama A&M Bulldogs,20,821.1,95.1,814.9,92.5,2.6
Omaha Biliew,Wake Forest Demon Deacons,24,754.5,95.6,775.7,92.9,2.6
Always Wright,Ut Rio Grande Valley Vaqueros,23,617.3,88.4,641.9,85.8,2.6
Jalen Speer,Marshall Thundering Herd,24,1319.6,95.9,1324.8,93.3,2.6
Anton Bonke,Charlotte 49Ers,23,849.5,99.8,851.4,97.3,2.6
Zae Blake,Ut Rio Grande Valley Vaqueros,23,755.1,90.6,790.2,88.0,2.6
Reece Hagy,Iu Indianapolis Jaguars,24,446.4,101.7,452.9,99.1,2.6
Dai Dai Ames,California Golden Bears,25,1297.4,95.4,1294.7,92.8,2.6
Jayce Nathaniel,Uic Flames,24,841.1,93.7,845.4,91.1,2.6
Jaquan Womack,Towson Tigers,22,709.0,90.3,677.9,87.6,2.6
Pearson Carmichael,Boise State Broncos,23,758.2,97.5,739.7,94.9,2.6
Frankquon Sherman,Kennesaw State Owls,21,942.8,94.6,954.7,92.0,2.6
Freddy Hicks,Tarleton State Texans,14,728.0,96.8,713.7,94.3,2.5
Ty Bevins,George Washington Revolutionaries,8,59.7,93.8,59.1,91.3,2.5
Kyle Carlesimo,Colgate Raiders,25,1005.5,98.7,1009.6,96.2,2.5
Braxton Stacker,Southeast Missouri State Redhawks,23,1119.9,94.4,1093.1,91.8,2.5
Jack Doumbia Jr.,Towson Tigers,22,833.2,90.1,815.7,87.7,2.5
Cade Tyson,Minnesota Golden Gophers,23,1228.6,95.2,1236.5,92.7,2.5
Cam Thrower,Pennsylvania Quakers,18,525.1,96.4,532.6,93.9,2.5
Allen Mukeba,Arizona State Sun Devils,25,694.7,94.1,720.9,91.7,2.5
