Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating
Nestor Dyachok,North Florida Ospreys,24,522.3,93.1,520.4,110.1,-17.0
Ashton Smith,South Dakota Coyotes,6,43.1,97.5,43.6,114.5,-17.0
Ashley Sims II,Bryant Bulldogs,24,1192.2,82.1,1170.4,99.1,-17.0
Solomon Washington,Maryland Terrapins,16,743.1,87.9,734.9,104.9,-17.0
Jalen Kampen,Central Michigan Chippewas,12,258.2,85.2,275.7,102.3,-17.1
Noah Melson,Fairleigh Dickinson Knights,19,541.9,83.8,545.1,100.9,-17.1
Marial Akuentok,Texas Tech Red Raiders,7,66.6,85.6,70.1,102.7,-17.1
Jorn Everson,Army Black Knights,25,767.5,85.5,741.8,102.6,-17.1
Cassius Bonjasky,The Citadel Bulldogs,12,116.7,90.0,118.7,107.0,-17.1
Matar Wade,Morgan State Bears,11,126.4,88.6,130.6,105.7,-17.1
Abdou Yadd,Sacred Heart Pioneers,19,502.8,83.5,507.4,100.7,-17.2
Kameron Tinsley,Iu Indianapolis Jaguars,22,723.3,90.8,705.5,108.0,-17.2
Makai Kvamme,Western Illinois Leathernecks,23,934.5,86.8,908.8,104.0,-17.2
Jack Turner,Oral Roberts Golden Eagles,21,782.9,87.1,789.0,104.3,-17.2
Jamari Piercy,Coppin State Eagles,24,695.0,84.2,680.9,101.3,-17.2
Ruot Bijiek,Bucknell Bison,12,539.0,78.9,532.1,96.0,-17.2
Bentley Waller,Cal State Bakersfield Roadrunners,12,199.1,76.9,196.6,94.1,-17.2
Kaden Powers,Rutgers Scarlet Knights,19,424.3,87.0,429.1,104.2,-17.2
Addarin Scott,Kansas City Roos,20,389.5,83.7,384.5,100.9,-17.2
Micah Davis,Iu Indianapolis Jaguars,25,1163.2,90.6,1143.2,107.9,-17.3
Aleks Alston,Maryland Terrapins,20,283.5,79.0,295.8,96.3,-17.3
Kyran Ratliff,Louisiana Ragin' Cajuns,24,316.8,78.6,325.2,95.9,-17.3
RJ Greer,Davidson Wildcats,12,70.6,93.5,72.1,110.9,-17.4
Lucas Hobin,Air Force Falcons,24,985.1,86.1,1023.0,103.5,-17.4
Latif Diouf,Chattanooga Mocs,4,81.7,79.6,78.3,97.0,-17.4
Keeshawn Mason,Prairie View A&M Panthers,20,635.1,89.0,632.0,106.5,-17.5
Corey Sands,Chicago State Cougars,24,704.0,81.7,733.0,99.2,-17.5
Kiir Kuany,Ohio Bobcats,23,280.8,87.3,304.6,104.7,-17.5
Khalil Williams,Bryant Bulldogs,14,264.4,81.7,269.9,99.3,-17.6
Jeremy Clayville,Njit Highlanders,15,459.9,77.6,458.9,95.2,-17.6
Devon Pryor,Oregon Ducks,16,472.5,83.4,466.6,100.9,-17.6
Matyas Vrabel,Tarleton State Texans,6,91.5,79.7,83.2,97.4,-17.6
Devin Brafford,Charleston Southern Buccaneers,17,196.7,84.4,192.0,102.1,-17.7
J'Quan Ewing,Saint Peter'S Peacocks,8,214.3,84.5,214.4,102.1,-17.7
Harrison Alexander,Siu Edwardsville Cougars,9,133.4,74.2,129.5,91.9,-17.7
Zion Stanford,Villanova Wildcats,10,65.9,91.1,72.7,108.7,-17.7
Julian Margrave,Omaha Mavericks,13,187.4,92.8,189.1,110.5,-17.7
Truth Harris,La Salle Explorers,16,527.8,87.0,530.5,104.6,-17.7
Jayme Mitchell Jr.,Jackson State Tigers,24,1167.6,85.3,1171.5,103.1,-17.8
Max Majerle,North Dakota State Bison,11,88.5,85.8,89.7,103.7,-17.8
Alex Molofeev,Ul Monroe Warhawks,22,915.8,84.2,917.6,102.0,-17.8
Aleksander Pachucki,Bucknell Bison,27,764.0,85.2,756.6,103.0,-17.8
Kadar Waller,Cal State Bakersfield Roadrunners,24,758.9,83.5,761.1,101.3,-17.8
Giannos Xanthopoulos,New Hampshire Wildcats,22,215.4,77.5,227.6,95.4,-17.8
Omari Hamilton,Alcorn State Braves,23,624.5,81.7,616.5,99.4,-17.8
Aaron Davis III,Bryant Bulldogs,22,821.6,80.8,811.5,98.7,-17.9
Riley Parker,Portland Pilots,1,28.1,71.1,26.9,89.1,-17.9
Kayden Nation,Central Michigan Chippewas,7,70.6,86.4,72.9,104.3,-17.9
Rob Stroud,Green Bay Phoenix,9,65.3,97.9,65.6,115.8,-17.9
Jalen Myers,Hawai'I Rainbow Warriors,5,62.5,89.6,63.2,107.5,-17.9
