Player,Points_Per_Game,Assigned_Team_x,Unnamed: 0,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced,Balanced,Star,Defense,WAR
Anthony Sellars,2.7,Arkansas Pine Bluff,2152,Arkansas-Pine Bluff Golden Lions,11,87.4,83.5,87.0,86.2,-2.7,-2.4,-2.0,-2.4,-23.5,-2.4
Kyle Brown,1.4,Arkansas Pine Bluff,3876,Arkansas-Pine Bluff Golden Lions,18,211.5,70.4,215.1,104.1,-33.7,-71.3,-75.0,-71.3,-718.8,-71.4
Dennis Asoro,1.1,Arkansas Pine Bluff,2064,Arkansas-Pine Bluff Golden Lions,24,209.1,97.6,217.0,98.2,-0.6,-1.2,-9.0,-1.3,-12.8,-1.1
Travis Pourciau,0.3,Arkansas Pine Bluff,2161,Arkansas-Pine Bluff Golden Lions,1,3.0,66.7,4.0,150.0,-83.3,-2.5,-4.0,-2.5,-28.9,-3.0
Harrison Pickett,0.0,Arkansas Pine Bluff,2131,Arkansas-Pine Bluff Golden Lions,1,1.0,0.0,0.9,210.5,-210.5,-2.1,-1.9,-2.1,-20.0,-2.0
Trejon Ware,0.0,Arkansas Pine Bluff,2524,Arkansas-Pine Bluff Golden Lions,1,17.0,47.1,18.9,106.1,-59.0,-10.0,-12.0,-10.0,-105.8,-10.1
Christian Harmon,12.8,Arkansas State,670,Arkansas State Red Wolves,30,1491.2,98.9,1462.2,94.0,4.9,72.7,100.3,73.1,723.5,71.3
Chandler Jackson,10.6,Arkansas State,701,Arkansas State Red Wolves,30,1475.4,99.4,1444.8,94.8,4.7,69.0,96.9,67.9,671.6,66.3
Chandler Jackson,10.6,Arkansas State,2754,Milwaukee Panthers,22,882.5,99.8,871.7,101.6,-1.8,-16.0,-4.9,-15.9,-157.9,-15.7
Joey Chammaa,9.9,Arkansas State,2332,Arkansas State Red Wolves,20,600.5,92.9,602.0,93.9,-0.9,-5.6,-7.4,-6.0,-60.1,-5.9
Jaxon Ellingsworth,9.7,Arkansas State,2875,Arkansas State Red Wolves,30,1179.8,97.5,1165.2,99.1,-1.7,-19.5,-4.4,-18.9,-187.6,-19.0
TJ Caldwell,9.4,Arkansas State,3200,Arkansas State Red Wolves,30,1058.8,92.4,1050.7,95.4,-3.0,-31.7,-24.0,-31.8,-316.4,-32.1
Jalen Hampton,8.3,Arkansas State,752,Arkansas State Red Wolves,29,1352.1,100.1,1347.3,95.3,4.8,64.4,69.5,64.9,647.9,64.7
Royal Blue Smith,5.4,Arkansas State,3210,Arkansas State Red Wolves,25,519.9,89.6,518.0,95.8,-6.1,-31.8,-30.4,-32.2,-321.7,-32.3
Chudi Dioramma,5.1,Arkansas State,2980,Arkansas State Red Wolves,24,632.7,94.5,618.5,98.1,-3.6,-23.0,-8.8,-22.8,-225.2,-23.0
Aly Tounkara,4.3,Arkansas State,791,Arkansas State Red Wolves,30,931.5,94.1,938.0,87.6,6.5,60.7,54.9,60.5,607.6,61.4
Fredy-Salam Sylla,4.0,Arkansas State,2707,Arkansas State Red Wolves,13,231.3,95.5,227.7,101.9,-6.4,-14.7,-11.1,-14.8,-146.9,-14.7
Darius Acuff Jr.,23.5,Arkansas,168,Arkansas Razorbacks,36,2179.1,107.5,2166.2,99.1,8.4,183.3,195.8,183.0,1825.0,182.9
Meleek Thomas,15.6,Arkansas,69,Arkansas Razorbacks,37,1913.8,110.1,1902.2,97.3,12.8,245.7,256.3,245.0,2442.2,244.7
Trevon Brazile,13.0,Arkansas,112,Arkansas Razorbacks,36,1932.9,109.0,1920.0,97.8,11.2,216.4,229.1,216.5,2157.6,216.2
Billy Richmond III,11.2,Arkansas,177,Arkansas Razorbacks,37,1743.7,107.5,1743.3,97.2,10.3,179.6,180.0,179.6,1795.8,179.6
Malique Ewin,9.8,Arkansas,174,Arkansas Razorbacks,37,1308.6,111.6,1318.2,97.7,13.9,181.4,172.5,181.9,1825.6,182.1
Karter Knox,8.1,Arkansas,653,Arkansas Razorbacks,22,835.4,105.9,826.5,97.0,8.9,74.4,83.0,74.4,739.5,74.1
D.J. Wagner,7.4,Arkansas,526,Arkansas Razorbacks,35,1364.5,105.0,1385.4,98.2,6.8,92.5,72.3,92.8,934.9,93.2
Nick Pringle,4.6,Arkansas,612,Arkansas Razorbacks,35,1116.4,101.7,1092.5,94.6,7.1,79.4,101.9,79.3,784.1,78.0
Isaiah Sealy,2.9,Arkansas,2463,Arkansas Razorbacks,14,120.5,84.7,119.9,91.7,-7.1,-8.5,-7.9,-8.4,-84.1,-8.5
Jaden Karuletwa,0.6,Arkansas,1973,Arkansas Razorbacks,1,3.4,146.0,4.9,142.9,3.1,0.1,-2.0,0.1,1.3,-0.5
Ryan Curry,13.3,Army,4505,Army Black Knights,30,1668.6,86.4,1661.4,99.6,-13.1,-219.2,-213.1,-220.3,-2197.8,-220.3
Jaxson Bell,12.2,Army,4190,Army Black Knights,29,1212.0,88.6,1198.6,97.4,-8.8,-107.0,-93.6,-106.7,-1060.6,-107.0
Jacen Holloway,10.8,Army,4416,Army Black Knights,29,1363.2,88.8,1362.4,100.9,-12.0,-163.8,-164.1,-164.9,-1649.0,-164.9
Jackson Furman,8.9,Army,4444,Army Black Knights,30,1164.7,85.7,1160.3,100.7,-15.0,-174.4,-170.3,-174.7,-1743.7,-174.7
Kevin McCarthy,7.9,Army,4376,Army Black Knights,28,1123.5,89.5,1141.3,102.6,-13.1,-147.7,-165.4,-147.2,-1483.4,-147.6
Jorn Everson,7.6,Army,4364,Army Black Knights,30,888.7,85.2,864.3,101.1,-15.9,-141.6,-116.6,-141.3,-1393.5,-141.0
Tate Laczkowski,5.2,Army,4139,Army Black Knights,30,1048.7,85.8,1070.4,95.3,-9.5,-99.3,-120.3,-99.6,-1006.5,-98.6
Joshua Eli,4.3,Army,3943,Army Black Knights,26,617.7,85.8,627.3,98.4,-12.6,-77.6,-87.3,-77.8,-784.3,-77.7
Jackson Mayo,1.9,Army,2744,Army Black Knights,11,85.7,70.1,77.9,88.5,-18.5,-15.8,-8.9,-15.8,-150.3,-16.7
Dylan Benner,1.6,Army,3220,Army Black Knights,16,126.4,76.7,120.5,102.1,-25.4,-32.1,-26.1,-32.1,-313.5,-32.0
Jahaan Green,1.0,Army,1998,Army Black Knights,2,11.9,75.9,10.4,76.7,-0.8,-0.1,1.1,-0.1,-0.9,-0.4
Dillon Watt,1.0,Army,3243,Army Black Knights,21,121.3,75.0,122.3,102.2,-27.2,-33.0,-34.0,-33.0,-331.3,-33.0
Alex Engro,0.8,Army,2828,Army Black Knights,23,195.8,81.7,191.3,91.0,-9.3,-18.1,-14.1,-18.2,-180.0,-18.6
Dayon Polk,0.7,Army,2824,Army Black Knights,9,92.4,85.5,100.9,105.0,-19.5,-18.0,-26.9,-18.0,-188.3,-18.4
Dylan Murans,0.5,Army,2295,Army Black Knights,8,19.2,62.4,20.8,86.3,-23.9,-4.6,-6.0,-4.6,-47.8,-4.4
Nnaemeka Ikechi,0.0,Army,2148,Army Black Knights,2,8.0,125.0,10.4,153.5,-28.5,-2.3,-6.0,-2.3,-26.0,-3.6
Keyshawn Hall,19.3,Auburn,632,Auburn Tigers,36,1946.5,102.1,1936.6,98.2,3.9,76.2,85.6,75.9,757.2,75.7
Tahaad Pettiford,15.4,Auburn,557,Auburn Tigers,38,1994.0,101.6,1992.6,97.3,4.3,86.7,87.1,85.7,857.1,85.7
Kevin Overton,14.1,Auburn,743,Auburn Tigers,38,1910.5,101.1,1935.4,97.7,3.4,65.3,40.6,65.0,653.8,65.5
KeShawn Murphy,10.7,Auburn,1644,Auburn Tigers,31,1163.4,101.4,1184.6,100.7,0.7,8.3,-13.2,8.1,82.2,8.0
Elyjah Freeman,9.2,Auburn,346,Auburn Tigers,38,1618.6,102.6,1652.9,95.0,7.6,123.5,90.4,123.0,1243.1,124.7
Sebastian Williams-Adams,7.0,Auburn,687,Auburn Tigers,38,1636.2,100.8,1681.3,96.5,4.3,70.5,26.8,70.4,713.2,71.9
Filip Jovic,6.3,Auburn,777,Auburn Tigers,14,554.0,102.2,551.0,90.9,11.2,62.2,65.3,62.6,624.3,62.3
Emeka Opurum,3.8,Auburn,1295,Auburn Tigers,5,84.8,104.9,79.1,77.1,27.8,23.6,28.0,23.6,227.7,22.3
Kaden Magwood,3.6,Auburn,1622,Auburn Tigers,20,284.1,102.1,294.2,98.9,3.2,9.0,-0.9,9.1,92.5,9.2
Simon Walker,2.5,Auburn,2565,Auburn Tigers,10,66.0,95.4,75.9,112.0,-16.6,-11.0,-22.0,-11.0,-117.5,-12.1
Blake Muschalek,0.6,Auburn,1651,Auburn Tigers,26,204.2,96.0,228.0,92.1,3.9,8.0,-14.0,8.0,84.2,9.8
Collin Parker,17.6,Austin Peay,833,Austin Peay Governors,29,1605.0,100.2,1546.0,96.6,3.5,56.9,114.8,57.8,567.1,55.8
Rashaud Marshall,16.3,Austin Peay,537,Austin Peay Governors,29,1530.1,101.4,1487.0,95.5,5.9,90.9,131.4,90.3,890.0,88.3
Zyree Collins,13.5,Austin Peay,783,Austin Peay Governors,29,1547.8,99.2,1507.6,95.2,4.0,61.7,100.2,61.9,611.0,60.0
Tate McCubbin,9.7,Austin Peay,874,Austin Peay Governors,29,1526.9,96.9,1493.1,93.4,3.5,53.4,85.0,53.4,528.5,51.2
Anton Brookshire,8.4,Austin Peay,695,Austin Peay Governors,29,1272.3,98.8,1239.9,93.3,5.5,69.7,100.2,70.0,690.8,67.8
Ja'Corey Robinson,6.6,Austin Peay,603,Austin Peay Governors,28,803.3,104.5,809.8,94.5,10.0,80.2,74.2,80.3,806.5,80.7
Matt Enright,4.7,Austin Peay,1614,Austin Peay Governors,22,583.8,95.6,587.2,94.0,1.6,9.2,6.1,9.3,93.7,9.5
Tyler Wagner,2.6,Austin Peay,2086,Austin Peay Governors,20,190.8,99.6,198.1,100.5,-0.9,-1.6,-9.1,-1.7,-17.5,-1.8
Quan Lax,2.4,Austin Peay,1684,Austin Peay Governors,8,199.5,89.7,207.8,86.1,3.6,7.2,0.0,7.2,73.3,8.3
Travis Torain,1.7,Austin Peay,843,Austin Peay Governors,20,258.8,107.8,280.6,86.2,21.6,55.8,37.1,55.9,582.1,58.9
Hansel Enmanuel,1.5,Austin Peay,2991,Austin Peay Governors,8,73.5,73.5,82.8,105.1,-31.6,-23.2,-33.0,-23.2,-246.5,-23.7
Creighton Morisch,1.3,Austin Peay,1760,Austin Peay Governors,29,401.7,95.6,423.9,94.4,1.2,4.9,-16.1,4.8,49.5,6.1
Davion Hill,14.0,Ball State,3491,Ball State Cardinals,29,1260.7,92.7,1256.0,96.3,-3.5,-44.6,-40.9,-45.4,-453.0,-45.6
Armoni Zeigler,12.5,Ball State,4275,Ball State Cardinals,29,1485.8,88.5,1465.4,96.5,-8.0,-118.6,-99.2,-118.9,-1180.5,-119.6
Devon Barnes,9.1,Ball State,3757,Ball State Cardinals,29,938.1,88.6,920.2,95.2,-6.6,-62.0,-44.9,-61.9,-613.2,-62.8
Joey Hart,9.0,Ball State,2328,Ball State Cardinals,4,133.7,90.5,128.0,94.5,-4.0,-5.4,0.0,-5.3,-52.3,-5.7
Kayden Fish,7.2,Ball State,3599,Ball State Cardinals,22,673.2,87.3,660.2,95.0,-7.6,-51.4,-39.5,-51.8,-513.3,-52.5
Juwan Maxey,6.3,Ball State,3536,Ball State Cardinals,23,620.2,84.6,618.8,92.3,-7.6,-47.3,-46.5,-47.8,-477.0,-47.9
Preston Copeland,4.6,Ball State,3828,Ball State Cardinals,28,828.1,88.8,819.3,96.9,-8.2,-67.5,-58.5,-67.1,-667.2,-67.3
Mason Jones,4.2,Ball State,4200,Ball State Cardinals,29,1442.1,87.0,1423.5,94.6,-7.5,-108.6,-92.0,-109.6,-1088.9,-110.6
Cam Denson,3.0,Ball State,3699,Ball State Cardinals,24,596.3,82.8,613.7,92.6,-9.7,-58.0,-74.5,-58.4,-592.8,-57.1
Jai Anthoni Bearden,2.0,Ball State,1392,Ball State Cardinals,10,61.2,120.9,67.4,90.5,30.4,18.6,13.0,18.6,195.2,19.2
Kody Clancy,1.6,Ball State,1631,Ball State Cardinals,3,28.7,111.3,30.8,81.3,30.0,8.6,6.9,8.6,89.2,9.0
Cameron Carr,18.9,Baylor,986,Baylor Bears,33,1788.1,99.7,1773.7,97.2,2.5,44.0,58.7,44.7,445.2,44.3
Tounde Yessoufou,17.8,Baylor,3362,Baylor Bears,33,1718.0,97.0,1691.2,99.3,-2.2,-38.6,-12.9,-39.5,-392.0,-39.7
Obi Agbim,10.7,Baylor,2455,Baylor Bears,33,1731.3,97.0,1727.9,97.5,-0.5,-8.3,-5.3,-8.7,-86.5,-8.7
Michael Rataj,7.2,Baylor,2329,Baylor Bears,33,1186.8,99.8,1185.3,100.2,-0.5,-5.5,-3.2,-4.7,-47.4,-4.7
Caden Powell,6.9,Baylor,1014,Baylor Bears,33,1243.7,98.7,1231.2,95.4,3.4,42.2,53.0,41.0,408.4,40.5
JJ White,1.5,Baylor,2709,Baylor Bears,4,50.1,87.9,46.8,117.4,-29.5,-14.8,-10.9,-14.8,-142.8,-14.2
James Nnaji,1.4,Baylor,3659,Baylor Bears,18,216.5,77.1,217.6,102.5,-25.4,-54.9,-56.1,-55.0,-551.3,-55.0
Jack Karasinski,21.7,Bellarmine,279,Bellarmine Knights,30,1415.2,118.0,1389.8,107.9,10.1,142.6,170.3,142.9,1416.5,144.9
Brian Waddell,15.0,Bellarmine,250,Bellarmine Knights,30,1470.1,117.8,1475.9,107.5,10.3,151.3,145.2,151.4,1517.2,151.0
Kenyon Goodin,11.6,Bellarmine,74,Bellarmine Knights,29,1494.1,120.1,1479.2,104.0,16.0,239.4,256.0,240.6,2393.5,241.1
Tyler Doyle,10.0,Bellarmine,277,Bellarmine Knights,25,1067.4,120.9,1070.0,107.5,13.4,142.8,140.2,143.0,1432.1,142.8
Sam Donald,6.5,Bellarmine,211,Bellarmine Knights,29,1160.6,117.3,1160.0,102.8,14.4,167.3,168.9,168.3,1682.4,168.3
Michael Wilson Jr.,5.7,Bellarmine,1308,Bellarmine Knights,27,587.4,110.5,588.3,106.6,3.9,23.0,21.9,22.9,229.3,22.8
Donovan Hunter,4.0,Bellarmine,1241,Bellarmine Knights,28,538.0,110.6,555.2,105.6,5.0,27.1,8.7,26.9,273.3,25.9
Myles Watkins,3.6,Bellarmine,1667,Bellarmine Knights,28,463.0,108.2,477.7,106.6,1.6,7.6,-8.3,7.4,75.2,6.4
Jacob Wassler,3.5,Bellarmine,523,Bellarmine Knights,20,352.4,122.6,387.8,96.2,26.4,93.0,59.0,93.0,975.9,94.4
Grant Neal,3.0,Bellarmine,1737,Bellarmine Knights,6,18.3,98.2,16.3,67.4,30.8,5.7,7.0,5.6,53.2,5.0
Grant Whitaker,1.6,Bellarmine,2610,Bellarmine Knights,25,240.8,111.3,253.5,116.4,-5.1,-12.2,-27.1,-12.3,-126.0,-14.4
Tommy Clark,1.6,Bellarmine,1640,Bellarmine Knights,6,21.8,105.5,19.4,67.1,38.4,8.4,10.0,8.4,79.0,7.6
Darrius Bolden,1.2,Bellarmine,1248,Bellarmine Knights,22,415.6,112.6,421.9,106.2,6.4,26.7,19.9,26.6,268.0,26.2
Tyler Lundblade,15.6,Belmont,102,Belmont Bruins,31,1847.0,102.9,1798.9,90.9,12.0,221.2,265.4,221.6,2187.3,217.3
Sam Orme,12.7,Belmont,252,Belmont Bruins,28,1249.6,100.1,1217.8,88.0,12.1,151.0,179.2,151.2,1492.7,147.4
Drew Scharnowski,10.7,Belmont,343,Belmont Bruins,30,1127.8,99.8,1137.9,88.8,11.0,123.9,115.1,124.1,1246.1,125.2
Nic McClain,10.4,Belmont,321,Belmont Bruins,14,626.9,102.7,618.3,82.2,20.6,128.9,135.6,128.5,1276.3,127.0
Jabez Jenkins,9.0,Belmont,100,Belmont Bruins,31,1259.3,100.4,1282.6,82.6,17.7,223.3,204.9,224.2,2262.2,228.2
Jack Smiley,8.5,Belmont,556,Belmont Bruins,31,917.8,102.0,858.2,92.5,9.5,86.9,142.3,87.2,843.1,82.7
Eoin Dillon,7.6,Belmont,583,Belmont Bruins,31,835.1,102.9,808.3,93.0,9.8,82.1,107.6,82.7,813.4,80.8
Brigham Rogers,7.1,Belmont,195,Belmont Bruins,31,926.7,101.5,955.2,82.8,18.7,173.7,149.7,173.3,1759.4,178.2
Aidan Noyes,5.9,Belmont,2050,Belmont Bruins,14,380.7,103.2,385.6,103.5,-0.3,-1.0,-6.2,-1.1,-11.5,-1.3
Isaiah West,2.9,Belmont,328,Belmont Bruins,31,836.6,98.1,906.1,82.9,15.3,127.6,69.5,127.2,1323.4,139.0
Win Miller,2.9,Belmont,2896,Belmont Bruins,25,392.4,90.7,370.4,95.8,-5.1,-20.2,1.1,-20.0,-194.4,-20.9
Cooper Haynes,1.7,Belmont,1649,Belmont Bruins,6,57.6,86.7,52.3,72.7,14.0,8.1,11.9,8.1,76.8,6.6
Keith Robbins,1.2,Belmont,1847,Belmont Bruins,3,5.4,165.9,8.0,113.2,52.7,2.9,-0.1,2.8,34.6,2.5
Jake Dykstra,0.6,Belmont,1789,Belmont Bruins,5,7.4,135.6,10.0,80.0,55.6,4.1,2.0,4.1,47.8,4.6
Jakobi Heady,18.2,Bethune Cookman,652,Bethune-Cookman Wildcats,31,1818.0,97.9,1836.7,93.8,4.1,74.6,57.0,74.5,749.2,75.7
Doctor Bradley,11.9,Bethune Cookman,667,Bethune-Cookman Wildcats,8,283.4,103.4,282.0,77.7,25.7,73.0,73.9,72.8,726.5,72.5
Daniel Rouzan,11.8,Bethune Cookman,1877,Bethune-Cookman Wildcats,31,1225.8,97.2,1207.3,97.0,0.2,2.1,20.4,2.5,24.3,1.9
Arterio Morris,11.5,Bethune Cookman,1045,Bethune-Cookman Wildcats,29,1326.8,99.3,1339.9,96.3,3.0,39.6,27.2,39.8,400.0,40.3
Quentin Heady,10.3,Bethune Cookman,2642,Bethune-Cookman Wildcats,31,1310.0,95.6,1321.4,96.6,-1.0,-13.0,-24.1,-13.1,-131.6,-12.7
Tyler Andrews,6.9,Bethune Cookman,1264,Bethune-Cookman Wildcats,25,862.2,94.2,868.6,91.2,3.0,25.8,20.0,25.9,259.6,26.4
Jordan Johnson,4.9,Bethune Cookman,3825,Bethune-Cookman Wildcats,31,734.3,90.8,762.1,100.0,-9.2,-67.2,-95.4,-67.6,-688.2,-67.6
Ariel Bland,4.8,Bethune Cookman,1439,Bethune-Cookman Wildcats,31,971.7,96.4,1003.8,94.7,1.7,16.4,-13.9,16.5,167.9,18.2
Rickey Mitchell Jr.,4.1,Bethune Cookman,4031,Bethune-Cookman Wildcats,13,317.2,78.2,327.2,105.4,-27.3,-86.5,-96.8,-86.3,-876.3,-86.8
Seneca Willoughby,4.1,Bethune Cookman,1152,Bethune-Cookman Wildcats,28,1151.7,98.6,1155.5,95.7,2.8,32.7,29.8,33.4,334.5,33.6
David Onanina,1.6,Bethune Cookman,3055,Bethune-Cookman Wildcats,8,64.8,64.9,71.2,104.0,-39.1,-25.3,-32.0,-25.3,-265.6,-25.6
Dailon Minor,1.3,Bethune Cookman,2849,Bethune-Cookman Wildcats,3,34.1,87.9,31.4,143.1,-55.2,-18.8,-15.0,-18.8,-180.6,-17.7
Demetrius Lilley,14.6,Binghamton,4213,Binghamton Bearcats,10,515.6,82.8,499.9,104.2,-21.4,-110.3,-94.0,-110.3,-1086.5,-109.7
Jeremiah Quigley,14.5,Binghamton,4441,Binghamton Bearcats,28,1628.3,90.4,1607.0,101.0,-10.6,-172.6,-151.1,-172.6,-1714.7,-172.4
Zyier Beverly,11.8,Binghamton,4132,Binghamton Bearcats,26,997.8,87.2,1003.8,97.0,-9.8,-98.2,-103.6,-97.8,-980.8,-97.6
Jackson Benigni,10.1,Binghamton,3990,Binghamton Bearcats,27,1339.4,93.8,1332.0,100.0,-6.2,-82.4,-75.6,-83.0,-828.1,-83.0
Bryson Wilson,9.9,Binghamton,4399,Binghamton Bearcats,26,1121.9,88.9,1131.3,103.0,-14.1,-158.4,-167.9,-158.2,-1588.5,-158.5
Jake Blackburn,5.5,Binghamton,3347,Binghamton Bearcats,13,314.4,92.2,304.9,104.3,-12.1,-37.9,-28.1,-38.0,-374.6,-37.6
Ryan Richardson,4.2,Binghamton,3941,Binghamton Bearcats,19,681.2,88.4,695.7,99.8,-11.4,-77.6,-92.1,-77.7,-784.8,-77.6
Stephan Snagg,3.9,Binghamton,3168,Binghamton Bearcats,25,693.3,94.6,702.3,99.0,-4.3,-30.1,-39.4,-30.5,-307.0,-30.4
Nevin Ibroci,0.6,Binghamton,2333,Binghamton Bearcats,5,24.3,111.0,26.1,134.0,-23.0,-5.6,-8.0,-5.6,-57.9,-6.2
Jayden Kelsey,0.5,Binghamton,2620,Binghamton Bearcats,1,21.4,60.7,22.9,117.9,-57.2,-12.3,-14.0,-12.2,-126.6,-12.5
Drew Fielder,14.7,Boise State,1456,Boise State Broncos,30,1141.6,99.4,1104.3,98.1,1.3,15.4,51.4,14.8,146.0,14.1
Javan Buchanan,12.6,Boise State,683,Boise State Broncos,29,1292.1,100.5,1279.7,94.9,5.5,71.2,84.1,72.4,720.1,71.7
Dylan Andrews,12.5,Boise State,1868,Boise State Broncos,30,1405.7,98.7,1389.8,98.5,0.2,2.4,18.5,2.8,28.0,2.6
Andrew Meadow,12.1,Boise State,1306,Boise State Broncos,30,1422.4,98.6,1403.8,97.0,1.6,23.0,40.8,22.8,226.1,22.2
Pearson Carmichael,7.9,Boise State,1197,Boise State Broncos,29,892.4,98.2,870.6,94.8,3.4,30.3,51.0,30.3,299.7,29.2
Dominic Parolin,5.5,Boise State,1056,Boise State Broncos,30,791.9,96.9,804.9,91.9,4.9,39.0,27.6,39.6,399.2,40.6
Spencer Ahrens,4.9,Boise State,3427,Boise State Broncos,30,604.2,92.2,597.9,99.0,-6.8,-41.2,-34.8,-41.1,-408.7,-41.1
Aginaldo Neto,4.3,Boise State,1340,Boise State Broncos,30,925.7,95.0,917.0,92.6,2.4,21.9,30.3,22.2,221.1,21.6
Bhan Buom,1.6,Boise State,1889,Boise State Broncos,18,99.5,97.5,96.2,95.6,1.9,1.9,5.0,1.9,18.6,1.7
Julian Bowie,1.0,Boise State,1792,Boise State Broncos,6,47.5,100.9,48.7,92.4,8.5,4.1,2.9,4.0,40.9,4.1
Fred Payne,15.8,Boston College,3628,Boston College Eagles,30,1615.3,87.8,1604.4,91.1,-3.3,-52.9,-43.4,-53.3,-531.2,-54.3
Donald Hand Jr.,12.4,Boston College,3144,Boston College Eagles,27,1293.1,87.2,1301.0,89.5,-2.2,-29.0,-36.8,-29.7,-298.3,-28.9
Boden Kapke,10.6,Boston College,4207,Boston College Eagles,30,1253.3,83.7,1255.4,92.5,-8.8,-110.0,-112.2,-110.3,-1103.8,-110.1
Jayden Hastings,6.7,Boston College,1119,Boston College Eagles,30,1048.8,90.2,1040.0,86.8,3.4,35.3,43.3,35.7,355.1,34.5
Luka Toews,6.3,Boston College,3338,Boston College Eagles,28,938.4,85.8,931.0,89.8,-4.0,-37.6,-30.9,-37.5,-373.9,-38.3
Chase Forte,6.0,Boston College,2966,Boston College Eagles,30,1111.4,89.7,1115.3,91.7,-2.0,-22.5,-25.8,-22.2,-222.7,-21.9
Aidan Shaw,4.5,Boston College,3313,Boston College Eagles,30,1167.8,88.0,1172.0,91.1,-3.1,-36.1,-40.0,-36.2,-362.7,-35.8
Caleb Steger,3.3,Boston College,3865,Boston College Eagles,30,494.0,79.0,493.3,93.2,-14.3,-70.6,-69.5,-70.1,-701.0,-70.2
Jason Asemota,3.1,Boston College,1578,Boston College Eagles,20,252.8,91.4,253.1,87.3,4.1,10.3,10.1,10.4,103.7,10.4
Marko Radunovic,2.2,Boston College,1817,Boston College Eagles,18,275.9,84.1,271.6,82.9,1.3,3.5,6.9,3.3,32.8,2.6
Kany Tchanda,0.0,Boston College,2784,Boston College Eagles,4,21.9,54.7,21.3,131.3,-76.6,-16.8,-16.0,-16.8,-165.4,-16.6
Michael McNair,16.9,Boston University,2976,Boston University Terriers,33,1859.3,98.9,1871.4,100.1,-1.2,-22.9,-34.4,-22.3,-223.8,-22.3
Ben Defty,15.1,Boston University,570,Boston University Terriers,33,1520.3,100.7,1501.0,95.2,5.5,83.7,102.0,83.6,830.8,82.7
Chance Gladden,14.4,Boston University,2764,Boston University Terriers,32,1678.2,97.8,1685.2,98.8,-1.0,-16.2,-23.7,-16.8,-168.2,-16.7
Sam Hughes,9.0,Boston University,1904,Boston University Terriers,33,1525.8,99.2,1528.3,99.1,0.1,1.5,-1.0,1.5,15.3,1.5
Azmar Abdullah,8.3,Boston University,1938,Boston University Terriers,33,1495.4,99.8,1493.4,99.8,0.1,1.0,2.0,0.0,0.0,-0.0
Andrew Bhesania,7.7,Boston University,2038,Boston University Terriers,2,4.9,81.6,4.0,100.0,-18.4,-0.9,-0.0,-0.9,-8.1,-0.9
Ben Roy,6.6,Boston University,3783,Boston University Terriers,11,451.4,92.6,466.9,106.9,-14.3,-64.5,-81.1,-64.6,-656.5,-65.6
Donte Tisinger Jr.,6.4,Boston University,1638,Boston University Terriers,27,812.0,100.9,834.5,99.8,1.0,8.4,-13.5,8.9,90.5,9.0
Malcolm Chimezie,4.9,Boston University,2960,Boston University Terriers,14,411.7,95.7,429.3,101.1,-5.4,-22.2,-40.0,-22.2,-227.0,-22.4
Ethan Okwuosa,4.4,Boston University,3199,Boston University Terriers,8,237.8,92.1,238.1,105.4,-13.3,-31.7,-31.9,-31.6,-316.5,-31.6
Quinn Nielsen,1.3,Boston University,3543,Boston University Terriers,27,316.7,87.1,343.3,102.3,-15.1,-47.9,-75.4,-48.1,-501.2,-48.8
Kyrone Alexander,1.0,Boston University,2021,Boston University Terriers,1,16.8,71.2,21.4,74.9,-3.6,-0.6,-4.1,-0.6,-7.0,0.5
Javontae Campbell,18.7,Bowling Green State,342,Bowling Green Falcons,29,1740.5,97.4,1715.4,90.3,7.1,124.4,146.2,123.6,1226.8,121.1
Sam Towns,11.9,Bowling Green State,594,Bowling Green Falcons,29,1606.7,95.4,1595.7,90.3,5.0,81.0,91.9,81.9,816.6,80.9
Josiah Shackelford,11.3,Bowling Green State,610,Bowling Green Falcons,29,1165.5,99.2,1166.0,92.4,6.8,79.4,78.8,79.3,792.7,79.3
Mayar Wol,10.5,Bowling Green State,1137,Bowling Green Falcons,29,1012.8,98.1,987.5,94.8,3.4,34.0,57.4,33.4,330.0,32.1
Javon Ruffin,7.7,Bowling Green State,1193,Bowling Green Falcons,28,1144.0,95.1,1115.4,92.4,2.7,30.6,57.3,30.9,305.0,28.7
Troy Glover II,7.7,Bowling Green State,593,Bowling Green Falcons,29,1158.2,98.3,1149.6,91.3,7.0,81.1,88.9,81.1,807.7,80.3
Justin Thomas,5.4,Bowling Green State,639,Bowling Green Falcons,27,1211.9,95.1,1195.0,88.9,6.3,76.0,90.2,75.1,746.1,73.3
Makhi Leach,3.1,Bowling Green State,1599,Bowling Green Falcons,21,261.3,97.6,259.8,93.9,3.7,9.6,11.1,9.7,96.4,9.6
Jason Kimbrough Jr.,2.3,Bowling Green State,1739,Bowling Green Falcons,6,30.8,100.6,32.7,82.6,18.1,5.6,4.0,5.5,57.1,5.9
Camden Karel,2.0,Bowling Green State,2049,Bowling Green Falcons,15,92.6,96.1,95.6,97.3,-1.1,-1.0,-4.0,-1.1,-11.3,-1.0
Preston Squire,1.0,Bowling Green State,2105,Bowling Green Falcons,3,18.4,92.5,19.3,103.5,-11.0,-2.0,-3.0,-2.0,-20.7,-2.1
