Player,Points_Per_Game,Assigned_Team_x,Unnamed: 0,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced,Balanced,Star,Defense,WAR
James Scott,3.9,Mississippi,860,Ole Miss Rebels,35,1039.7,96.2,1057.8,90.9,5.2,54.4,38.7,55.1,555.8,56.8
Corey Chest,2.6,Mississippi,1299,Ole Miss Rebels,34,726.4,93.8,737.8,90.5,3.2,23.4,13.7,24.0,241.6,25.1
Koren Johnson,1.8,Mississippi,951,Ole Miss Rebels,24,367.3,102.1,371.2,89.4,12.7,46.5,43.2,46.6,468.9,47.1
Hobert Grayson IV,1.4,Mississippi,2051,Ole Miss Rebels,3,33.4,80.9,33.3,84.0,-3.1,-1.0,-1.0,-1.0,-10.3,-1.1
Max Smith,1.0,Mississippi,1761,Ole Miss Rebels,5,26.2,103.2,25.9,84.9,18.2,4.8,5.0,4.8,47.7,4.7
Zach Day,0.9,Mississippi,2577,Ole Miss Rebels,18,223.1,90.5,223.8,95.6,-5.1,-11.4,-12.0,-11.4,-114.0,-11.3
Niko Bundalo,0.5,Mississippi,2669,Ole Miss Rebels,6,25.2,79.4,25.4,134.0,-54.5,-13.7,-14.0,-13.8,-138.1,-13.8
Karmello Branch,12.1,Missouri Kansas City,4535,Kansas City Roos,25,1220.5,80.9,1237.1,104.2,-23.3,-284.7,-301.7,-284.4,-2863.0,-285.1
Jayson Petty,11.1,Missouri Kansas City,4527,Kansas City Roos,28,1452.7,83.8,1470.2,102.1,-18.2,-265.1,-283.7,-265.8,-2674.4,-266.2
Kasheem Grady II,10.0,Missouri Kansas City,4509,Kansas City Roos,27,1039.3,80.6,1068.6,102.2,-21.6,-224.1,-254.4,-224.5,-2276.3,-225.1
Jerome Palm,7.8,Missouri Kansas City,4522,Kansas City Roos,28,1153.3,82.7,1181.0,104.0,-21.3,-245.2,-274.5,-245.7,-2485.9,-246.8
Chris Dockery,7.2,Missouri Kansas City,4464,Kansas City Roos,26,929.2,84.5,941.1,104.2,-19.8,-183.6,-195.5,-183.1,-1842.2,-183.6
Addarin Scott,3.8,Missouri Kansas City,4259,Kansas City Roos,26,504.0,80.6,498.6,103.9,-23.3,-117.6,-111.8,-117.4,-1168.0,-117.2
Kernan Bundy,3.0,Missouri Kansas City,2781,Kansas City Roos,6,137.6,74.1,133.2,86.3,-12.2,-16.8,-13.0,-16.8,-165.2,-17.4
D'Andre Harrison,2.8,Missouri Kansas City,1670,Kansas City Roos,5,106.0,87.7,107.9,80.6,7.1,7.5,6.0,7.5,75.9,7.9
Jamaria Clark,2.8,Missouri Kansas City,4123,Kansas City Roos,25,447.3,78.0,473.3,99.7,-21.7,-97.0,-123.0,-97.1,-998.5,-97.0
Babacar Mbengue,1.2,Missouri Kansas City,3323,Kansas City Roos,22,268.1,78.7,280.4,92.4,-13.7,-36.6,-48.1,-36.7,-375.6,-35.8
Keith Palek III,17.3,Missouri State,3390,Missouri State Bears,31,1703.0,95.2,1692.1,97.6,-2.3,-39.6,-30.2,-40.9,-407.4,-41.1
Michael Osei-Bonsu,15.3,Missouri State,1294,Missouri State Bears,28,1337.2,96.8,1293.7,95.0,1.8,23.7,65.4,24.1,236.7,21.9
Kobi Williams,14.4,Missouri State,3309,Missouri State Bears,30,1767.0,95.6,1739.4,97.6,-2.0,-36.0,-8.4,-35.3,-350.6,-36.0
Trey Williams Jr.,9.4,Missouri State,3862,Missouri State Bears,31,1555.2,94.9,1541.8,99.4,-4.5,-70.4,-56.7,-70.0,-696.8,-70.1
Zaxton King,7.2,Missouri State,3720,Missouri State Bears,31,1349.1,93.5,1330.5,97.9,-4.4,-59.3,-41.2,-59.4,-589.5,-59.8
Antwan Burnett,4.7,Missouri State,1735,Missouri State Bears,19,736.7,94.2,724.6,93.4,0.8,5.7,17.2,5.9,58.4,5.1
Darrion Sutton,4.6,Missouri State,3602,Missouri State Bears,31,654.3,94.6,656.7,102.5,-7.9,-51.5,-54.1,-51.7,-517.8,-51.7
Ryder Cheesman,3.3,Missouri State,2347,Missouri State Bears,1,3.0,0.0,3.5,201.4,-201.4,-5.9,-7.0,-6.0,-65.3,-6.5
Melakih Cunningham,3.1,Missouri State,2415,Missouri State Bears,21,398.2,95.9,393.9,97.7,-1.8,-7.2,-3.0,-7.2,-71.3,-7.3
Tyrique Brooks,1.9,Missouri State,1468,Missouri State Bears,19,237.2,105.8,232.8,99.7,6.2,14.6,18.9,14.5,143.3,14.5
Cameron Boone,1.3,Missouri State,3239,Missouri State Bears,28,327.9,88.4,339.4,98.4,-10.0,-32.7,-44.1,-32.8,-333.6,-32.6
Logan Epes,1.2,Missouri State,2080,Missouri State Bears,19,238.5,97.3,233.9,97.9,-0.6,-1.5,3.1,-1.4,-14.2,-1.5
Mark Mitchell,18.3,Missouri,206,Missouri Tigers,33,1816.8,102.9,1795.0,93.5,9.3,169.6,191.2,170.8,1697.5,169.4
Jayden Stone,13.5,Missouri,750,Missouri Tigers,26,1241.6,102.2,1222.7,97.0,5.2,64.6,82.9,64.6,640.7,64.0
Trent Pierce,10.4,Missouri,1301,Missouri Tigers,20,907.0,100.8,903.2,98.2,2.6,23.3,27.3,23.6,235.3,23.5
Anthony Robinson II,8.9,Missouri,470,Missouri Tigers,33,1430.5,98.9,1407.5,91.7,7.2,103.0,124.1,103.0,1021.6,101.1
T.O. Barrett,8.6,Missouri,710,Missouri Tigers,33,1160.5,103.4,1168.9,97.5,5.9,68.2,60.3,68.5,687.2,68.7
Jacob Crews,8.4,Missouri,230,Missouri Tigers,33,1071.5,105.7,1036.6,90.8,15.0,160.3,191.3,159.7,1570.3,156.4
Shawn Phillips Jr.,7.6,Missouri,499,Missouri Tigers,31,1017.0,101.2,1024.8,91.6,9.6,97.1,90.5,97.6,980.1,98.3
Sebastian Mack,7.0,Missouri,756,Missouri Tigers,18,408.1,98.8,420.0,83.1,15.7,63.9,54.2,64.1,650.0,66.1
Jevon Porter,6.2,Missouri,765,Missouri Tigers,12,312.9,98.4,322.1,78.2,20.2,63.2,56.0,63.2,641.3,65.2
Luke Northweather,3.0,Missouri,374,Missouri Tigers,18,387.4,112.0,381.6,81.5,30.5,118.3,122.9,118.2,1172.7,117.1
Annor Boateng,2.7,Missouri,1266,Missouri Tigers,15,243.5,96.9,233.9,86.4,10.5,25.7,33.9,25.6,250.6,24.3
Trent Burns,2.0,Missouri,3013,Missouri Tigers,20,249.6,89.8,250.5,99.4,-9.6,-24.0,-24.9,-24.0,-240.0,-24.0
Nicholas Randall,0.7,Missouri,2180,Missouri Tigers,17,151.2,89.9,161.2,91.8,-1.9,-2.8,-12.1,-2.9,-29.7,-2.1
Kavion McClain,17.1,Monmouth,1590,Monmouth Hawks,11,640.0,94.7,622.6,93.2,1.5,9.8,25.8,9.6,94.7,8.4
Jason Rivera-Torres,15.8,Monmouth,604,Monmouth Hawks,33,1873.1,94.6,1868.8,90.3,4.3,80.2,84.4,80.5,804.5,80.1
Justin Ray,11.3,Monmouth,931,Monmouth Hawks,33,1493.0,95.0,1503.0,91.8,3.2,48.2,38.6,47.8,479.4,48.6
Stefanos Spartalis,10.7,Monmouth,2958,Monmouth Hawks,31,1174.5,90.8,1150.7,92.7,-1.9,-22.1,-0.3,-22.3,-220.9,-24.1
Andrew Ball,7.9,Monmouth,599,Monmouth Hawks,33,1100.6,97.6,1101.5,90.2,7.3,80.8,80.6,81.4,814.8,81.5
Jack Collins,7.0,Monmouth,1304,Monmouth Hawks,30,1672.4,93.6,1673.6,92.3,1.4,23.1,20.6,21.7,217.5,21.8
Dok Muordar,4.1,Monmouth,1174,Monmouth Hawks,32,650.6,95.3,664.5,90.4,4.8,31.5,19.3,31.9,322.2,33.2
Corey Miller,3.7,Monmouth,1400,Monmouth Hawks,6,167.5,91.3,159.2,80.4,11.0,18.3,24.9,18.3,178.0,16.6
Zubayr Griffin,1.1,Monmouth,2327,Monmouth Hawks,7,28.8,90.4,29.3,109.3,-18.9,-5.4,-6.0,-5.4,-54.9,-5.5
Lucas Orchard,0.8,Monmouth,1979,Monmouth Hawks,3,0.5,210.5,0.9,210.5,0.0,0.0,-0.8,0.0,0.0,-0.4
Anthony Martinez,0.6,Monmouth,2738,Monmouth Hawks,24,250.8,86.9,256.6,93.2,-6.2,-15.6,-21.2,-15.8,-159.8,-15.4
O'Marion Harvey,0.6,Monmouth,3024,Monmouth Hawks,11,60.0,76.6,63.2,117.1,-40.5,-24.3,-28.0,-24.3,-249.4,-24.8
Quinn Peters,0.3,Monmouth,1977,Monmouth Hawks,3,0.5,210.5,0.9,210.5,0.0,0.0,-0.8,0.0,0.0,-0.4
Jack Leahy,0.0,Monmouth,1980,Monmouth Hawks,3,0.5,210.5,0.9,210.5,0.0,0.0,-0.8,0.0,0.0,-0.4
Jed Miller,14.9,Montana State,2261,Montana State Bobcats,29,1710.3,96.2,1725.6,96.5,-0.2,-4.1,-19.9,-5.1,-51.5,-4.6
Patrick McMahon,13.7,Montana State,2543,Montana State Bobcats,27,1351.2,97.0,1358.9,97.8,-0.8,-10.4,-18.3,-10.8,-108.4,-10.6
Davian Brown,12.7,Montana State,2532,Montana State Bobcats,18,760.2,95.6,743.5,97.0,-1.3,-10.2,5.6,-10.6,-105.3,-11.1
Christian King,12.6,Montana State,2600,Montana State Bobcats,25,1180.6,96.6,1199.2,97.6,-1.0,-11.8,-30.0,-11.8,-119.0,-11.4
Jeremiah Davis,9.1,Montana State,1417,Montana State Bobcats,28,1115.4,96.3,1146.4,94.7,1.6,17.4,-11.5,17.8,180.9,19.5
Cavin Holden,8.4,Montana State,2747,Montana State Bobcats,6,280.6,92.7,288.9,98.3,-5.6,-15.8,-23.9,-15.7,-159.4,-15.6
Seth Amunrud,7.3,Montana State,1222,Montana State Bobcats,23,816.0,99.0,830.2,95.5,3.5,28.6,15.0,28.6,288.1,29.2
Jaden Steppe,5.6,Montana State,1393,Montana State Bobcats,29,726.4,98.4,731.2,95.9,2.6,18.6,13.6,18.2,182.2,18.4
Chris Hodges,5.5,Montana State,1779,Montana State Bobcats,29,1139.2,94.5,1137.5,94.2,0.4,4.4,5.0,3.4,34.2,3.3
Waka Mbatch,4.7,Montana State,1659,Montana State Bobcats,9,183.4,93.8,186.6,89.5,4.3,7.8,5.0,7.9,79.5,8.2
Howie Keene,2.2,Montana State,1391,Montana State Bobcats,21,398.4,96.6,400.3,91.9,4.7,18.7,17.0,18.7,187.7,18.9
Money Williams,20.6,Montana,2861,Montana Grizzlies,30,1657.5,94.8,1632.3,96.0,-1.2,-19.2,4.3,-19.9,-197.4,-20.9
Te'Jon Sawyer,11.4,Montana,3490,Montana Grizzlies,30,1446.2,93.3,1436.1,96.4,-3.1,-44.6,-35.1,-44.8,-446.8,-45.2
Brooklyn Hicks,9.0,Montana,3453,Montana Grizzlies,30,1128.2,92.0,1108.6,95.8,-3.8,-42.8,-24.1,-42.9,-425.0,-43.7
Kenyon Aguino,8.4,Montana,1836,Montana Grizzlies,30,1207.0,92.8,1204.9,92.5,0.3,3.1,5.6,3.6,36.2,3.5
Tyler Thompson,8.4,Montana,1290,Montana Grizzlies,30,1529.4,95.4,1537.8,93.8,1.6,23.9,16.6,24.5,245.4,25.0
Grant Kepley,6.2,Montana,2099,Montana Grizzlies,25,945.7,93.5,940.5,93.7,-0.2,-1.9,3.0,-1.9,-18.9,-2.2
Tyler Isaak,6.1,Montana,3875,Montana Grizzlies,30,1125.7,90.3,1119.2,96.6,-6.3,-71.3,-64.6,-70.9,-707.1,-71.1
Kadyn Betts,3.1,Montana,2914,Montana Grizzlies,6,55.2,74.2,52.9,111.5,-37.2,-20.6,-18.0,-20.6,-201.6,-20.3
Chase Henderson,2.4,Montana,2968,Montana Grizzlies,15,149.7,83.5,138.9,98.6,-15.1,-22.6,-12.0,-22.6,-217.7,-22.8
Connor Dick,2.4,Montana,3694,Montana Grizzlies,19,273.5,81.9,275.9,103.0,-21.1,-57.6,-60.2,-57.7,-579.6,-57.8
Trae Taylor,2.2,Montana,2845,Montana Grizzlies,26,345.8,83.3,347.4,88.7,-5.4,-18.6,-20.1,-18.7,-187.2,-18.5
Amari Jedkins,1.3,Montana,3299,Montana Grizzlies,17,155.4,86.2,153.0,109.2,-22.9,-35.6,-33.1,-35.7,-354.6,-35.5
George Marshall,13.8,Morehead State,2013,Morehead State Eagles,30,1517.1,98.6,1488.5,98.6,-0.0,-0.3,28.2,0.0,0.0,-0.4
Davion Cunningham,11.4,Morehead State,945,Morehead State Eagles,29,1297.3,99.4,1289.9,95.7,3.6,46.8,55.1,48.0,478.6,47.7
Jon Carroll,11.2,Morehead State,1226,Morehead State Eagles,30,1202.1,101.4,1184.0,99.1,2.3,28.1,45.6,27.6,274.4,27.5
Chase Dawson,8.3,Morehead State,2791,Morehead State Eagles,30,1263.1,96.7,1248.9,98.0,-1.3,-17.0,-2.5,-16.4,-163.3,-16.7
Anouar Mellouk,8.0,Morehead State,1637,Morehead State Eagles,30,1203.7,98.9,1201.2,98.2,0.7,8.5,10.9,8.4,84.2,8.4
Josiah LeGree,7.5,Morehead State,906,Morehead State Eagles,30,824.1,98.7,816.9,92.5,6.1,50.3,57.8,51.1,508.7,50.6
Tamaury Releford,5.8,Morehead State,1285,Morehead State Eagles,30,675.0,92.3,686.4,88.7,3.6,24.1,14.2,24.3,245.0,25.6
Tyonne Farrell,4.0,Morehead State,1495,Morehead State Eagles,25,520.5,97.2,519.9,94.6,2.6,13.5,14.1,13.5,135.3,13.5
Clayton Parker,3.9,Morehead State,3160,Morehead State Eagles,18,450.7,89.9,450.0,96.4,-6.6,-29.7,-28.6,-29.3,-292.7,-29.3
Vince Dawson III,3.6,Morehead State,1330,Morehead State Eagles,30,738.6,96.5,737.9,93.5,3.0,22.3,22.8,22.2,221.5,22.1
Jacob Wilson,0.0,Morehead State,2377,Morehead State Eagles,2,20.9,47.8,21.7,78.3,-30.5,-6.4,-7.0,-6.4,-65.0,-6.2
Alfred Worrell Jr.,17.4,Morgan State,4409,Morgan State Bears,27,1368.3,90.3,1326.0,102.0,-11.8,-161.2,-116.9,-160.1,-1576.0,-159.2
Elijah Davis,13.8,Morgan State,1943,North Carolina Tar Heels,1,4.0,100.0,5.0,80.0,20.0,0.8,0.0,0.8,8.9,1.0
Elijah Davis,13.8,Morgan State,4417,Morgan State Bears,23,1412.4,88.4,1387.4,100.0,-11.6,-164.0,-138.8,-163.8,-1623.8,-163.8
Rob Lawson,12.8,Morgan State,4488,Morgan State Bears,27,1505.3,88.8,1491.4,102.1,-13.2,-199.3,-186.0,-200.2,-1992.8,-199.9
Walter Peggs Jr.,8.8,Morgan State,4279,Morgan State Bears,25,852.2,85.9,852.9,99.9,-14.0,-119.3,-120.0,-119.3,-1193.6,-119.3
Eugene Alvin,7.3,Morgan State,4288,Morgan State Bears,26,847.1,87.8,832.6,102.2,-14.4,-121.7,-107.2,-122.0,-1209.3,-121.7
Christian Meeks,5.9,Morgan State,4404,Morgan State Bears,27,1287.3,90.1,1264.9,102.5,-12.3,-158.9,-136.7,-159.6,-1582.3,-159.1
Christian Oliver,4.3,Morgan State,3509,Morgan State Bears,23,577.6,92.3,582.8,100.2,-7.9,-45.8,-50.8,-45.6,-458.4,-45.6
Marland Harris,3.9,Morgan State,3539,Morgan State Bears,18,364.5,84.2,352.7,97.3,-13.0,-47.5,-36.3,-47.7,-469.7,-48.1
Trent Edwards,3.5,Morgan State,1527,Morgan State Bears,2,44.0,111.3,46.6,83.7,27.6,12.2,10.0,12.1,125.0,12.6
David Bumpass,3.2,Morgan State,3654,Morgan State Bears,18,231.3,86.5,235.3,110.1,-23.6,-54.6,-59.0,-54.6,-550.6,-55.0
Manok Lual,1.8,Morgan State,3417,Morgan State Bears,17,192.5,84.2,195.7,105.3,-21.1,-40.7,-44.0,-40.6,-409.5,-40.8
Dallas James,1.6,Morgan State,3579,Morgan State Bears,18,179.0,80.4,168.9,108.4,-27.9,-50.0,-39.2,-50.1,-486.9,-49.3
Matar Wade,0.9,Morgan State,3074,Morgan State Bears,12,129.9,87.0,133.5,107.1,-20.1,-26.1,-30.0,-26.1,-264.7,-26.4
Jayden Socka,0.7,Morgan State,1992,Morgan State Bears,2,1.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Breon Barnett,0.3,Morgan State,2335,Morgan State Bears,7,9.9,71.1,9.4,128.0,-56.9,-5.6,-5.0,-5.6,-54.9,-5.5
Arlandus Keyes,12.3,Mount St Marys,1386,Mount St. Mary'S Mountaineers,29,1391.9,89.7,1367.0,88.4,1.4,19.0,40.1,18.1,179.3,15.2
Luke McEldon,11.7,Mount St Marys,1452,Mount St. Mary'S Mountaineers,30,1242.5,89.0,1222.8,87.7,1.3,15.7,33.4,16.2,160.2,13.7
Trey Deveaux,11.2,Mount St Marys,3766,Mount St. Mary'S Mountaineers,27,1177.8,84.3,1168.3,89.6,-5.3,-62.5,-53.9,-62.4,-621.7,-63.4
Xavier Lipscomb,9.4,Mount St Marys,3077,Mount St. Mary'S Mountaineers,31,1618.3,88.9,1587.2,90.5,-1.6,-26.2,2.3,-25.9,-256.4,-28.8
Abdou Khadre Kébé,7.7,Mount St Marys,976,Mount St. Mary'S Mountaineers,21,745.9,90.0,744.6,83.9,6.0,44.9,46.6,45.5,454.6,45.3
Justin Amadi,7.3,Mount St Marys,1135,Mount St. Mary'S Mountaineers,29,973.8,90.0,978.6,86.5,3.5,34.1,29.9,34.1,341.7,34.7
Anthony Arrington,5.7,Mount St Marys,2630,Mount St. Mary'S Mountaineers,21,630.5,85.2,629.6,87.2,-2.0,-12.7,-11.8,-12.6,-126.0,-12.7
Mason So,3.9,Mount St Marys,2962,Mount St. Mary'S Mountaineers,30,849.6,85.5,866.3,88.1,-2.6,-22.3,-36.8,-22.1,-223.1,-20.1
Anastasios Rozakeas,3.8,Mount St Marys,3507,Mount St. Mary'S Mountaineers,22,525.5,84.7,531.2,93.4,-8.7,-45.6,-51.0,-45.7,-459.7,-45.3
Patrick Haigh,3.3,Mount St Marys,2644,Mount St. Mary'S Mountaineers,18,278.9,77.5,293.4,82.1,-4.7,-13.0,-24.7,-12.8,-131.6,-10.2
Yakhya Diop,1.8,Mount St Marys,1519,Mount St. Mary'S Mountaineers,31,431.1,88.4,438.7,85.5,2.9,12.4,6.0,12.5,126.1,13.6
Elijah Espinosa,0.7,Mount St Marys,2979,Mount St. Mary'S Mountaineers,11,61.8,66.4,61.9,103.4,-37.0,-22.9,-23.0,-22.9,-228.8,-22.9
John Miller IV,0.2,Mount St Marys,2254,Mount St. Mary'S Mountaineers,2,2.0,0.0,1.0,200.0,-200.0,-4.0,-2.0,-4.0,-28.3,-3.0
Javon Jackson,16.5,Murray State,2847,Murray State Racers,32,1429.8,98.1,1428.2,99.4,-1.3,-18.6,-17.0,-18.6,-185.8,-18.6
Roman Domon,14.2,Murray State,2342,Murray State Racers,32,1350.9,99.4,1362.2,99.8,-0.4,-5.7,-16.7,-5.4,-54.3,-5.4
Layne Taylor,8.0,Murray State,1592,Murray State Racers,30,1285.4,100.9,1293.2,100.1,0.8,9.8,2.5,10.3,103.1,10.3
JJ Traynor,7.4,Murray State,2910,Murray State Racers,31,1200.1,97.7,1222.8,99.4,-1.7,-20.5,-43.0,-20.4,-205.9,-20.3
KJ Tenner,6.0,Murray State,2978,Murray State Racers,32,877.5,96.3,893.7,98.9,-2.6,-22.9,-38.8,-22.8,-230.2,-22.6
Mason Miller,5.9,Murray State,1088,Murray State Racers,31,1211.4,101.8,1235.7,98.7,3.1,37.1,13.6,37.6,379.3,37.9
Brayden Shorter,5.7,Murray State,3192,Murray State Racers,32,795.6,97.3,801.4,101.2,-3.9,-31.2,-36.9,-31.0,-311.4,-31.1
Mathis Courbon,4.6,Murray State,1370,Murray State Racers,31,805.4,101.9,838.6,99.4,2.5,20.1,-12.9,20.1,205.5,20.3
Brock Vice,2.0,Murray State,2733,Murray State Racers,27,216.9,92.7,228.4,99.8,-7.2,-15.5,-26.9,-15.4,-158.0,-15.4
Dylan Anderson,1.5,Murray State,3425,Murray State Racers,31,384.4,91.8,395.0,102.5,-10.7,-41.1,-52.0,-41.1,-416.9,-41.4
Austin Benigni,18.0,Navy,83,Navy Midshipmen,32,1813.3,99.0,1807.8,86.2,12.8,232.3,236.8,232.1,2317.5,231.3
Aidan Kehoe,15.2,Navy,55,Navy Midshipmen,32,1671.9,99.1,1672.8,83.4,15.7,262.7,261.7,262.5,2625.6,262.6
Jinwoo Kim,9.9,Navy,154,Navy Midshipmen,32,1520.8,99.3,1527.2,86.9,12.4,188.6,183.0,188.6,1889.8,189.4
Donovan Draper,8.7,Navy,194,Navy Midshipmen,30,1245.1,100.4,1257.8,86.4,14.0,173.9,163.3,174.3,1752.0,176.0
Jordan Pennick,7.2,Navy,323,Navy Midshipmen,32,1186.8,98.2,1194.2,87.3,10.8,128.5,122.9,129.4,1297.6,130.3
Mike Woods,6.6,Navy,358,Navy Midshipmen,32,1089.2,95.9,1078.8,84.8,11.1,121.1,129.7,120.9,1203.2,119.3
Cam Cole,6.1,Navy,110,Navy Midshipmen,32,878.3,104.9,877.6,80.1,24.8,217.4,218.4,217.8,2177.3,217.7
David Burnett,1.6,Navy,1782,Navy Midshipmen,9,126.4,98.9,126.8,95.5,3.4,4.3,3.9,4.3,43.0,4.3
Nyles Howard,1.5,Navy,1553,Navy Midshipmen,3,19.8,106.1,20.4,49.0,57.1,11.3,11.0,11.3,114.8,11.6
Sam Krist,1.1,Navy,1418,Navy Midshipmen,3,30.8,110.6,31.3,54.3,56.3,17.3,17.1,17.3,174.8,17.6
Cam Cormany,1.0,Navy,1823,Navy Midshipmen,1,6.0,133.3,5.0,80.0,53.3,3.2,4.0,3.2,29.2,3.0
Cooper Jackson,0.9,Navy,2368,Navy Midshipmen,6,27.4,87.7,27.2,110.4,-22.7,-6.2,-6.0,-6.2,-62.0,-6.2
Paul Djobet,17.5,Nebraska Omaha,1547,Omaha Mavericks,20,995.9,96.9,988.1,95.7,1.2,11.5,19.4,12.0,119.0,11.6
Lance Waddles,12.8,Nebraska Omaha,3822,Omaha Mavericks,29,1403.0,92.5,1410.1,97.3,-4.8,-67.1,-74.3,-67.3,-675.1,-67.2
Ja'Sean Glover,11.6,Nebraska Omaha,2559,Omaha Mavericks,27,1123.3,94.8,1150.6,95.8,-1.0,-10.8,-37.4,-11.2,-113.7,-10.1
Tony Osburn,11.6,Nebraska Omaha,4076,Omaha Mavericks,27,1487.4,93.5,1477.8,99.7,-6.2,-92.7,-82.6,-92.2,-919.2,-92.2
Grant Stubblefield,9.3,Nebraska Omaha,1855,Omaha Mavericks,26,1261.8,95.8,1251.0,95.6,0.2,2.7,12.8,2.5,25.1,2.0
Christian Richardson,7.4,Nebraska Omaha,924,Omaha Mavericks,22,576.4,96.5,567.0,88.0,8.5,48.8,57.3,49.0,485.9,47.9
Kamryn Thomas,4.7,Nebraska Omaha,2346,Omaha Mavericks,25,868.9,95.6,881.6,96.3,-0.7,-5.8,-18.3,-6.1,-61.3,-5.6
Khamani Cooper,4.7,Nebraska Omaha,3550,Omaha Mavericks,21,524.6,91.5,531.1,100.7,-9.2,-48.5,-54.8,-48.3,-485.6,-48.3
Brock Scholl,4.1,Nebraska Omaha,3994,Omaha Mavericks,28,680.3,87.2,680.6,99.3,-12.2,-82.7,-82.6,-82.3,-823.3,-82.3
Julian Margrave,3.7,Nebraska Omaha,3271,Omaha Mavericks,15,246.5,89.6,245.2,103.6,-14.0,-34.4,-33.2,-34.5,-344.2,-34.5
Valentino Simon,3.7,Nebraska Omaha,2728,Omaha Mavericks,25,515.1,96.9,540.8,99.8,-3.0,-15.3,-40.6,-14.9,-153.1,-14.9
Aidan Skradis,1.1,Nebraska Omaha,1755,Omaha Mavericks,6,14.8,114.9,22.4,80.4,34.4,5.1,-1.0,5.1,62.8,6.6
Pryce Sandfort,18.1,Nebraska,37,Nebraska Cornhuskers,35,1838.3,98.2,1846.1,82.1,16.1,296.4,289.6,296.0,2965.9,297.4
Rienk Mast,13.3,Nebraska,86,Nebraska Cornhuskers,34,1562.8,97.6,1568.3,82.8,14.7,230.5,226.7,231.3,2317.0,232.2
Braden Frager,11.8,Nebraska,222,Nebraska Cornhuskers,33,1179.1,100.3,1171.2,86.5,13.8,163.1,169.5,162.7,1621.7,161.6
Jamarques Lawrence,9.8,Nebraska,124,Nebraska Cornhuskers,35,1542.8,97.2,1543.9,84.0,13.2,204.0,202.7,203.6,2037.2,203.8
Sam Hoiberg,9.3,Nebraska,57,Nebraska Cornhuskers,35,1726.9,96.2,1742.2,81.1,15.1,260.4,248.4,260.8,2619.1,263.7
Ugnius Jarusevicius,7.0,Nebraska,2077,Nebraska Cornhuskers,1,6.4,77.8,8.0,100.0,-22.2,-1.4,-3.0,-1.4,-15.9,-1.4
Berke Buyuktuncel,6.5,Nebraska,215,Nebraska Cornhuskers,33,1263.9,94.2,1287.3,81.0,13.1,166.0,147.9,166.8,1683.7,171.3
Connor Essegian,5.4,Nebraska,938,Nebraska Cornhuskers,7,157.4,104.2,152.9,73.9,30.3,47.7,51.0,47.7,470.1,46.5
Cale Jacobsen,4.6,Nebraska,381,Nebraska Cornhuskers,35,1025.0,94.1,1048.2,82.6,11.4,117.2,98.7,117.9,1192.0,121.9
Jared Garcia,3.0,Nebraska,2288,Nebraska Cornhuskers,26,288.5,85.3,293.8,86.8,-1.5,-4.4,-8.9,-4.3,-43.7,-3.6
Leo Curtis,1.6,Nebraska,1797,Nebraska Cornhuskers,4,39.9,92.8,42.3,82.7,10.2,4.0,2.0,4.0,41.5,4.4
Kendall Blue,0.7,Nebraska,2607,Nebraska Cornhuskers,9,21.0,47.6,21.9,105.0,-57.4,-12.1,-13.0,-12.1,-123.1,-12.1
Dra Gibbs-Lawhorn,20.7,Nevada Las Vegas,2183,Unlv Rebels,34,1978.8,99.4,2052.2,99.5,-0.1,-2.9,-75.0,-2.0,-20.2,-1.6
Kimani Hamilton,12.8,Nevada Las Vegas,1919,Unlv Rebels,34,1648.9,97.8,1685.0,97.7,0.1,1.2,-33.6,1.6,16.7,2.5
Tyrin Jones,11.9,Nevada Las Vegas,3101,Unlv Rebels,31,1346.0,98.3,1395.6,100.3,-2.0,-27.3,-76.7,-26.9,-274.1,-27.1
Howie Fleming Jr.,9.0,Nevada Las Vegas,1573,Unlv Rebels,31,1459.5,99.3,1494.3,98.6,0.7,10.4,-24.1,10.2,103.4,10.7
Issac Williamson,8.6,Nevada Las Vegas,3405,Unlv Rebels,32,1195.7,94.8,1246.4,98.1,-3.4,-40.2,-89.2,-39.5,-402.9,-38.5
Jacob Bannarbie,5.4,Nevada Las Vegas,779,Unlv Rebels,29,782.8,106.2,811.3,98.2,7.9,62.0,34.6,62.6,637.5,63.1
Ladji Dembele,5.2,Nevada Las Vegas,1589,Unlv Rebels,5,135.9,104.5,162.4,97.3,7.2,9.8,-16.0,9.8,107.0,10.5
Naas Cunningham,5.0,Nevada Las Vegas,1850,Unlv Rebels,18,416.3,98.7,425.3,98.1,0.7,2.8,-6.3,2.5,25.2,2.7
Al Green,4.4,Nevada Las Vegas,3180,Unlv Rebels,27,551.8,99.7,570.3,105.2,-5.5,-30.5,-49.8,-30.3,-308.5,-31.3
Walter Brown,3.8,Nevada Las Vegas,2731,Unlv Rebels,33,1028.8,99.2,1066.0,100.7,-1.5,-15.5,-52.9,-15.4,-157.1,-15.7
Emmanuel Stephen,3.5,Nevada Las Vegas,3202,Unlv Rebels,22,531.5,86.2,545.9,92.1,-6.0,-31.7,-44.6,-31.4,-317.8,-30.2
